taxonKey,scientificName,rank,taxonomicStatus,kingdom,includes
7267631,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
10966302,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
5347854,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
4048052,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
8338571,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
7415922,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
2769073,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
6164210,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
3935202,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
9405036,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
9462721,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
3663237,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
8421432,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
7420522,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
2445496,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
7764312,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
3922770,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
8257546,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
2447418,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
2176168,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
7068379,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
2974921,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
7223177,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
7331861,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
9508942,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
7332517,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
4925890,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
7222196,Graptemys pseudogeographica,SPECIES,ACCEPTED,Animalia,NA
4932232,Graptemys pseudogeographica kohnii,NA,NA,NA,NA
8381801,Graptemys pseudogeographica pseudogeographica,NA,NA,NA,NA
11107889,Graptostethus servus,SPECIES,ACCEPTED,Animalia,NA
3146219,Grindelia squarrosa,SPECIES,ACCEPTED,Plantae,3146219: Grindelia squarrosa (Pursh) Dunal
2474944,Grus japonensis,SPECIES,ACCEPTED,Animalia,"2474944: Grus japonensis (Statius Muller, 1776)"
2474942,Grus vipio,SPECIES,ACCEPTED,Animalia,"9473367: Antigone vipio (Pallas, 1811)"
1722299,Gryllodes sigillatus,SPECIES,ACCEPTED,Animalia,"1722299: Gryllodes sigillatus (Walker, 1869)"
1719204,Gryllomorpha dalmatina,SPECIES,ACCEPTED,Animalia,"1719204: Gryllomorpha dalmatina (Ocskay, 1832)"
1713034,Gryllus bimaculatus,SPECIES,ACCEPTED,Animalia,"1713034: Gryllus bimaculatus De Geer, 1773"
8584304,Guizotia abyssinica,SPECIES,ACCEPTED,Plantae,8584304: Guizotia abyssinica (L.fil.) Cass.
3088623,Guizotia scabra,SPECIES,ACCEPTED,Plantae,NA
5548724,Guizotia schimperi,NA,NA,NA,NA
2984306,Gunnera tinctoria,SPECIES,ACCEPTED,Plantae,NA
3113852,Gutenbergia rueppellii,SPECIES,ACCEPTED,Plantae,3113852: Gutenbergia rueppellii Sch.Bip.
2489450,Gymnorhina tibicen,SPECIES,ACCEPTED,Animalia,"2489450: Gymnorhina tibicen (Latham, 1802)"
2516117,Gymnosporangium confusum,SPECIES,ACCEPTED,Fungi,NA
2516137,Gymnosporangium sabinae,SPECIES,ACCEPTED,Fungi,2516137: Gymnosporangium sabinae (Dicks.) G.Winter
5384466,Gypsophila elegans,SPECIES,ACCEPTED,Plantae,5384466: Gypsophila elegans M.Bieb.
5384458,Gypsophila paniculata,SPECIES,ACCEPTED,Plantae,5384458: Gypsophila paniculata L.
5384459,Gypsophila pilosa,SPECIES,ACCEPTED,Plantae,5384459: Gypsophila pilosa Huds.
5384464,Gypsophila repens,SPECIES,ACCEPTED,Plantae,NA
2498104,Gypsophila scorzonerifolia,NA,NA,NA,NA
8091998,Gypsophila vaccaria,SPECIES,ACCEPTED,Plantae,NA
5585762,Gypsophila viscosa,SPECIES,ACCEPTED,Plantae,NA
5740285,Gyrodactylus proterorhini,SPECIES,ACCEPTED,Animalia,"5740285: Gyrodactylus proterorhini Ergens, 1967"
5341202,Hadrotarsus ornatus,NA,NA,NA,NA
8323485,Haemorhous mexicanus,SPECIES,ACCEPTED,Animalia,"8323485: Haemorhous mexicanus (P.L.Statius Müller, 1776)"
2705690,Hainardia cylindrica,SPECIES,ACCEPTED,Plantae,2705692: Monerma cylindrica (Willd.) Coss. & Durieu | 2705690: Hainardia cylindrica (Willd.) Greuter
5371655,Halesia carolina,SPECIES,ACCEPTED,Plantae,NA
2480446,Haliaeetus leucocephalus,SPECIES,ACCEPTED,Animalia,"2480446: Haliaeetus leucocephalus (Linnaeus, 1766)"
2480445,Haliaeetus pelagicus,SPECIES,ACCEPTED,Animalia,"2480445: Haliaeetus pelagicus (Pallas, 1811)"
2480454,Haliaeetus vocifer,SPECIES,ACCEPTED,Animalia,"2480454: Haliaeetus vocifer (Daudin, 1800)"
5182343,Haliclona xena,SPECIES,ACCEPTED,Animalia,"5182343: Haliclona xena De Weerdt, 1986"
3596131,Halimium lasianthum,SUBSPECIES,ACCEPTED,Plantae,7331240: Halimium alyssoides (Lam.) K.Koch | 3596131: Halimium lasianthum subsp. alyssoides (Lam.) Greuter
9473367,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
6409536,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
4250676,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
5373039,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
8421432,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
7230699,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
7226804,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
4132112,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
6313051,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
7267631,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
7272439,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
7753114,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
7062200,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
7421129,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
11162940,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
4273336,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
4248063,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
4036957,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
7227181,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
7225621,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
7302355,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
7998563,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
5652131,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
4090836,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
4115425,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
6362724,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
8991514,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
2443339,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
12205713,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
4932232,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
7224157,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
7225471,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
7223177,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
9508942,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
6313049,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
10966302,Halimium lasianthum,SPECIES,ACCEPTED,Plantae,NA
6300531,Halimium lasianthum alyssoides,NA,NA,NA,NA
4485843,Halyomorpha halys,SPECIES,ACCEPTED,Animalia,"4485843: Halyomorpha halys (Stål, 1855)"
2442665,Hanseniella caldaria,NA,NA,NA,NA
3202936,Haplodrassus securifer,NA,NA,NA,NA
4485839,Haplopoma graniferum,NA,NA,NA,NA
5959227,Haplopoma impressum,NA,NA,NA,NA
4989904,Harmonia axyridis,SPECIES,ACCEPTED,Animalia,"4989904: Harmonia axyridis (Pallas, 1773) | 10364473: Harmonia axyridis f. spectabilis | 11134183: Harmonia axyridis f. succinea | 10120173: Harmonia axyridis f. conspicua | 11206794: Harmonia axyridis f. axyridis | 9986462: BOLD:AAB5640"
4125110,Harpachne schimperi,SPECIES,ACCEPTED,Plantae,NA
2177741,Hasarius adansoni,SPECIES,ACCEPTED,Animalia,"2177741: Hasarius adansoni (Audouin, 1826)"
4126800,Hawaiia minuscula,NA,NA,NA,NA
6431764,Hebenstretia integrifolia,NA,NA,NA,NA
3036033,Hedera colchica,SPECIES,ACCEPTED,Plantae,3036033: Hedera colchica (K.Koch) K.Koch
3036157,Hedera hibernica,SPECIES,DOUBTFUL,Plantae,3036157: Hedera hibernica (G.Kirchn.) Carrière
3036169,Hedera maroccana,SPECIES,ACCEPTED,Plantae,3036169: Hedera maroccana McAll.
9245228,Hedlundia hybrida,SPECIES,ACCEPTED,Plantae,NA
5401877,Helenium autumnale,SPECIES,ACCEPTED,Plantae,5401877: Helenium autumnale L.
3121593,Helenium clementii,NA,NA,NA,NA
8059430,Heleobia charruana,SPECIES,ACCEPTED,Animalia,NA
9206251,Helianthus annuus,SPECIES,ACCEPTED,Plantae,9206251: Helianthus annuus L.
3119191,Helianthus debilis,SPECIES,ACCEPTED,Plantae,3119191: Helianthus debilis Nutt.
3119185,Helianthus decapetalus,SPECIES,ACCEPTED,Plantae,3119185: Helianthus decapetalus L.
3119181,Helianthus laetiflorus,SPECIES,ACCEPTED,Plantae,NA
3119206,Helianthus maximiliani,SPECIES,ACCEPTED,Plantae,3119206: Helianthus maximiliani Schrad.
3119225,Helianthus petiolaris,SPECIES,ACCEPTED,Plantae,3119225: Helianthus petiolaris Nutt.
3119219,Helianthus salicifolius,SPECIES,ACCEPTED,Plantae,3119219: Helianthus salicifolius A.Dietr.
3119175,Helianthus tuberosus,SPECIES,ACCEPTED,Plantae,3119175: Helianthus tuberosus L.
3119181,Helianthus ×laetiflorus,SPECIES,ACCEPTED,Plantae,3119181: Helianthus ×laetiflorus Pers.
3131614,Helichrysum italicum,SPECIES,ACCEPTED,Plantae,3131614: Helichrysum italicum (Roth) G.Don
3131367,Helichrysum petiolare,SPECIES,ACCEPTED,Plantae,3131367: Helichrysum petiolare Hilliard & B.L.Burtt
6448072,Helictochloa bromoides,NA,NA,NA,NA
1420769,Helictotrichon sempervirens,NA,NA,NA,NA
2172103,Heliophanus kochii,SPECIES,ACCEPTED,Animalia,NA
5396474,Heliopsis helianthoides,SPECIES,ACCEPTED,Plantae,NA
6710856,Heliothrips haemorrhoidalis,NA,NA,NA,NA
4104665,Heliotropium amplexicaule,NA,NA,NA,NA
2925767,Heliotropium europaeum,SPECIES,ACCEPTED,Plantae,2925767: Heliotropium europaeum L.
7294771,Heliotropium suaveolens,SPECIES,ACCEPTED,Plantae,7294771: Heliotropium suaveolens M.Bieb.
7753992,Helix lucorum,SPECIES,ACCEPTED,Animalia,NA
3924221,Helleborus argutifolius,SPECIES,ACCEPTED,Plantae,NA
7277106,Helleborus lividus,SPECIES,DOUBTFUL,Plantae,NA
3033107,Helleborus niger,SPECIES,ACCEPTED,Plantae,3033107: Helleborus niger L.
6374953,Helleborus orientalis,SPECIES,ACCEPTED,Plantae,6374953: Helleborus orientalis Lam.
2781074,Hemerocallis fulva,SPECIES,ACCEPTED,Plantae,2781074: Hemerocallis fulva (L.) L.
2781103,Hemerocallis lilioasphodelus,SPECIES,ACCEPTED,Plantae,2781103: Hemerocallis lilioasphodelus L.
5221394,Hemidactylus,GENUS,ACCEPTED,Animalia,NA
5221394,Hemidactylus NA,GENUS,ACCEPTED,Animalia,NA
5221528,Hemidactylus turcicus,SPECIES,ACCEPTED,Animalia,NA
2225770,Hemigrapsus penicillatus,SPECIES,ACCEPTED,Animalia,NA
2225772,Hemigrapsus sanguineus,SPECIES,ACCEPTED,Animalia,"2225772: Hemigrapsus sanguineus (de Haan, 1835)"
4382841,Hemigrapsus takanoi,SPECIES,ACCEPTED,Animalia,"4382841: Hemigrapsus takanoi Asakura & Watanabe, 2005"
2220312,Hemimysis anomala,SPECIES,ACCEPTED,Animalia,"2220312: Hemimysis anomala G.O.Sars, 1907"
5371699,Hepatica nobilis,SPECIES,ACCEPTED,Plantae,5371699: Hepatica nobilis Schreb. | 6375391: Anemone hepatica L.
3034825,Heracleum mantegazzianum,SPECIES,ACCEPTED,Plantae,3034825: Heracleum mantegazzianum Sommier & Levier
4271356,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,4271356: Heracleum sphondylium subsp. sibiricum (L.) Simonk.
2938473,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
11844792,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
7227181,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
7068845,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
7740944,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
7225471,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
8134874,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
7415922,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
7096205,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
3602069,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
7323251,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
4248063,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
6308164,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
6156934,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
6449041,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
4925890,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
5659657,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
7853188,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
7225712,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
3935202,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
9771172,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
7350944,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
7358677,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
7298085,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
7222255,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
7266343,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
7332416,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
3611735,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
7302355,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
7267631,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
8358048,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
4273336,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
5548011,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
3065244,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
6076957,Heracleum sphondylium,SUBSPECIES,ACCEPTED,Plantae,NA
7298085,Heracleum sphondylium sibiricum,NA,NA,NA,NA
2473221,Hercinothrips bicinctus,NA,NA,NA,NA
2444141,Hercinothrips femoralis,NA,NA,NA,NA
1577153,Hermetia illucens,SPECIES,ACCEPTED,Animalia,NA
3593900,Herniaria cinerea,SPECIES,ACCEPTED,Plantae,3593900: Herniaria cinerea DC.
3042291,Hesperis matronalis,SPECIES,ACCEPTED,Plantae,3042291: Hesperis matronalis L.
2484608,Heteranthemis viscidehirta,NA,NA,NA,NA
8050384,Heterodon nasicus,NA,NA,NA,NA
2704112,Heteropoda venatoria,NA,NA,NA,NA
3032646,Heuchera micrantha,SPECIES,DOUBTFUL,Plantae,3032646: Heuchera micrantha Douglas ex Lindl.
3032653,Heuchera sanguinea,SPECIES,ACCEPTED,Plantae,3032653: Heuchera sanguinea Engelm.
4366527,Hexaplex cichoreum,SPECIES,ACCEPTED,Animalia,NA
4366460,Hexaplex trunculus,SPECIES,ACCEPTED,Animalia,NA
3152583,Hibiscus syriacus,SPECIES,ACCEPTED,Plantae,3152583: Hibiscus syriacus L.
3152560,Hibiscus trionum,SPECIES,ACCEPTED,Plantae,3152560: Hibiscus trionum L.
3136320,Hieracium amplexicaule,SPECIES,ACCEPTED,Plantae,NA
4219118,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,4219118: Hieracium glaucinum subsp. recensitum (Jord. ex Boreau) Gottschl.
7226794,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
4211590,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
7219988,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
7332416,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
6300531,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
7298085,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
4132112,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
2706403,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
2653392,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
6076957,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
6164210,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
10755213,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
6085036,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
6432925,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
7853188,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
4131042,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
2443339,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
6313049,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
7267631,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
7358677,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
8323119,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
5928306,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
6157026,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
2447418,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
9537212,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
7190901,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
3040999,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
2769073,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
3935202,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
7427741,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
9567226,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
5373483,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
7440977,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
4925890,Hieracium glaucinum,SUBSPECIES,ACCEPTED,Plantae,NA
7267631,Hieracium glaucinum recensitum,NA,NA,NA,NA
4122609,Hieracium pilosum,NA,NA,NA,NA
2498325,Hieracium pulmonarioides,NA,NA,NA,NA
9391215,Hieracium pulmonarioides,NA,NA,NA,NA
7331861,Hieracium pulmonarioides,NA,NA,NA,NA
5544928,Hieracium pulmonarioides,NA,NA,NA,NA
5581279,Hieracium pulmonarioides,NA,NA,NA,NA
7068845,Hieracium pulmonarioides,NA,NA,NA,NA
7740944,Hieracium pulmonarioides,NA,NA,NA,NA
7068379,Hieracium pulmonarioides,NA,NA,NA,NA
6157050,Hieracium pulmonarioides,NA,NA,NA,NA
7415922,Hieracium pulmonarioides,NA,NA,NA,NA
3757050,Hieracium pulmonarioides,NA,NA,NA,NA
2445496,Hieracium pulmonarioides,NA,NA,NA,NA
9454901,Hieracium pulmonarioides,NA,NA,NA,NA
4115425,Hieracium pulmonarioides,NA,NA,NA,NA
7267492,Hieracium pulmonarioides,NA,NA,NA,NA
6156934,Hieracium pulmonarioides,NA,NA,NA,NA
7224157,Hieracium pulmonarioides,NA,NA,NA,NA
7323341,Hieracium pulmonarioides,NA,NA,NA,NA
4271356,Hieracium pulmonarioides,NA,NA,NA,NA
6427623,Hieracium pulmonarioides,NA,NA,NA,NA
7222196,Hieracium pulmonarioides,NA,NA,NA,NA
2914404,Hieracium pulmonarioides,NA,NA,NA,NA
7853188,Hieracium pulmonarioides,NA,NA,NA,NA
8918909,Hieracium pulmonarioides,NA,NA,NA,NA
6157026,Hieracium pulmonarioides,NA,NA,NA,NA
7455425,Hieracium pulmonarioides,NA,NA,NA,NA
5352372,Hieracium pulmonarioides,NA,NA,NA,NA
3596131,Hieracium pulmonarioides,NA,NA,NA,NA
3890974,Hieracium pulmonarioides,NA,NA,NA,NA
4090836,Hieracium pulmonarioides,NA,NA,NA,NA
11136683,Hieracium pulmonarioides,NA,NA,NA,NA
7226794,Hieracium pulmonarioides,NA,NA,NA,NA
9391215,Hieracium pulmonarioides spelaeum,NA,NA,NA,NA
4055853,Hieracium speciosum,NA,NA,NA,NA
2458916,Hierophis viridiflavus,SPECIES,ACCEPTED,Animalia,9360895: Coluber viridiflavus viridiflavus
5324959,Himantoglossum robertianum,SPECIES,ACCEPTED,Plantae,5324959: Himantoglossum robertianum (Loisel.) P.Delforge
5229128,Himantopus mexicanus,SPECIES,ACCEPTED,Animalia,"5229128: Himantopus mexicanus (Statius Muller, 1776)"
5353705,Hippocrepis emerus,SPECIES,ACCEPTED,Plantae,5353705: Hippocrepis emerus (L.) Lassen
3172127,Hippodamia convergens,NA,NA,NA,NA
2141241,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
4048052,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
9405645,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
7998563,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
7223177,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
7925720,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
4274443,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
7332517,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
7323251,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
7308043,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
2202786,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
4932232,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
5365494,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
8918909,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
2284443,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
7225456,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
11136683,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
3935202,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
8389446,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
4270675,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
2453882,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
7293222,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
7224427,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
5825913,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
7323834,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
4115425,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
7266343,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
5544928,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
7225621,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
6313051,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
8421432,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
3666059,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
6313049,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
8369366,Hippophae rhamnoides,SUBSPECIES,ACCEPTED,Plantae,NA
5825913,Hippophae rhamnoides caucasica,NA,NA,NA,NA
3050595,Hirschfeldia incana,SPECIES,ACCEPTED,Plantae,3050595: Hirschfeldia incana (L.) Lagr.-Foss.
2149679,Holocnemus pluchei,SPECIES,ACCEPTED,Animalia,"2149679: Holocnemus pluchei (Scopoli, 1763)"
2987780,Holodiscus discolor,SPECIES,ACCEPTED,Plantae,NA
5972004,Homarus americanus,SPECIES,ACCEPTED,Animalia,NA
1720196,Homoeogryllus reticulatus,SPECIES,ACCEPTED,Animalia,NA
5153082,Homotoma ficus,SPECIES,ACCEPTED,Animalia,NA
4274443,Hoplopleura erismata,NA,NA,NA,NA
2706067,Hordeum bulbosum,SPECIES,ACCEPTED,Plantae,NA
2725229,Hordeum comosum,NA,NA,NA,NA
8332019,Hordeum distichon,SPECIES,ACCEPTED,Plantae,8332019: Hordeum distichon L. | 6313805: Hordeum vulgare subsp. distichon (L.) Körn.
7227181,Hordeum euclaston,NA,NA,NA,NA
2723909,Hordeum flexuosum,NA,NA,NA,NA
2706052,Hordeum jubatum,SPECIES,ACCEPTED,Plantae,2706052: Hordeum jubatum L.
5375285,Hordeum marinum,SUBSPECIES,ACCEPTED,Plantae,NA
8338571,Hordeum marinum,SUBSPECIES,ACCEPTED,Plantae,NA
6427623,Hordeum marinum,SUBSPECIES,ACCEPTED,Plantae,NA
4271356,Hordeum marinum,SUBSPECIES,ACCEPTED,Plantae,NA
6432925,Hordeum marinum,SUBSPECIES,ACCEPTED,Plantae,NA
8257857,Hordeum marinum,SUBSPECIES,ACCEPTED,Plantae,NA
7219988,Hordeum marinum,SUBSPECIES,ACCEPTED,Plantae,NA
5365494,Hordeum marinum,SUBSPECIES,ACCEPTED,Plantae,NA
8918909,Hordeum marinum,SUBSPECIES,ACCEPTED,Plantae,NA
2161911,Hordeum marinum,SUBSPECIES,ACCEPTED,Plantae,NA
7764312,Hordeum marinum,SUBSPECIES,ACCEPTED,Plantae,NA
4248063,Hordeum marinum,SUBSPECIES,ACCEPTED,Plantae,NA
3898065,Hordeum marinum,SUBSPECIES,ACCEPTED,Plantae,NA
