taxonKey,scientificName,rank,taxonomicStatus,kingdom,includes
5544928,Achillea salicifolia,NA,NA,NA,NA
7757431,Achillea salicifolia,NA,NA,NA,NA
7427650,Achillea salicifolia,NA,NA,NA,NA
3663237,Achillea salicifolia,NA,NA,NA,NA
8421432,Achillea salicifolia,NA,NA,NA,NA
7219988,Achillea salicifolia,NA,NA,NA,NA
7427741,Achillea salicifolia,NA,NA,NA,NA
7223177,Achillea salicifolia,NA,NA,NA,NA
7331861,Achillea salicifolia,NA,NA,NA,NA
7070211,Achillea salicifolia,NA,NA,NA,NA
7421129,Achillea salicifolia,NA,NA,NA,NA
4932232,Achillea salicifolia,NA,NA,NA,NA
7327959,Achillea salicifolia,NA,NA,NA,NA
7350944,Achillea salicifolia,NA,NA,NA,NA
8381801,Achillea salicifolia,NA,NA,NA,NA
10966302,Achillea salicifolia,NA,NA,NA,NA
7267631,Achillea salicifolia,NA,NA,NA,NA
7998563,Achillea salicifolia,NA,NA,NA,NA
8257546,Achillea salicifolia,NA,NA,NA,NA
4270675,Achillea salicifolia,NA,NA,NA,NA
8369366,Achillea salicifolia,NA,NA,NA,NA
2653392,Achillea salicifolia,NA,NA,NA,NA
2717402,Achillea salicifolia,NA,NA,NA,NA
4123394,Achillea salicifolia,NA,NA,NA,NA
3065244,Achillea salicifolia,NA,NA,NA,NA
8925248,Achillea salicifolia,NA,NA,NA,NA
6432925,Achillea salicifolia,NA,NA,NA,NA
11844792,Achillea salicifolia,NA,NA,NA,NA
2914404,Achillea salicifolia,NA,NA,NA,NA
5659657,Achillea salicifolia,NA,NA,NA,NA
7223680,Achillea salicifolia,NA,NA,NA,NA
6157050,Achillea salicifolia,NA,NA,NA,NA
8134874,Achillea salicifolia,NA,NA,NA,NA
3596131,Achillea salicifolia,NA,NA,NA,NA
7190901,Achillea salicifolia salicifolia,NA,NA,NA,NA
7323341,Achillea setacea,NA,NA,NA,NA
5548011,Achnatherum bromoides,NA,NA,NA,NA
4142326,Achnatherum calamagrostis,SPECIES,ACCEPTED,Plantae,4142326: Achnatherum calamagrostis (L.) P.Beauv.
4287131,Acipenser baerii,SPECIES,ACCEPTED,Animalia,"4287131: Acipenser baerii Brandt, 1869"
2402129,Acipenser gueldenstaedtii,SPECIES,ACCEPTED,Animalia,"2402129: Acipenser gueldenstaedtii Brandt & Ratzeburg, 1833"
2402168,Acipenser ruthenus,SPECIES,ACCEPTED,Animalia,"2402168: Acipenser ruthenus Linnaeus, 1758"
4115425,Acmella,NA,NA,NA,NA
4270548,Acmella NA,NA,NA,NA,NA
4048052,Acmella NA,NA,NA,NA,NA
8338571,Acmella NA,NA,NA,NA,NA
4219118,Acmella NA,NA,NA,NA,NA
4248063,Acmella NA,NA,NA,NA,NA
3596131,Acmella NA,NA,NA,NA,NA
4271356,Acmella NA,NA,NA,NA,NA
6157050,Acmella NA,NA,NA,NA,NA
7190901,Acmella NA,NA,NA,NA,NA
5659657,Acmella NA,NA,NA,NA,NA
8134874,Acmella NA,NA,NA,NA,NA
11844792,Acmella NA,NA,NA,NA,NA
7223680,Acmella NA,NA,NA,NA,NA
8925248,Acmella NA,NA,NA,NA,NA
2914404,Acmella NA,NA,NA,NA,NA
4123394,Acmella NA,NA,NA,NA,NA
6432925,Acmella NA,NA,NA,NA,NA
2653392,Acmella NA,NA,NA,NA,NA
3065244,Acmella NA,NA,NA,NA,NA
4270675,Acmella NA,NA,NA,NA,NA
2717402,Acmella NA,NA,NA,NA,NA
7998563,Acmella NA,NA,NA,NA,NA
8369366,Acmella NA,NA,NA,NA,NA
10966302,Acmella NA,NA,NA,NA,NA
8257546,Acmella NA,NA,NA,NA,NA
7267631,Acmella NA,NA,NA,NA,NA
7350944,Acmella NA,NA,NA,NA,NA
4932232,Acmella NA,NA,NA,NA,NA
7327959,Acmella NA,NA,NA,NA,NA
7421129,Acmella NA,NA,NA,NA,NA
7331861,Acmella NA,NA,NA,NA,NA
5831060,Acmella NA,NA,NA,NA,NA
7427741,Acmella NA,NA,NA,NA,NA
5373483,Acmella NA,NA,NA,NA,NA
8421432,Acmella NA,NA,NA,NA,NA
7427650,Acmella NA,NA,NA,NA,NA
5384332,Acmella NA,NA,NA,NA,NA
7576335,Acmella oleracea,NA,NA,NA,NA
7967494,Aconitum cammarum,SPECIES,ACCEPTED,Plantae,NA
5384370,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
3922770,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
7427741,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
7070211,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
8381801,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
8257546,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
4270675,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
4123394,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
2914404,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
8134874,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
3596131,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
4048052,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
4270548,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
7222255,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
4211590,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
5224543,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
5928306,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
5545159,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
9405645,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
2443339,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
7308335,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
7225621,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
3047147,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
9508942,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
7332517,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
7224157,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
7466434,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
2176168,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
7455425,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
10948891,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
8336551,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
7272439,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
8045533,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
11136683,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
6076957,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
2457378,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
4194303,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
7415922,Aconitum napellus,VARIETY,SYNONYM,Plantae,NA
4036350,Aconitum napellus giganteum,NA,NA,NA,NA
2873769,Acorus calamus,SPECIES,ACCEPTED,Plantae,2873769: Acorus calamus L.
2489010,Acridotheres cristatellus,SPECIES,ACCEPTED,Animalia,"2489010: Acridotheres cristatellus (Linnaeus, 1758)"
2489004,Acridotheres ginginianus,SPECIES,ACCEPTED,Animalia,"2489004: Acridotheres ginginianus (Latham, 1790)"
2489005,Acridotheres tristis,SPECIES,ACCEPTED,Animalia,"2489005: Acridotheres tristis (Linnaeus, 1766)"
1865660,Actias selene,SPECIES,ACCEPTED,Animalia,NA
2498104,Actinidia deliciosa,NA,NA,NA,NA
2049661,Adelges abietis,SPECIES,ACCEPTED,Animalia,NA
2049732,Adelges cooleyi,SPECIES,ACCEPTED,Animalia,NA
2049722,Adelges laricis,SPECIES,ACCEPTED,Animalia,NA
5341202,Adenostyles alliariae,NA,NA,NA,NA
2651843,Adiantum aleuticum,SPECIES,ACCEPTED,Plantae,2651843: Adiantum aleuticum (Rupr.) C.A.Paris
2651816,Adiantum capillus-veneris,SPECIES,ACCEPTED,Plantae,2651816: Adiantum capillus-veneris L.
2651826,Adiantum raddianum,SPECIES,ACCEPTED,Plantae,2651826: Adiantum raddianum C.Presl
7987143,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
7277946,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
2717402,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
2914404,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
8134874,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
4219118,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
4115425,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
7222255,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
9391215,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
4132112,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
9405645,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
2443339,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
6420901,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
7440977,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
6427623,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
3602069,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
7466434,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
7455425,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
5825913,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
7358677,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
8358048,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
3023671,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
6076957,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
4194303,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
7624620,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
8257857,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
5373039,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
3047633,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
3802956,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
7062200,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
5359402,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
6313049,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
8983123,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
7225471,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
11794300,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
9537212,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
9454901,Adonis aestivalis,SUBSPECIES,ACCEPTED,Plantae,NA
7295374,Adonis aestivalis aestivalis,NA,NA,NA,NA
5371709,Adonis annua,SPECIES,ACCEPTED,Plantae,5371709: Adonis annua L.
8246651,Adonis flammea,SPECIES,ACCEPTED,Plantae,7809794: Adonis flammea var. flammea | 8246651: Adonis flammea Jacq.
1651430,Aedes albopictus,SPECIES,ACCEPTED,Animalia,"1651430: Aedes albopictus (Skuse, 1894)"
1652212,Aedes japonicus,SPECIES,ACCEPTED,Animalia,"7346173: Aedes japonicus japonicus | 4519733: Ochlerotatus japonicus (Theobald, 1901) | 1652212: Aedes japonicus (Theobald, 1901) | 10094233: BOLD:AAC5210"
1652150,Aedes koreicus,SPECIES,ACCEPTED,Animalia,"1652150: Aedes koreicus (Edwards, 1917) | 10007333: BOLD:ACB6413"
5289783,Aegilops cylindrica,SPECIES,ACCEPTED,Plantae,5289783: Aegilops cylindrica Host
5289781,Aegilops geniculata,SPECIES,ACCEPTED,Plantae,5289781: Aegilops geniculata Roth
3202936,Aegilops triuncialis,NA,NA,NA,NA
4485839,Aegilops ventricosa,NA,NA,NA,NA
5959227,Aegopinella nitens,NA,NA,NA,NA
7068732,Aeluropus littoralis,NA,NA,NA,NA
5375105,Aeschynomene americana,NA,NA,NA,NA
4128792,Aeschynomene indica,NA,NA,NA,NA
3189824,Aesculus flava,SPECIES,ACCEPTED,Plantae,NA
3189815,Aesculus hippocastanum,SPECIES,ACCEPTED,Plantae,3189815: Aesculus hippocastanum L.
2874019,Aesculus indica,NA,NA,NA,NA
3189828,Aesculus parviflora,SPECIES,ACCEPTED,Plantae,3189828: Aesculus parviflora Walter
3189807,Aesculus pavia,SPECIES,ACCEPTED,Plantae,NA
4090836,Agama agama,NA,NA,NA,NA
2479555,Agapornis canus,SPECIES,ACCEPTED,Animalia,"2479555: Agapornis canus (Gmelin, 1788)"
2479544,Agapornis fischeri,SPECIES,ACCEPTED,Animalia,"2479544: Agapornis fischeri Reichenow, 1887"
2479553,Agapornis personatus,SPECIES,ACCEPTED,Animalia,"2479553: Agapornis personatus Reichenow, 1887"
7780342,Agapornis roseicollis,NA,NA,NA,NA
7307327,Agastache rugosa,SPECIES,ACCEPTED,Plantae,7307327: Agastache rugosa (Fisch. & C.A.Mey.) Kuntze
2767031,Agave americana,SPECIES,ACCEPTED,Plantae,2767031: Agave americana L.
5400552,Ageratina altissima,SPECIES,ACCEPTED,Plantae,5400552: Ageratina altissima (L.) R.King & H.Rob.
5401760,Ageratum houstonianum,SPECIES,ACCEPTED,Plantae,5401760: Ageratum houstonianum Mill.
5342681,Agonoscena succincta,NA,NA,NA,NA
3001978,Agrimonia repens,SPECIES,ACCEPTED,Plantae,3001978: Agrimonia repens L.
4125930,Agropogon lutosus,SPECIES,ACCEPTED,Plantae,4125930: Agropogon lutosus (Poir.) P.Fourn.
2705196,Agropyron cristatum,SPECIES,ACCEPTED,Plantae,NA
3085366,Agrostemma brachyloba,SPECIES,ACCEPTED,Plantae,NA
2706501,Agrostis castellana,SPECIES,ACCEPTED,Plantae,2706501: Agrostis castellana Boiss. & Reut.
4123912,Agrostis dimorpholemma,SPECIES,ACCEPTED,Plantae,NA
2706526,Agrostis exarata,SPECIES,ACCEPTED,Plantae,2706526: Agrostis exarata Trin.
4122968,Agrostis fouilladeana,SPECIES,ACCEPTED,Plantae,4122968: Agrostis fouilladeana Lambinon & Verloove
4105744,Agrostis nebulosa,NA,NA,NA,NA
2706444,Agrostis scabra,SPECIES,ACCEPTED,Plantae,2706444: Agrostis scabra Willd.
6710856,Aidemosyne modesta,NA,NA,NA,NA
3190653,Ailanthus altissima,SPECIES,ACCEPTED,Plantae,3190653: Ailanthus altissima (Mill.) Swingle
4154800,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
6084799,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
7308335,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
2161911,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
7332517,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
7466434,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
2176168,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
10948891,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
8358048,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
3023671,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
3040999,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
7901010,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
8257857,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
7267492,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
2444221,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
7062200,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
7224427,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
8983123,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
9603492,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
4925890,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
3922770,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
7323834,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
7295374,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
4104890,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
7226804,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
3042889,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
7226794,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
3757050,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
7096205,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
7219988,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
7223177,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
7350944,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
8257546,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
4123394,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
2914404,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
7190901,Aira caryophyllea,SUBSPECIES,SYNONYM,Plantae,NA
4219118,Aira caryophyllea plesiantha,NA,NA,NA,NA
8322034,Aira elegans,NA,NA,NA,NA
2498388,Aix galericulata,SPECIES,ACCEPTED,Animalia,"2498388: Aix galericulata (Linnaeus, 1758)"
2498387,Aix sponsa,SPECIES,ACCEPTED,Animalia,"2498387: Aix sponsa (Linnaeus, 1758)"
3033965,Akebia quinata,SPECIES,ACCEPTED,Plantae,3033965: Akebia quinata (Houtt.) Decne.
5406789,Alcea rosea,SPECIES,ACCEPTED,Plantae,5406789: Alcea rosea L. | 8271405: Alcea rosea subsp. ficifolia (L.) Govaerts | 5406791: Alcea ficifolia L.
5617467,Alcea rugosa,SPECIES,ACCEPTED,Plantae,5617467: Alcea rugosa Alef.
5188774,Alchemilla conjuncta,NA,NA,NA,NA
3027791,Alchemilla micans,SPECIES,ACCEPTED,Plantae,8067405: Alchemilla acutiloba var. micans (Buser) B.Bock | 3027791: Alchemilla micans Buser
3028528,Alchemilla mollis,SPECIES,ACCEPTED,Plantae,3028528: Alchemilla mollis (Buser) Rothm.
3028586,Alchemilla tytthantha,SPECIES,ACCEPTED,Plantae,NA
7670473,Aldrovanda vesiculosa,NA,NA,NA,NA
2474045,Alectoris barbara,SPECIES,ACCEPTED,Animalia,NA
2474029,Alectoris chukar,SPECIES,ACCEPTED,Animalia,"2474029: Alectoris chukar (J.E.Gray, 1830)"
2474055,Alectoris graeca,SPECIES,ACCEPTED,Animalia,"2474055: Alectoris graeca (Meisner, 1804)"
2474051,Alectoris rufa,SPECIES,ACCEPTED,Animalia,"2474051: Alectoris rufa (Linnaeus, 1758) | 7191077: Alectoris rufa rufa"
8323119,Aleurodothrips fasciapennis,NA,NA,NA,NA
7427542,Aleurotuba jelinekii,SPECIES,ACCEPTED,Animalia,NA
2479925,Alisterus scapularis,SPECIES,ACCEPTED,Animalia,NA
3797084,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
9537212,Alkekengi officinarum,VARIETY,ACCEPTED,Plantae,NA
2464899,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
2176168,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
7358677,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
7925720,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
7271631,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
4035024,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
7266343,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
5587240,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
2202786,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
12205713,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
7302355,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
6085036,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
7277946,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
5548011,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
5352372,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
4104890,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
2444141,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
4131042,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
6156934,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
7323906,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
7331861,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
4932232,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
4270675,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
4123394,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
6157050,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
4271356,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
7324507,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
4211590,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
4132112,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
9405645,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
3611735,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
3047147,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
2445496,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
7466434,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
5581279,Alkekengi officinarum,SPECIES,ACCEPTED,Plantae,NA
10948891,Alkekengi officinarum franchetii,NA,NA,NA,NA
2856037,Allium ampeloprasum,SPECIES,ACCEPTED,Plantae,7668251: Allium porrum L. | 2856037: Allium ampeloprasum L.
2855968,Allium carinatum,SPECIES,ACCEPTED,Plantae,2855968: Allium carinatum L.
2857697,Allium cepa,SPECIES,ACCEPTED,Plantae,2857697: Allium cepa L.
2856780,Allium cristophii,SPECIES,ACCEPTED,Plantae,2856780: Allium cristophii Trautv.
2856504,Allium fistulosum,SPECIES,ACCEPTED,Plantae,NA
2856920,Allium hollandicum,SPECIES,ACCEPTED,Plantae,2856920: Allium hollandicum R.M.Fritsch
2856891,Allium karataviense,SPECIES,ACCEPTED,Plantae,2856891: Allium karataviense Regel
2855705,Allium lusitanicum,SPECIES,ACCEPTED,Plantae,2855705: Allium lusitanicum Lam.
2857679,Allium macleanii,SPECIES,ACCEPTED,Plantae,2857679: Allium macleanii Baker
2855825,Allium moly,SPECIES,ACCEPTED,Plantae,2855825: Allium moly L.
2855823,Allium nigrum,SPECIES,ACCEPTED,Plantae,2855823: Allium nigrum L.
