key	nubKey	nameKey	taxonID	kingdom	phylum	order	family	genus	species	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	datasetKey	parentKey	parent	scientificName	canonicalName	authorship	nameType	rank	origin	taxonomicStatus	nomenclaturalStatus	remarks	numDescendants	references	lastCrawled	lastInterpreted	issues	class
213213836	5356892	6480741	https://www.gbif.org/species/5356892	Plantae	Tracheophyta	Fabales	Fabaceae	Lotus	Lotus parviflorus	213212360	213212393	213213370	213213728	213213730	213213834	213213836	6d9e952f-948c-4483-9807-575348147c7e	213213834	Lotus	Lotus parviflorus Desf.	Lotus parviflorus	Desf.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/5356892	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.763+00:00		Magnoliopsida
213213837	7753114	6478449	https://www.gbif.org/species/7753114	Plantae	Tracheophyta	Fabales	Fabaceae	Lotus	NA	213212360	213212393	213213370	213213728	213213730	213213834	NA	6d9e952f-948c-4483-9807-575348147c7e	213213834	Lotus	Lotus corniculatus var. sativus Hyl.	Lotus corniculatus sativus	Hyl.	SCIENTIFIC	VARIETY	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/7753114	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.769+00:00		Magnoliopsida
213213838	1325421	8229815	NA	Animalia	Arthropoda	Hymenoptera	Formicidae	Paratrechina	NA	213212180	213213706	213213707	213213819	213213831	213213838	NA	6d9e952f-948c-4483-9807-575348147c7e	213213831	Formicidae	Paratrechina	Paratrechina		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.769+00:00		Insecta
213213839	1316784	11015742	NA	Animalia	Arthropoda	Hymenoptera	Formicidae	Tapinoma	NA	213212180	213213706	213213707	213213819	213213831	213213839	NA	6d9e952f-948c-4483-9807-575348147c7e	213213831	Formicidae	Tapinoma	Tapinoma		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.778+00:00		Insecta
213213840	9551728	11016942	https://www.gbif.org/species/9551728	Animalia	Arthropoda	Hymenoptera	Formicidae	Tapinoma	Tapinoma magnum	213212180	213213706	213213707	213213819	213213831	213213839	213213840	6d9e952f-948c-4483-9807-575348147c7e	213213839	Tapinoma	Tapinoma magnum Mayr, 1861	Tapinoma magnum	Mayr, 1861	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/3pmlxs	0	https://www.gbif.org/species/9551728	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.785+00:00		Insecta
213213841	8230784	11198630	NA	Plantae	Tracheophyta	Fabales	Fabaceae	Thermopsis	NA	213212360	213212393	213213370	213213728	213213730	213213841	NA	6d9e952f-948c-4483-9807-575348147c7e	213213730	Fabaceae	Thermopsis	Thermopsis		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.785+00:00		Magnoliopsida
213213842	1319181	11125760	NA	Animalia	Arthropoda	Hymenoptera	Formicidae	Tetraponera	NA	213212180	213213706	213213707	213213819	213213831	213213842	NA	6d9e952f-948c-4483-9807-575348147c7e	213213831	Formicidae	Tetraponera	Tetraponera		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.790+00:00		Insecta
213213843	5360221	11199379	https://www.gbif.org/species/5360221	Plantae	Tracheophyta	Fabales	Fabaceae	Thermopsis	Thermopsis montana	213212360	213212393	213213370	213213728	213213730	213213841	213213843	6d9e952f-948c-4483-9807-575348147c7e	213213841	Thermopsis	Thermopsis montana Torr. & A.Gray	Thermopsis montana	Torr. & A.Gray	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/5360221	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.791+00:00		Magnoliopsida
213213844	2956616	5269357	NA	Plantae	Tracheophyta	Fabales	Fabaceae	Hippocrepis	NA	213212360	213212393	213213370	213213728	213213730	213213844	NA	6d9e952f-948c-4483-9807-575348147c7e	213213730	Fabaceae	Hippocrepis	Hippocrepis		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.794+00:00		Magnoliopsida
213213845	1312361	1900542	NA	Animalia	Arthropoda	Hymenoptera	Formicidae	Camponotus	NA	213212180	213213706	213213707	213213819	213213831	213213845	NA	6d9e952f-948c-4483-9807-575348147c7e	213213831	Formicidae	Camponotus	Camponotus		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.798+00:00		Insecta
213213846	2976053	1340425	NA	Plantae	Tracheophyta	Fabales	Fabaceae	Baptisia	NA	213212360	213212393	213213370	213213728	213213730	213213846	NA	6d9e952f-948c-4483-9807-575348147c7e	213213730	Fabaceae	Baptisia	Baptisia		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.799+00:00		Magnoliopsida
213213847	2976091	1340509	https://www.gbif.org/species/2976091	Plantae	Tracheophyta	Fabales	Fabaceae	Baptisia	Baptisia australis	213212360	213212393	213213370	213213728	213213730	213213846	213213847	6d9e952f-948c-4483-9807-575348147c7e	213213846	Baptisia	Baptisia australis (L.) R.Br.	Baptisia australis	(L.) R.Br.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/2976091	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.802+00:00		Magnoliopsida
213213848	2963568	10864958	NA	Plantae	Tracheophyta	Fabales	Fabaceae	Styphnolobium	NA	213212360	213212393	213213370	213213728	213213730	213213848	NA	6d9e952f-948c-4483-9807-575348147c7e	213213730	Fabaceae	Styphnolobium	Styphnolobium		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.805+00:00		Magnoliopsida
213213849	1314419	7152016	NA	Animalia	Arthropoda	Hymenoptera	Formicidae	Monomorium	NA	213212180	213213706	213213707	213213819	213213831	213213849	NA	6d9e952f-948c-4483-9807-575348147c7e	213213831	Formicidae	Monomorium	Monomorium		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.806+00:00		Insecta
213213850	2981525	11458371	NA	Plantae	Tracheophyta	Fabales	Fabaceae	Trigonella	NA	213212360	213212393	213213370	213213728	213213730	213213850	NA	6d9e952f-948c-4483-9807-575348147c7e	213213730	Fabaceae	Trigonella	Trigonella		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	12	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.812+00:00		Magnoliopsida
213213851	1321654	8537917	NA	Animalia	Arthropoda	Hymenoptera	Formicidae	Pheidole	NA	213212180	213213706	213213707	213213819	213213831	213213851	NA	6d9e952f-948c-4483-9807-575348147c7e	213213831	Formicidae	Pheidole	Pheidole		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.812+00:00		Insecta
213213852	1316904	6355012	NA	Animalia	Arthropoda	Hymenoptera	Formicidae	Linepithema	NA	213212180	213213706	213213707	213213819	213213831	213213852	NA	6d9e952f-948c-4483-9807-575348147c7e	213213831	Formicidae	Linepithema	Linepithema		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.822+00:00		Insecta
213213853	8261015	32114614	https://www.gbif.org/species/8261015	Plantae	Tracheophyta	Fabales	Fabaceae	Trigonella	Trigonella foenum-graecum	213212360	213212393	213213370	213213728	213213730	213213850	213213853	6d9e952f-948c-4483-9807-575348147c7e	213213850	Trigonella	Trigonella foenum-graecum (Habl.)	Trigonella foenum-graecum	(Habl.) 	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/8261015	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.826+00:00		Magnoliopsida
213213854	1325751	6027287	NA	Animalia	Arthropoda	Hymenoptera	Formicidae	Lasius	NA	213212180	213213706	213213707	213213819	213213831	213213854	NA	6d9e952f-948c-4483-9807-575348147c7e	213213831	Formicidae	Lasius	Lasius		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.828+00:00		Insecta
213213855	1323128	11117027	NA	Animalia	Arthropoda	Hymenoptera	Formicidae	Tetramorium	NA	213212180	213213706	213213707	213213819	213213831	213213855	NA	6d9e952f-948c-4483-9807-575348147c7e	213213831	Formicidae	Tetramorium	Tetramorium		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.835+00:00		Insecta
213213856	1320039	11044141	NA	Animalia	Arthropoda	Hymenoptera	Formicidae	Technomyrmex	NA	213212180	213213706	213213707	213213819	213213831	213213856	NA	6d9e952f-948c-4483-9807-575348147c7e	213213831	Formicidae	Technomyrmex	Technomyrmex		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.841+00:00		Insecta
213213857	2943640	2864884	NA	Plantae	Tracheophyta	Fabales	Fabaceae	Coronilla	NA	213212360	213212393	213213370	213213728	213213730	213213857	NA	6d9e952f-948c-4483-9807-575348147c7e	213213730	Fabaceae	Coronilla	Coronilla		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	3	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.848+00:00		Magnoliopsida
213213858	7902	939767	NA	Animalia	Arthropoda	Hymenoptera	Argidae	NA	NA	213212180	213213706	213213707	213213819	213213858	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213213819	Hymenoptera	Argidae	Argidae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.849+00:00		Insecta
213213859	4675752	865829	NA	Animalia	Arthropoda	Hymenoptera	Argidae	Aproceros	NA	213212180	213213706	213213707	213213819	213213858	213213859	NA	6d9e952f-948c-4483-9807-575348147c7e	213213858	Argidae	Aproceros	Aproceros		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.854+00:00		Insecta
213213860	5349991	2865518	https://www.gbif.org/species/5349991	Plantae	Tracheophyta	Fabales	Fabaceae	Coronilla	Coronilla securidaca	213212360	213212393	213213370	213213728	213213730	213213857	213213860	6d9e952f-948c-4483-9807-575348147c7e	213213857	Coronilla	Coronilla securidaca L.	Coronilla securidaca	L.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/5349991	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.855+00:00		Magnoliopsida
213213861	5350005	2865604	https://www.gbif.org/species/5350005	Plantae	Tracheophyta	Fabales	Fabaceae	Coronilla	Coronilla varia	213212360	213212393	213213370	213213728	213213730	213213857	213213861	6d9e952f-948c-4483-9807-575348147c7e	213213857	Coronilla	Coronilla varia L.	Coronilla varia	L.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m, https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/5350005	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.858+00:00		Magnoliopsida
213213862	2956904	10302548	NA	Plantae	Tracheophyta	Fabales	Fabaceae	Senna	NA	213212360	213212393	213213370	213213728	213213730	213213862	NA	6d9e952f-948c-4483-9807-575348147c7e	213213730	Fabaceae	Senna	Senna		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.861+00:00		Magnoliopsida
213213863	3512	5528952	NA	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	NA	NA	213212180	213213706	213213707	213213819	213213863	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213213819	Hymenoptera	Ichneumonidae	Ichneumonidae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.863+00:00		Insecta
213213864	1276863	3075752	NA	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Ctenochares	NA	213212180	213213706	213213707	213213819	213213863	213213864	NA	6d9e952f-948c-4483-9807-575348147c7e	213213863	Ichneumonidae	Ctenochares	Ctenochares		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.866+00:00		Insecta
213213865	1276876	3075773	https://www.gbif.org/species/1276876	Animalia	Arthropoda	Hymenoptera	Ichneumonidae	Ctenochares	Ctenochares bicolorus	213212180	213213706	213213707	213213819	213213863	213213864	213213865	6d9e952f-948c-4483-9807-575348147c7e	213213864	Ctenochares	Ctenochares bicolorus (Linnaeus, 1767)	Ctenochares bicolorus	(Linnaeus, 1767) 	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/1276876	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.870+00:00		Insecta
213213866	2956426	2747908	NA	Plantae	Tracheophyta	Fabales	Fabaceae	Colutea	NA	213212360	213212393	213213370	213213728	213213730	213213866	NA	6d9e952f-948c-4483-9807-575348147c7e	213213730	Fabaceae	Colutea	Colutea		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	3	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.872+00:00		Magnoliopsida
213213867	4336	1449472	NA	Animalia	Arthropoda	Hymenoptera	Bethylidae	NA	NA	213212180	213213706	213213707	213213819	213213867	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213213819	Hymenoptera	Bethylidae	Bethylidae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.874+00:00		Insecta
213213868	4404476	5961004	NA	Animalia	Arthropoda	Hymenoptera	Bethylidae	Laelius	NA	213212180	213213706	213213707	213213819	213213867	213213868	NA	6d9e952f-948c-4483-9807-575348147c7e	213213867	Bethylidae	Laelius	Laelius		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.876+00:00		Insecta
213213869	5869933	5961132	https://www.gbif.org/species/5869933	Animalia	Arthropoda	Hymenoptera	Bethylidae	Laelius	Laelius pedatus	213212180	213213706	213213707	213213819	213213867	213213868	213213869	6d9e952f-948c-4483-9807-575348147c7e	213213868	Laelius	Laelius pedatus (Say, 1836)	Laelius pedatus	(Say, 1836) 	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/5869933	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.879+00:00		Insecta
213213870	7905	2718475	NA	Animalia	Arthropoda	Hymenoptera	Colletidae	NA	NA	213212180	213213706	213213707	213213819	213213870	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213213819	Hymenoptera	Colletidae	Colletidae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.881+00:00		Insecta
213213871	2956442	2748461	https://www.gbif.org/species/2956442	Plantae	Tracheophyta	Fabales	Fabaceae	Colutea	Colutea orientalis	213212360	213212393	213213370	213213728	213213730	213213866	213213871	6d9e952f-948c-4483-9807-575348147c7e	213213866	Colutea	Colutea orientalis Mill.	Colutea orientalis	Mill.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/2956442	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.883+00:00		Magnoliopsida
213213872	1349360	5406464	NA	Animalia	Arthropoda	Hymenoptera	Colletidae	Hylaeus	NA	213212180	213213706	213213707	213213819	213213870	213213872	NA	6d9e952f-948c-4483-9807-575348147c7e	213213870	Colletidae	Hylaeus	Hylaeus		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.884+00:00		Insecta
213213873	8090366	2301141	NA	Plantae	Tracheophyta	Fabales	Fabaceae	Chamaecytisus	NA	213212360	213212393	213213370	213213728	213213730	213213873	NA	6d9e952f-948c-4483-9807-575348147c7e	213213730	Fabaceae	Chamaecytisus	Chamaecytisus		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.886+00:00		Magnoliopsida
213213874	1349836	5407007	https://www.gbif.org/species/1349836	Animalia	Arthropoda	Hymenoptera	Colletidae	Hylaeus	Hylaeus absolutus	213212180	213213706	213213707	213213819	213213870	213213872	213213874	6d9e952f-948c-4483-9807-575348147c7e	213213872	Hylaeus	Hylaeus absolutus (Gribodo, 1894)	Hylaeus absolutus	(Gribodo, 1894) 	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/1349836	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.886+00:00		Insecta
213213875	3745	11321349	NA	Animalia	Arthropoda	Hymenoptera	Torymidae	NA	NA	213212180	213213706	213213707	213213819	213213875	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213213819	Hymenoptera	Torymidae	Torymidae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.889+00:00		Insecta
213213876	1370824	6793490	NA	Animalia	Arthropoda	Hymenoptera	Torymidae	Megastigmus	NA	213212180	213213706	213213707	213213819	213213875	213213876	NA	6d9e952f-948c-4483-9807-575348147c7e	213213875	Torymidae	Megastigmus	Megastigmus		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.891+00:00		Insecta
213213877	5354675	2301512	https://www.gbif.org/species/5354675	Plantae	Tracheophyta	Fabales	Fabaceae	Chamaecytisus	Chamaecytisus elongatus	213212360	213212393	213213370	213213728	213213730	213213873	213213877	6d9e952f-948c-4483-9807-575348147c7e	213213873	Chamaecytisus	Chamaecytisus elongatus (Waldst. & Kit.) Link	Chamaecytisus elongatus	(Waldst. & Kit.) Link	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/5354675	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.893+00:00		Magnoliopsida
213213878	1371011	6789482	https://www.gbif.org/species/1371011	Animalia	Arthropoda	Hymenoptera	Torymidae	Megastigmus	Megastigmus spermotrophus	213212180	213213706	213213707	213213819	213213875	213213876	213213878	6d9e952f-948c-4483-9807-575348147c7e	213213876	Megastigmus	Megastigmus spermotrophus Wachtl, 1893	Megastigmus spermotrophus	Wachtl, 1893	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/1371011	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.894+00:00		Insecta
213213879	3234737	5927972	NA	Plantae	Tracheophyta	Fabales	Fabaceae	Laburnum	NA	213212360	213212393	213213370	213213728	213213730	213213879	NA	6d9e952f-948c-4483-9807-575348147c7e	213213730	Fabaceae	Laburnum	Laburnum		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.896+00:00		Magnoliopsida
213213880	4339	3196524	NA	Animalia	Arthropoda	Hymenoptera	Cynipidae	NA	NA	213212180	213213706	213213707	213213819	213213880	NA	NA	6d9e952f-948c-4483-9807-575348147c7e	213213819	Hymenoptera	Cynipidae	Cynipidae		SCIENTIFIC	FAMILY	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	14	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.897+00:00		Insecta
213213881	1309690	7522848	NA	Animalia	Arthropoda	Hymenoptera	Cynipidae	Neuroterus	NA	213212180	213213706	213213707	213213819	213213880	213213881	NA	6d9e952f-948c-4483-9807-575348147c7e	213213880	Cynipidae	Neuroterus	Neuroterus		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.899+00:00		Insecta
213213882	4496869	7523543	https://www.gbif.org/species/4496869	Animalia	Arthropoda	Hymenoptera	Cynipidae	Neuroterus	Neuroterus saliens	213212180	213213706	213213707	213213819	213213880	213213881	213213882	6d9e952f-948c-4483-9807-575348147c7e	213213881	Neuroterus	Neuroterus saliens (Kollar, 1857)	Neuroterus saliens	(Kollar, 1857) 	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/4496869	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.903+00:00		Insecta
213213883	3233280	10881692	NA	Plantae	Tracheophyta	Fabales	Fabaceae	Sulla	NA	213212360	213212393	213213370	213213728	213213730	213213883	NA	6d9e952f-948c-4483-9807-575348147c7e	213213730	Fabaceae	Sulla	Sulla		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.903+00:00		Magnoliopsida
213213884	1309634	813031	NA	Animalia	Arthropoda	Hymenoptera	Cynipidae	Aphelonyx	NA	213212180	213213706	213213707	213213819	213213880	213213884	NA	6d9e952f-948c-4483-9807-575348147c7e	213213880	Cynipidae	Aphelonyx	Aphelonyx		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	1	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.906+00:00		Insecta
213213885	5928735	10881767	https://www.gbif.org/species/5928735	Plantae	Tracheophyta	Fabales	Fabaceae	Sulla	Sulla coronaria	213212360	213212393	213213370	213213728	213213730	213213883	213213885	6d9e952f-948c-4483-9807-575348147c7e	213213883	Sulla	Sulla coronaria (L.) B.H.Choi & H.Ohashi	Sulla coronaria	(L.) B.H.Choi & H.Ohashi	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/wtda1m	0	https://www.gbif.org/species/5928735	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.906+00:00		Magnoliopsida
213213886	1309635	813053	https://www.gbif.org/species/1309635	Animalia	Arthropoda	Hymenoptera	Cynipidae	Aphelonyx	Aphelonyx cerricola	213212180	213213706	213213707	213213819	213213880	213213884	213213886	6d9e952f-948c-4483-9807-575348147c7e	213213884	Aphelonyx	Aphelonyx cerricola (Giraud, 1859)	Aphelonyx cerricola	(Giraud, 1859) 	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/1309635	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.908+00:00		Insecta
213213887	7884007	1987010	NA	Plantae	Tracheophyta	Fabales	Fabaceae	Caragana	NA	213212360	213212393	213213370	213213728	213213730	213213887	NA	6d9e952f-948c-4483-9807-575348147c7e	213213730	Fabaceae	Caragana	Caragana		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	2	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.911+00:00		Magnoliopsida
213213888	1309591	650406	NA	Animalia	Arthropoda	Hymenoptera	Cynipidae	Andricus	NA	213212180	213213706	213213707	213213819	213213880	213213888	NA	6d9e952f-948c-4483-9807-575348147c7e	213213880	Cynipidae	Andricus	Andricus		SCIENTIFIC	GENUS	DENORMED_CLASSIFICATION	ACCEPTED	NA	NA	7	NA	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.911+00:00		Insecta
213213889	2943190	1987128	https://www.gbif.org/species/2943190	Plantae	Tracheophyta	Fabales	Fabaceae	Caragana	Caragana arborescens	213212360	213212393	213213370	213213728	213213730	213213887	213213889	6d9e952f-948c-4483-9807-575348147c7e	213213887	Caragana	Caragana arborescens Lam.	Caragana arborescens	Lam.	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/2943190	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.913+00:00		Magnoliopsida
213213890	4496973	649600	https://www.gbif.org/species/4496973	Animalia	Arthropoda	Hymenoptera	Cynipidae	Andricus	Andricus gemmeus	213212180	213213706	213213707	213213819	213213880	213213888	213213890	6d9e952f-948c-4483-9807-575348147c7e	213213888	Andricus	Andricus gemmeus (Giraud, 1859)	Andricus gemmeus	(Giraud, 1859) 	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/4496973	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.915+00:00		Insecta
213213891	1309606	649720	https://www.gbif.org/species/1309606	Animalia	Arthropoda	Hymenoptera	Cynipidae	Andricus	Andricus grossulariae	213212180	213213706	213213707	213213819	213213880	213213888	213213891	6d9e952f-948c-4483-9807-575348147c7e	213213888	Andricus	Andricus grossulariae Giraud, 1859	Andricus grossulariae	Giraud, 1859	SCIENTIFIC	SPECIES	SOURCE	ACCEPTED	NA	Sources considered for this taxon: https://doi.org/10.15468/a7wkuh	0	https://www.gbif.org/species/1309606	2023-09-20T12:16:50.864+00:00	2023-09-20T12:17:12.917+00:00		Insecta
