X,scientificName,taxonKey,rank,taxonomicStatus,kingdom,includes,classKey,gbifKey
332,Apalone ferox,NA,NA,NA,NA,NA,NA,182133884
335,Aphanomyces astaci,NA,NA,NA,NA,NA,NA,152543102
338,Apodiphus amygdali,NA,NA,NA,NA,NA,NA,213214179
343,Ara macao,NA,NA,NA,NA,NA,NA,159747363
346,Arabidopsis arenosa arenosa,NA,NA,NA,NA,NA,NA,152545448
349,Arabis auriculata,NA,NA,NA,NA,NA,NA,152545334
367,Aristida congesta,NA,NA,NA,NA,NA,NA,152547114
368,Aristida hordeacea,NA,NA,NA,NA,NA,NA,152547113
369,Aristida longespica,NA,NA,NA,NA,NA,NA,152547112
371,Aristolochia rotunda,NA,NA,NA,NA,NA,NA,152546215
372,Armeria alliacea,NA,NA,NA,NA,NA,NA,213214926
374,Armeria humilis humilis,NA,NA,NA,NA,NA,NA,213214924
376,Armeria maritima elongata,NA,NA,NA,NA,NA,NA,152545891
378,Arnebia decumbens,NA,NA,NA,NA,NA,NA,152545490
384,Artemisia afra,NA,NA,NA,NA,NA,NA,159748820
391,Artemisia gmelinii,NA,NA,NA,NA,NA,NA,213215088
393,Artemisia mongolica,NA,NA,NA,NA,NA,NA,213215086
407,Asclepias speciosa,NA,NA,NA,NA,NA,NA,213215253
419,Aster indamellus,NA,NA,NA,NA,NA,NA,213215159
423,Astragalus cymbicarpos,NA,NA,NA,NA,NA,NA,152545134
424,Astragalus hamosus,NA,NA,NA,NA,NA,NA,152545137
425,Astragalus onobrychis,NA,NA,NA,NA,NA,NA,152545138
426,Astragalus oxyglottis,NA,NA,NA,NA,NA,NA,152545131
427,Astragalus stella,NA,NA,NA,NA,NA,NA,152545132
429,Athanasia trifurcata,NA,NA,NA,NA,NA,NA,152544191
430,Atriplex eardleyae,NA,NA,NA,NA,NA,NA,213214957
437,Atriplex oblongifolia,NA,NA,NA,NA,NA,NA,152545964
438,Atriplex pseudocampanulata,NA,NA,NA,NA,NA,NA,213214956
452,Aurantothrips orchidaceus,NA,NA,NA,NA,NA,NA,152544436
454,Austrodanthonia racemosa,NA,NA,NA,NA,NA,NA,213212701
457,Austrostipa scabra falcata,NA,NA,NA,NA,NA,NA,152546944
458,Austrostipa scabra scabra,NA,NA,NA,NA,NA,NA,152546942
460,Avellinia festucoides,NA,NA,NA,NA,NA,NA,213212695
462,Avena brevis,NA,NA,NA,NA,NA,NA,152547043
463,Avena marquandii,NA,NA,NA,NA,NA,NA,152547041
468,Avena sterilis ludoviciana,NA,NA,NA,NA,NA,NA,213212823
469,Avena sterilis sterilis,NA,NA,NA,NA,NA,NA,152547042
477,Balanus trigonus,NA,NA,NA,NA,NA,NA,159748091
479,Ballerus ballerus,NA,NA,NA,NA,NA,NA,152543535
481,Ballota nigra nigra,NA,NA,NA,NA,NA,NA,152545696
486,Barentsia ramosa,NA,NA,NA,NA,NA,NA,159746857
488,Basiliscus plumifrons,NA,NA,NA,NA,NA,NA,182133704
492,Bathilda ruficauda,NA,NA,NA,NA,NA,NA,213212760
494,Batrachochytrium dendrobatidis,NA,NA,NA,NA,NA,NA,152543209
495,Batrachochytrium salamandrivorans,NA,NA,NA,NA,NA,NA,152543207
497,Begonia semperflorens,NA,NA,NA,NA,NA,NA,213215616
501,Berberis aquifolium,NA,NA,NA,NA,NA,NA,213214364
511,Bergenia schmidtii,NA,NA,NA,NA,NA,NA,152544677
516,Beta vulgaris vulgaris,NA,NA,NA,NA,NA,NA,152545923
527,Bidens triplinervia macrantha,NA,NA,NA,NA,NA,NA,152543683
530,Bifora testiculata,NA,NA,NA,NA,NA,NA,213215304
532,Biserrula pelecinus,NA,NA,NA,NA,NA,NA,182134356
536,Blanus,NA,NA,NA,NA,NA,NA,213212412
546,Boa,NA,NA,NA,NA,NA,NA,182133832
547,Boa constrictor,NA,NA,NA,NA,NA,NA,182133833
548,Boaedon,NA,NA,NA,NA,NA,NA,182133766
551,Boccardiella ligerica,NA,NA,NA,NA,NA,NA,182133960
557,Bombycilla japonica,NA,NA,NA,NA,NA,NA,159747235
558,Bonamia ostreae,NA,NA,NA,NA,NA,NA,159747067
561,Bothriochloa decipiens,NA,NA,NA,NA,NA,NA,152546982
571,Branchiodrilus hortensis,NA,NA,NA,NA,NA,NA,152543686
578,Brassica elongata integrifolia,NA,NA,NA,NA,NA,NA,152545393
584,Bratislavia dadayi,NA,NA,NA,NA,NA,NA,152543667
587,Bromus alopecuros,NA,NA,NA,NA,NA,NA,152546952
588,Bromus arenarius,NA,NA,NA,NA,NA,NA,152546951
593,Bromus danthoniae,NA,NA,NA,NA,NA,NA,152546955
597,Bromus hordeaceus divaricatus,NA,NA,NA,NA,NA,NA,213213012
598,Bromus hordeaceus longipedicellatus,NA,NA,NA,NA,NA,NA,152546949
601,Bromus japonicus japonicus,NA,NA,NA,NA,NA,NA,213213019
606,Bromus pectinatus,NA,NA,NA,NA,NA,NA,152546950
619,Bucephala islandica,NA,NA,NA,NA,NA,NA,213212733
622,Buddleja albiflora,NA,NA,NA,NA,NA,NA,152545611
627,Bugulina stolonifera,NA,NA,NA,NA,NA,NA,159748459
632,Bupleurum gerardi,NA,NA,NA,NA,NA,NA,152544614
645,Caiman crocodilus,NA,NA,NA,NA,NA,NA,182133699
646,Cairina moschata,NA,NA,NA,NA,NA,NA,159747040
649,Calceolaria chelidonioides,NA,NA,NA,NA,NA,NA,152545568
658,Callobius nomeus,NA,NA,NA,NA,NA,NA,152544246
670,Calotis lappulacea,NA,NA,NA,NA,NA,NA,152544338
672,Calystegia silvatica silvatica,NA,NA,NA,NA,NA,NA,213213583
674,Camassia leichtlinii suksdorfii,NA,NA,NA,NA,NA,NA,152546703
696,Canis lupus familiaris,NA,NA,NA,NA,NA,NA,213212335
699,Canna indica,NA,NA,NA,NA,NA,NA,213212670
707,Caracara plancus cheriway,NA,NA,NA,NA,NA,NA,213212580
723,Carduus nutans leiophyllus,NA,NA,NA,NA,NA,NA,152544195
725,Carduus theriotii,NA,NA,NA,NA,NA,NA,213215030
727,Carex agastachys,NA,NA,NA,NA,NA,NA,162644337
729,Carex crus-corvi,NA,NA,NA,NA,NA,NA,152546761
736,Carex muricata muricata,NA,NA,NA,NA,NA,NA,152546762
738,Carex plantaginea,NA,NA,NA,NA,NA,NA,213213178
746,Carpophilus obsoletus,NA,NA,NA,NA,NA,NA,152544541
747,Carrichtera annua,NA,NA,NA,NA,NA,NA,152545372
751,Caryopteris incana x mongholica,NA,NA,NA,NA,NA,NA,213215451
773,Cenchrus spinifex,NA,NA,NA,NA,NA,NA,213212856
781,Centaurea diluta algeriensis,NA,NA,NA,NA,NA,NA,213215184
782,Centaurea glaberrima,NA,NA,NA,NA,NA,NA,152543969
784,Centaurea jacea x nigrescens,NA,NA,NA,NA,NA,NA,159748902
788,Centaurea nemenyiana,NA,NA,NA,NA,NA,NA,152543957
791,Centaurea orientalis,NA,NA,NA,NA,NA,NA,152543970
797,Centaurea solstitialis solstitialis,NA,NA,NA,NA,NA,NA,152543956
802,Centrochelys sulcata,NA,NA,NA,NA,NA,NA,182133869
804,Cephalaria alpina,NA,NA,NA,NA,NA,NA,213215401
808,Cerastium dichotomum,NA,NA,NA,NA,NA,NA,152546087
814,Cerbalus,NA,NA,NA,NA,NA,NA,152544085
826,Cerobasis annulata,NA,NA,NA,NA,NA,NA,152544620
828,Ceryle rudis,NA,NA,NA,NA,NA,NA,159747442
832,Chaenorhinum origanifolium origanifolium,NA,NA,NA,NA,NA,NA,213215552
837,Chaetanaphothrips orchidii,NA,NA,NA,NA,NA,NA,152544453
839,Chaetopelma olivaceum,NA,NA,NA,NA,NA,NA,152544188
840,Chalcides ocellatus,NA,NA,NA,NA,NA,NA,182133715
843,Chamaecytisus elongatus,NA,NA,NA,NA,NA,NA,213213877
848,Chara braunii,NA,NA,NA,NA,NA,NA,182132946
849,Charadrius pecuarius,NA,NA,NA,NA,NA,NA,213212951
852,Cheilanthes viridis macrophylla,NA,NA,NA,NA,NA,NA,213213226
862,Chenopodiastrum simplex,NA,NA,NA,NA,NA,NA,152545896
863,Chenopodium album missouriense,NA,NA,NA,NA,NA,NA,213214932
864,Chenopodium auricomiforme,NA,NA,NA,NA,NA,NA,152545981
866,Chenopodium berlandieri bushianum,NA,NA,NA,NA,NA,NA,213214934
867,Chenopodium borbasioides,NA,NA,NA,NA,NA,NA,152545979
872,Chenopodium polygonoides,NA,NA,NA,NA,NA,NA,159749099
873,Chenopodium pratericola,NA,NA,NA,NA,NA,NA,152545985
877,Chenopodium striatiforme,NA,NA,NA,NA,NA,NA,152545980
896,Chrysemys picta bellii,NA,NA,NA,NA,NA,NA,213213141
901,Chrysopelea ornata,NA,NA,NA,NA,NA,NA,182133741
910,Cipangopaludina chinensis,NA,NA,NA,NA,NA,NA,156872873
922,Clarkia bottae,NA,NA,NA,NA,NA,NA,152543416
924,Clarkia purpurea quadrivulnera,NA,NA,NA,NA,NA,NA,152543418
926,Claytonia perfoliata,NA,NA,NA,NA,NA,NA,213214852
929,Clematis integrifolia,NA,NA,NA,NA,NA,NA,152546347
930,Clematis jackmanii,NA,NA,NA,NA,NA,NA,152546350
942,Clinopodium nepeta nepeta,NA,NA,NA,NA,NA,NA,152545727
943,Clinopodium nepeta spruneri,NA,NA,NA,NA,NA,NA,213215444
949,Cochlostoma septemspirale,NA,NA,NA,NA,NA,NA,213213418
952,Colchicum lusitanum,NA,NA,NA,NA,NA,NA,213212416
954,Coleostephus myconis,NA,NA,NA,NA,NA,NA,213215103
957,Colobanthus subulatus,NA,NA,NA,NA,NA,NA,213214992
969,Commelina obliqua,NA,NA,NA,NA,NA,NA,152546724
971,Conringia austriaca,NA,NA,NA,NA,NA,NA,152545410
976,Convolvulus tricolor cupanianus,NA,NA,NA,NA,NA,NA,152545002
977,Convolvulus tricolor tricolor,NA,NA,NA,NA,NA,NA,152545003
978,Coracias abyssinicus,NA,NA,NA,NA,NA,NA,159747449
983,Cordylocarpus muricatus,NA,NA,NA,NA,NA,NA,152545404
986,Coregonus nasus,NA,NA,NA,NA,NA,NA,152543510
987,Coregonus peled,NA,NA,NA,NA,NA,NA,152543513
998,Cornus sanguinea australis,NA,NA,NA,NA,NA,NA,152544935
999,Cornus sanguinea hungarica,NA,NA,NA,NA,NA,NA,152544934
1013,Corynabutilon suntense,NA,NA,NA,NA,NA,NA,152546234
1015,Coscinodiscus wailesii,NA,NA,NA,NA,NA,NA,159746847
1023,Cotoneaster adpressus,NA,NA,NA,NA,NA,NA,213215659
1054,Cotula anthemoides,NA,NA,NA,NA,NA,NA,152544235
1060,Crambe hispanica abyssinica,NA,NA,NA,NA,NA,NA,213214560
1062,Crassostrea virginica,NA,NA,NA,NA,NA,NA,152543744
1065,Crassula peduncularis,NA,NA,NA,NA,NA,NA,213213675
1067,Crataegus microphylla microphylla,NA,NA,NA,NA,NA,NA,213215678
1070,Cratoxylum sumatranum blancoi,NA,NA,NA,NA,NA,NA,213214773
1074,Crepis foetida rhoeadifolia,NA,NA,NA,NA,NA,NA,152543856
1078,Crepis sancta sancta,NA,NA,NA,NA,NA,NA,213215071
1083,Crithopsis delileana,NA,NA,NA,NA,NA,NA,152546902
1092,Crotalus atrox,NA,NA,NA,NA,NA,NA,182133838
1093,Crucianella angustifolia,NA,NA,NA,NA,NA,NA,152545253
1105,Ctenosaura similis,NA,NA,NA,NA,NA,NA,213212540
1117,Cupiennius getazi,NA,NA,NA,NA,NA,NA,213214657
1122,Cuscuta planiflora,NA,NA,NA,NA,NA,NA,152545021
1127,Cyanus triumfettii,NA,NA,NA,NA,NA,NA,152543611
1137,Cylindroiulus britannicus,NA,NA,NA,NA,NA,NA,152544645
1139,Cymbalaria muralis muralis,NA,NA,NA,NA,NA,NA,152545641
1141,Cymbalaria pubescens,NA,NA,NA,NA,NA,NA,213215556
1149,Cynoglossum clandestinum,NA,NA,NA,NA,NA,NA,152545529
1152,Cyperus aggregatus,NA,NA,NA,NA,NA,NA,152546751
1161,Cyperus involucratus,NA,NA,NA,NA,NA,NA,213213191
1164,Cyperus longus badius,NA,NA,NA,NA,NA,NA,152546743
1165,Cyperus longus longus,NA,NA,NA,NA,NA,NA,152546744
1167,Cyperus rigens,NA,NA,NA,NA,NA,NA,152546752
1178,Daboecia cantabrica cantabrica,NA,NA,NA,NA,NA,NA,213215596
1179,Daboia palaestinae,NA,NA,NA,NA,NA,NA,213212549
1181,Dactylis glomerata lobata,NA,NA,NA,NA,NA,NA,213212947
1193,Dasiphora davurica mandshurica,NA,NA,NA,NA,NA,NA,182135135
1201,Daucus carota sativus,NA,NA,NA,NA,NA,NA,213215299
1224,Deroceras panormitanum,NA,NA,NA,NA,NA,NA,152543609
1225,Descurainia incisa,NA,NA,NA,NA,NA,NA,152545437
1227,Desmanthus illinoensis,NA,NA,NA,NA,NA,NA,182134182
1228,Desmazeria sicula,NA,NA,NA,NA,NA,NA,152546896
1236,Dianthus giganteus giganteus,NA,NA,NA,NA,NA,NA,152546075
1238,Dianthus subacaulis,NA,NA,NA,NA,NA,NA,152546073
1244,Dichotomyctere fluviatilis,NA,NA,NA,NA,NA,NA,156872745
1245,Dichrooscytus gustavi,NA,NA,NA,NA,NA,NA,213214116
1250,Digitalis lanata,NA,NA,NA,NA,NA,NA,213215540
1257,Digitaria sanguinalis sanguinalis,NA,NA,NA,NA,NA,NA,182133502
1262,Dinebra divaricatissima,NA,NA,NA,NA,NA,NA,213213093
1266,Diplachne fusca fascicularis,NA,NA,NA,NA,NA,NA,152546785
1267,Diplachne fusca fusca,NA,NA,NA,NA,NA,NA,152546784
1268,Diplachne fusca uninervia,NA,NA,NA,NA,NA,NA,152546786
1269,Diplosoma listerianum,NA,NA,NA,NA,NA,NA,159747729
1275,Disakisperma dubium,NA,NA,NA,NA,NA,NA,152546780
1278,Dohrniphora cornuta,NA,NA,NA,NA,NA,NA,182134330
1279,Dolichophis caspius,NA,NA,NA,NA,NA,NA,213212475
1280,Dolichoplana signata,NA,NA,NA,NA,NA,NA,213213344
1281,Dolichoplana striata,NA,NA,NA,NA,NA,NA,182132848
1285,Doronicum excelsum,NA,NA,NA,NA,NA,NA,152543935
1290,Dorypteryx pallida,NA,NA,NA,NA,NA,NA,152544600
1293,Dracocephalum thymiflorum,NA,NA,NA,NA,NA,NA,152545756
1299,Drosera linearis,NA,NA,NA,NA,NA,NA,152545886
1303,Dryophytes japonicus,NA,NA,NA,NA,NA,NA,213213227
1306,Dryopteris lacunosa,NA,NA,NA,NA,NA,NA,213213266
1326,Echinochloa jubata,NA,NA,NA,NA,NA,NA,152546993
1329,Echinochloa muricata muricata,NA,NA,NA,NA,NA,NA,152546991
1337,Echinopsis albispinosa,NA,NA,NA,NA,NA,NA,213214974
1338,Echinopsis silvestrii,NA,NA,NA,NA,NA,NA,152545883
1340,Echis carinatus,NA,NA,NA,NA,NA,NA,182133846
1350,Ehrharta longiflora,NA,NA,NA,NA,NA,NA,152547014
1360,Elaphe sauromates,NA,NA,NA,NA,NA,NA,182133754
1361,Elaphe schrenckii,NA,NA,NA,NA,NA,NA,182133755
1366,Eleocharis mamillata austriaca,NA,NA,NA,NA,NA,NA,159747332
1379,Elymus hystrix,NA,NA,NA,NA,NA,NA,213212852
1380,Emilia fosbergii,NA,NA,NA,NA,NA,NA,152543779
1383,Enarthrocarpus lyratus,NA,NA,NA,NA,NA,NA,152545439
1384,Enderleinellus kumadai,NA,NA,NA,NA,NA,NA,152544591
1390,Entyloma calendulae,NA,NA,NA,NA,NA,NA,152543197
1391,Entyloma dahliae,NA,NA,NA,NA,NA,NA,213212299
1392,Entyloma eschscholziae,NA,NA,NA,NA,NA,NA,213212302
1397,Ephedra gerardiana sikkimensis,NA,NA,NA,NA,NA,NA,213213355
1405,Epimedium pubigerum,NA,NA,NA,NA,NA,NA,213214346
1408,Eptesicus nilssonii,NA,NA,NA,NA,NA,NA,213212211
1409,Epuraea imperialis,NA,NA,NA,NA,NA,NA,159748397
1417,Eragrostis bicolor,NA,NA,NA,NA,NA,NA,152547061
1418,Eragrostis brownii,NA,NA,NA,NA,NA,NA,213213143
1420,Eragrostis ciliaris,NA,NA,NA,NA,NA,NA,152547074
1422,Eragrostis cylindriflora,NA,NA,NA,NA,NA,NA,213213148
1423,Eragrostis dielsii,NA,NA,NA,NA,NA,NA,152547063
1424,Eragrostis elongata,NA,NA,NA,NA,NA,NA,152547068
1425,Eragrostis lacunaria,NA,NA,NA,NA,NA,NA,152547052
1426,Eragrostis leptocarpa,NA,NA,NA,NA,NA,NA,152547056
1427,Eragrostis leptostachya,NA,NA,NA,NA,NA,NA,152547076
1431,Eragrostis neesii,NA,NA,NA,NA,NA,NA,152547057
1432,Eragrostis neomexicana,NA,NA,NA,NA,NA,NA,152547051
1433,Eragrostis nigra,NA,NA,NA,NA,NA,NA,152547058
1435,Eragrostis papposa,NA,NA,NA,NA,NA,NA,152547053
1439,Eragrostis plana,NA,NA,NA,NA,NA,NA,152547067
1440,Eragrostis planiculmis,NA,NA,NA,NA,NA,NA,152547054
1442,Eragrostis rotifer,NA,NA,NA,NA,NA,NA,152547062
1446,Eratigena fuesslini,NA,NA,NA,NA,NA,NA,213214723
1447,Eremopyrum bonaepartis,NA,NA,NA,NA,NA,NA,152547088
1449,Erica darleyensis,NA,NA,NA,NA,NA,NA,182134831
1457,Erigeron pampeanus,NA,NA,NA,NA,NA,NA,152544062
1462,Erigone dentosa,NA,NA,NA,NA,NA,NA,152544234
1468,Eriochloa crebra,NA,NA,NA,NA,NA,NA,152547000
1472,Eriophyes alniincanae,NA,NA,NA,NA,NA,NA,213214803
1477,Erodium chium,NA,NA,NA,NA,NA,NA,152545295
1485,Erodium meynieri,NA,NA,NA,NA,NA,NA,213214004
1488,Erodium salzmannii,NA,NA,NA,NA,NA,NA,152545292
1492,Erucaria hispanica,NA,NA,NA,NA,NA,NA,152545344
1500,Erysimum collisparsum,NA,NA,NA,NA,NA,NA,213214628
1501,Erysimum diffusum,NA,NA,NA,NA,NA,NA,152545461
1502,Erysimum marshallii,NA,NA,NA,NA,NA,NA,152545462
1512,Euborellia annulipes,NA,NA,NA,NA,NA,NA,152544459
1513,Eucheilota menoni,NA,NA,NA,NA,NA,NA,182133082
1514,Euchiton sphaericus,NA,NA,NA,NA,NA,NA,152543631
1526,Eupatorium perfoliatum,NA,NA,NA,NA,NA,NA,152543800
1529,Euphorbia amygdaloides robbiae,NA,NA,NA,NA,NA,NA,152546440
1530,Euphorbia chamaesyce,NA,NA,NA,NA,NA,NA,152546449
1555,Euplectes macroura,NA,NA,NA,NA,NA,NA,159747187
1558,Euryopis episinoides,NA,NA,NA,NA,NA,NA,152544145
1559,Eurytemora americana,NA,NA,NA,NA,NA,NA,159748106
1569,Facelis retusa,NA,NA,NA,NA,NA,NA,152544222
1581,Felicia tenella,NA,NA,NA,NA,NA,NA,152543776
1585,Ferussacia folliculum,NA,NA,NA,NA,NA,NA,213213497
1589,Festuca gautieri,NA,NA,NA,NA,NA,NA,152547104
1592,Festuca guestfalica hirtula,NA,NA,NA,NA,NA,NA,213212768
1595,Festuca octoflora,NA,NA,NA,NA,NA,NA,213212782
1602,Filipendula digitata,NA,NA,NA,NA,NA,NA,213215704
1603,Fimbristylis dichotoma,NA,NA,NA,NA,NA,NA,152546759
1612,Frankliniella occidentalis,NA,NA,NA,NA,NA,NA,152544425
1615,Fraxinus angustifolia oxycarpa,NA,NA,NA,NA,NA,NA,152545580
1620,Fulvius anthocoroides,NA,NA,NA,NA,NA,NA,152544272
1621,Fulvius subnitens,NA,NA,NA,NA,NA,NA,152544270
1624,Furcifer pardalis,NA,NA,NA,NA,NA,NA,182133734
1640,Galium divaricatum,NA,NA,NA,NA,NA,NA,152545265
1643,Galium parisiense parisiense,NA,NA,NA,NA,NA,NA,213215259
1647,Galium verum wirtgenii,NA,NA,NA,NA,NA,NA,152545264
1655,Garrulax leucolophus,NA,NA,NA,NA,NA,NA,159747323
1656,Gastoniella chaerophylla,NA,NA,NA,NA,NA,NA,213213238
1662,Gekko gecko,NA,NA,NA,NA,NA,NA,182133852
1689,Geum quellyon,NA,NA,NA,NA,NA,NA,152544797
1691,Geum ternatum ternatum,NA,NA,NA,NA,NA,NA,213215664
1694,Gilia capitata capitata,NA,NA,NA,NA,NA,NA,152545828
1695,Gilia capitata mediomontana,NA,NA,NA,NA,NA,NA,152545829
1699,Gittenbergia sororcula,NA,NA,NA,NA,NA,NA,213213455
1709,Glinus lotoides,NA,NA,NA,NA,NA,NA,152546002
1711,Glyceria striata difformis,NA,NA,NA,NA,NA,NA,213213124
1717,Gracupica nigricollis,NA,NA,NA,NA,NA,NA,159747243
1718,Grammostola rosea,NA,NA,NA,NA,NA,NA,152544182
1719,Granaria frumentum,NA,NA,NA,NA,NA,NA,213213449
1720,Grandidierella japonica,NA,NA,NA,NA,NA,NA,182134074
1722,Graptemys geographica,NA,NA,NA,NA,NA,NA,182133907
1727,Graptemys pseudogeographica kohnii,NA,NA,NA,NA,NA,NA,152543132
1728,Graptemys pseudogeographica pseudogeographica,NA,NA,NA,NA,NA,NA,152543136
1738,Guizotia schimperi,NA,NA,NA,NA,NA,NA,152544404
1742,Gymnosporangium confusum,NA,NA,NA,NA,NA,NA,152543166
1748,Gypsophila scorzonerifolia,NA,NA,NA,NA,NA,NA,152546040
1752,Hadrotarsus ornatus,NA,NA,NA,NA,NA,NA,152544161
1761,Halimium lasianthum alyssoides,NA,NA,NA,NA,NA,NA,182134719
1763,Hanseniella caldaria,NA,NA,NA,NA,NA,NA,152544653
1764,Haplodrassus securifer,NA,NA,NA,NA,NA,NA,159748235
1765,Haplopoma graniferum,NA,NA,NA,NA,NA,NA,159748473
1766,Haplopoma impressum,NA,NA,NA,NA,NA,NA,159748474
1770,Hawaiia minuscula,NA,NA,NA,NA,NA,NA,157092306
1771,Hebenstretia integrifolia,NA,NA,NA,NA,NA,NA,152545609
1778,Helenium clementii,NA,NA,NA,NA,NA,NA,152543786
1791,Helictochloa bromoides,NA,NA,NA,NA,NA,NA,159747368
1792,Helictotrichon sempervirens,NA,NA,NA,NA,NA,NA,152546900
1795,Heliothrips haemorrhoidalis,NA,NA,NA,NA,NA,NA,152544441
1796,Heliotropium amplexicaule,NA,NA,NA,NA,NA,NA,152545543
1815,Heracleum sphondylium sibiricum,NA,NA,NA,NA,NA,NA,152544576
1816,Hercinothrips bicinctus,NA,NA,NA,NA,NA,NA,152544443
1817,Hercinothrips femoralis,NA,NA,NA,NA,NA,NA,152544445
