nubKey,col_taxon_key,col_class_key,classKey
9148577,5TWTV,V5CLG,220
4097656,C2T6,V5CLG,220
2876571,C2SG,V5CLG,220
2876607,C2P7,V5CLG,220
5331404,38HFQ,KVSYJ,220
2874680,38DKH,KV3DL,220
2874538,56HWX,KVW9D,220
2874508,329ZP,KV73F,220
2874655,4X7H6,KVSYJ,220
2874621,VMHN,KTZHL,220
2874569,6BPNL,KTZHL,220
2874570,329TQ,KTZHL,220
5384931,3MR6R,4YY9,220
5384932,6XRNV,7CTD,220
7313595,H4QT,KTYP5,220
2873991,GPQJ,KTXK7,220
2874019,GQ8K,KTXK7,220
8338793,43TG3,JV8,220
7116158,4YL7G,JV8,220
5406789,BH8Y,JV8,220
5617467,BH93,JV8,220
5406741,4X8G4,JV8,220
5406735,4X8DM,JV8,220
4259350,56WVQ,KFH,220
4939668,943Y9,JV8,220
3937506,MS9JX,JV8,220
7278926,3XQC6,JV8,220
3935421,3XQCC,JV8,220
3152493,673ZZ,JV8,220
3152560,58W7X,JV8,220
3152583,3LKBM,JV8,220
3152264,3XRFL,JV8,220
3152268,3XRH2,JV8,220
7823743,3XR8K,JV8,220
8402586,9Y3VT,JV8,220
3940960,3XRBD,JV8,220
3940423,3XRDG,JV8,220
3152372,3XRBH,JV8,220
3152377,6QT8R,JV8,220
3152378,73596,JV8,220
3152367,3XR9J,JV8,220
3152723,4X8LV,JV8,220
3152614,8NCQ,JV8,220
2874024,59J63,CTVQD,220
6369819,6XHYD,J3T,220
2888585,5BCFT,628MM,220
2888625,5BCDM,628MM,220
2888588,5BCH9,628MM,220
7902463,3VZBF,BVBBT,220
8242349,3VZ5T,BVBBT,220
5598839,Q4TH2,BVBBT,220
5598598,3VZ35,BVBBT,220
5598915,72MQM,BVBBT,220
5334253,3VZ9Z,BVBBT,220
5334275,3VZCL,BVBBT,220
5334227,3VZ56,BVBBT,220
5334239,3VZFS,BVBBT,220
5334240,6QN36,BVBBT,220
5334242,3VZH4,BVBBT,220
7504215,3R9X5,JGB,220
4102952,3R9XN,JGB,220
4102909,3VXCB,JGB,220
8201823,7FCD2,7NM4Q,220
4095186,7FCF7,7NM4Q,220
2888636,53PNG,BVBBT,220
2888706,3RCFL,BVBCW,220
7298858,7FBZP,7NM4Q,220
4095244,7FC3C,7NM4Q,220
2888773,7FBZ3,7NM4Q,220
2888797,5XJ6Q,JGB,220
2888806,6Y4QY,JGB,220
7443846,36Q8W,JGB,220
2888816,36Q8Q,JGB,220
2888814,36Q85,JGB,220
2888579,6Q6RT,BVBBT,220
3922770,5FDK2,K95,220
8246651,64SM6,K95,220
5371709,654KB,K95,220
5371702,749V4,K95,220
5371700,6S9TZ,K95,220
7823272,4RHB9,K95,220
7826351,4RGRM,K95,220
3927790,4RGG7,K95,220
3033318,4RH3M,K95,220
3033460,4RHZZ,K95,220
3033396,4RGWR,K95,220
3033434,9KP63,K95,220
3033289,7CVTJ,K95,220
3927746,DX6J,K95,220
3922888,DXJP,K95,220
3033242,DX7F,K95,220
3033261,DX8W,K95,220
6376216,VY8L,K95,220
6374790,VY4R,K95,220
3921611,VXYZ,K95,220
3033543,VYCS,K95,220
3033584,MQLN7,K95,220
3033518,VYJ6,K95,220
3033535,VYFJ,K95,220
3033227,6GB7B,K95,220
7277286,562J4,628B2,220
6374953,6LNKC,K95,220
3033107,6LNKM,K95,220
3033757,34J8G,K95,220
7695021,6G6K7,K6N,220
8044946,6G6LP,K6N,220
4938160,LJQG,J7X,220
4938153,LW3CQ,J7X,220
3981814,LKC5,J7X,220
3981543,68KBW,J7X,220
3033896,LK9J,J7X,220
3033905,68KB8,J7X,220
3033898,LKDK,J7X,220
5686494,34CRM,JSN,220
3033965,BDYW,JSN,220
7315023,798TW,K3G,220
5530881,YP2S,JL2,220
5530829,YP33,JL2,220
5334194,3WZNV,K3G,220
7315030,3G66Z,K3G,220
5334188,3G66N,K3G,220
2888485,GGC9,K3G,220
8144599,C7T44,K3G,220
8342911,4CJGW,K3G,220
7315072,4CJ8J,K3G,220
3602069,D22MK,K3G,220
2888553,35J88,JL2,220
7315063,4NWXP,JL2,220
2888513,6WFYW,JL2,220
2888559,3NMXN,BW69D,220
2888380,3BH52,K3G,220
7628663,5BGLF,KHG,220
7901652,7G44D,KHG,220
5646136,395CK,62QDL,220
8021567,3NPXK,KVH6F,220
3711846,Q4SMW,KVH6F,220
3711564,7VWR9,KVH6F,220
3189497,6N2D4,KVH6F,220
5380041,4T27V,V5BJG,220
3056259,8S36,V5BJG,220
3060710,3XV4N,V5J47,220
3064056,3CQ4B,V5GXB,220
3064669,3CPV8,V5GXB,220
3064495,3CP5Q,V5GXB,220
3065883,3CNYQ,V5GXB,220
3065244,5H945,V5GXB,220
3066179,6HB2T,V5GXB,220
3066112,3CNQJ,V5GXB,220
3066482,3CQ6Z,V5GXB,220
3066965,3CPFX,V5GXB,220
3066993,3CNKH,V5GXB,220
3067054,3CP7N,V5GXB,220
3067119,3CPMM,V5GXB,220
3067353,6GYTX,V5GXB,220
3067869,6GYTT,V5GXB,220
3067891,3CQCF,V5GXB,220
3068528,3CQCZ,V5GXB,220
3069300,3CR6P,V5GXB,220
3069460,6GZVQ,V5GXB,220
3070346,3CPYR,V5GXB,220
5381097,R48TR,V56VQ,220
3079631,DQP6,V56VQ,220
9153437,6XCD2,KVRLC,220
7645931,6XCGS,KVRLC,220
5582033,79DJG,KVRLC,220
5372827,6XBWV,KVRLC,220
5372854,79BZL,KVRLC,220
5372875,6XC9W,KVRLC,220
5372614,6XC6H,KVRLC,220
5372647,6XDRT,KVRLC,220
8190077,4LVK9,KVRLC,220
3040184,4LVJS,KVRLC,220
3040185,4LVSD,KVRLC,220
3040232,4LVKV,KVRLC,220
3040233,4LVJ5,KVRLC,220
7293222,5JDQ9,KVJ3T,220
2873926,3V4RT,KVJ3T,220
2873861,3V528,KVJ3T,220
2874190,4DYDM,7NLYF,220
2874199,4DY9K,7NLYF,220
2653321,6FNF9,C6XML,282
5281901,QHN7,9KTGM,327
2677047,758YN,9TJGD,327
5284950,4HQ47,C7ZVG,194
5284884,4HPZF,C7ZVG,194
5284827,4HQ4Z,C7ZVG,194
5825913,7KM6J,C7ZVG,194
7230699,7KM6B,C7ZVG,194
5285565,77KSH,C7ZVG,194
5285637,4J2J5,C7ZVG,194
5285074,VJVFN,C7ZVG,194
5285053,4J2F3,C7ZVG,194
5284982,4J2HY,C7ZVG,194
2685552,63Z83,C7ZVG,194
2685484,8K9Y,C7ZVG,194
2685361,8KCY,C7ZVG,194
2685796,6WHCL,C7ZVG,194
2686157,6NYW7,C7ZVG,194
2686212,VJVF9,C7ZVG,194
2687182,59HM6,C7ZVG,194
2687210,59HMG,C7ZVG,194
2684984,G67B,C66K2,194
5284237,ZY5W,C6N4C,194
2684178,56NTP,C6N4C,194
2684171,56NTV,C6N4C,194
2683894,C6JW9,C6N4C,194
2684191,5526G,C6N4C,194
2683866,TJJD,C6N4C,194
2688189,4WBXR,7F6X,245
5303040,55ZZ4,8VSGT,196
5328593,5VP92,8VV4T,196
5328909,4TYQL,8W392,196
2865565,3RVTM,8VYPL,196
2865526,7FDNP,8W4K8,196
2865501,7FDKC,8W4K8,196
5329212,39C89,8VX9D,196
2865448,39C7P,8VX9D,196
5330661,H2PT,8VR3L,196
5330085,5C2XH,8W4Q2,196
2869311,3WTZ6,8VZ3L,196
2868827,5CW7S,8W4SW,196
2868796,7GDB5,8W4SW,196
2867631,3T4TB,8VYS5,196
2867614,3T4SH,8VYS5,196
2870583,4J9VH,8W2GC,196
2873769,64MF2,8VT7M,196
6109699,4GKRK,8W2CJ,196
2739071,7CKZ6,8W494,196
5295044,4XWBM,8W3MJ,196
5295375,4XWSR,8W3MJ,196
2742119,7FNJH,8W4LD,196
5299675,59KYV,8W4GT,196
5299536,59L6K,8W4GT,196
5300102,6K87X,8VXR4,196
2752849,3BFFB,8VXHN,196
8418777,6PYGB,8VYWZ,196
2753146,6PXWW,8VYWZ,196
5305162,6NM42,8VYMP,196
2778358,685MG,8VV9J,196
2781074,3KKX8,8VY5Z,196
2781103,3KKXG,8VY5Z,196
5324959,3LXXT,8VY8Z,196
5314814,4WSRZ,8W3JF,196
2784401,57YHR,8W49S,196
2840931,3H2JG,8VXXY,196
9177060,5TWVL,8VTKZ,196
2855705,669F2,8VTKZ,196
2856456,65X7Q,8VTKZ,196
2855968,5TVJJ,8VTKZ,196
2856504,65XC2,8VTKZ,196
2856457,5TWX9,8VTKZ,196
2855825,66973,8VTKZ,196
2855823,65X6V,8VTKZ,196
2855893,5TWVW,8VTKZ,196
2855860,5TX7G,8VTKZ,196
2857679,5TXF5,8VTKZ,196
2857697,667JH,8VTKZ,196
2856920,669D2,8VTKZ,196
2857449,65X7X,8VTKZ,196
2855439,3F2F7,8VXR8,196
2855374,6JVSM,8VXR8,196
2855356,6JVSD,8VXR8,196
4013762,45PCV,8VZL3,196
2858581,6RSNC,8VZL3,196
5296015,4XSHW,8W3M4,196
5296178,4XSRC,8W3M4,196
5296218,CF45Z,8W3M4,196
5296432,6Z4NC,8W3M4,196
5298126,3Q24K,8VS52,196
5298069,3PZQ9,8VS52,196
5298765,3PZPD,8VS52,196
5298675,3Q225,8VS52,196
5298908,3PZQS,8VS52,196
2747564,ZL48,8VWK3,196
2747489,ZKTS,8VWK3,196
2747567,ZL4L,8VWK3,196
2747939,ZKPM,8VWJZ,196
3586046,3G4NM,8VXVR,196
2749791,3G4QL,8VXVR,196
7881150,4L8T5,8W2LK,196
5303891,343K6,8VRM5,196
5304294,3MV83,8VYDH,196
5304257,3MV7W,8VYDH,196
2775530,7GBH8,8W4SH,196
2775619,5CT79,8W4SH,196
2767229,6XXY5,8W3G6,196
2767271,4VJJB,8W3G6,196
2767031,662XT,8VR75,196
2769493,3XJB3,8VZ4P,196
2769435,735BG,8VZ4P,196
2769073,5G5GJ,8VVXJ,196
2769766,4TR9P,8W388,196
2772174,44PWL,8VZJD,196
2772082,742PL,8VZJD,196
2772958,6SWH7,8VZY8,196
2773281,758GT,8VZY8,196
2773453,74WFC,8VZY8,196
2772885,758JN,8VZY8,196
2772666,6MH3S,8VYDJ,196
2764179,XFFY,8VWFQ,196
2764202,XFH9,8VWFQ,196
2764337,XFPF,8VWFQ,196
2765156,7CLSL,8W49J,196
2765272,7CLWT,8W49J,196
2766030,4LTW3,8W2MK,196
5289503,59V6T,8W4H8,196
5289490,59V7N,8W4H8,196
5289492,59V78,8W4H8,196
7961815,6XX4P,8W3FJ,196
7421129,7JN8J,8VWNX,196
7070211,5GS4V,8VWNX,196
2714796,33C3B,8VWNX,196
2714722,33DBF,8VWNX,196
2714656,33BXD,8VWNX,196
2714453,33BZN,8VWNX,196
2714301,33BXG,8VWNX,196
2714233,33CGF,8VWNX,196
2713662,33BHC,8VWNX,196
2713519,33DCC,8VWNX,196
2716420,33DTD,8VWNX,196
2715482,33C6B,8VWNX,196
2716226,33C6P,8VWNX,196
2714818,33DCV,8VWNX,196
2715206,33C6V,8VWNX,196
2708808,6J49K,8VXPB,196
7795128,R8T2,8VRHY,196
7227181,5G8FZ,8VRHY,196
2726360,R9HN,8VRHY,196
2726538,5XCJ5,8VRHY,196
2726539,RBS5,8VRHY,196
2727875,RBSF,8VRHY,196
2728060,RCKN,8VRHY,196
2722973,5XB7C,8VRHY,196
2723271,5XB4F,8VRHY,196
2722380,R8SG,8VRHY,196
2722515,69B77,8VRHY,196
2718387,MBPF,8VVMQ,196
2718302,MBPY,8VVMQ,196
2716838,397BQ,8VX8V,196
2717467,397J6,8VX8V,196
7549853,36S55,8WF6S,196
7810452,349WS,8VWRN,196
7998563,5GWZY,8WF5C,196
8257546,5GWZX,8WF5C,196
8369366,5GX22,8WF5C,196
8362005,79P93,8W3BT,196
5679692,6FCSS,8VXCN,196
7361239,58ZZX,8W4FB,196
5676003,3DV5V,8VXNB,196
5674888,79WRJ,8W3F8,196
5677636,339M8,8VWNP,196
6109637,6C72Q,8VWNP,196
5674620,38FSH,8VX6X,196
5289814,6HH3Y,8VXLT,196
5289819,6HGRN,8VXLT,196
5289791,64XFK,8VTBX,196
5289793,659FB,8VTBX,196
5289781,659CQ,8VTBX,196
5289783,64XCK,8VTBX,196
5289762,3RYJ5,8VYPX,196
5289764,3FCWN,8VXSB,196
5289763,3FCWJ,8VXSB,196
5828216,S5FS,8VW2R,196
5671747,5XGM4,8VW2R,196
5289731,S5H6,8VW2R,196
5289739,S5FJ,8VW2R,196
8420312,4FRGB,8W2BB,196
5289752,4FRFR,8W2BB,196
5289753,4FRDM,8W2BB,196
5289756,4FRDZ,8W2BB,196
5289758,4FRG6,8W2BB,196
5289745,777GX,8W2BB,196
5289744,777GZ,8W2BB,196
5289751,6V7HD,8W2BB,196
5289746,4FRDR,8W2BB,196
7226776,6YMB6,8W3JT,196
5674218,4X2BZ,8W3JT,196
5289686,6YMB6,8W3JT,196
5289684,4X2NF,8W3JT,196
5289709,4X2LW,8W3JT,196
5289698,6YKG8,8W3JT,196
5289679,4X2HZ,8W3JT,196
5289666,4X2CK,8W3JT,196
5290170,6VFDZ,8W2DL,196
5290143,5WQ6Q,8VVQ6,196
5290144,MYMF,8VVQ6,196
5674919,57WSN,8W49N,196
5290130,57WSB,8W49N,196
5290126,57WT4,8W49N,196
5290129,57WSC,8W49N,196
5290069,4D8DS,8W25M,196
5290059,L65P,8VVHZ,196
5290052,5CXX5,8W4SX,196
5679952,4LHH8,8W2LR,196
5289919,4LHKM,8W2LR,196
5289917,4LHJN,8W2LR,196
5289913,786Z3,8W2LR,196
5289912,4LHHQ,8W2LR,196
5289911,4LHHJ,8W2LR,196
5289906,4TFNM,8W37L,196
5674047,45S8R,8VZLC,196
5674110,45S8C,8VZLC,196
5289836,45S8F,8VZLC,196
5289833,45SB4,8VZLC,196
5289831,45S9S,8VZLC,196
5678495,5Y8C6,8VW7H,196
5289620,5Y8DM,8VW7H,196
5289623,5Y8CG,8VW7H,196
5289631,69WPB,8VW7H,196
5289624,5Y8DH,8VW7H,196
5289629,5Y8DN,8VW7H,196
5676903,F9HQ,8VTZR,196
5289643,F9HR,8VTZR,196
5290177,3RXZ3,8VYPT,196
5290242,6K9LN,8VXSK,196
5290282,39DQV,8VXB4,196
4142326,987X,8VT6Z,196
4142153,3522P,8VWV6,196
4146512,4QBZ8,8W2WX,196
4152037,6LKHR,8VY5G,196
4932431,ZJGR,8VWJW,196
9484350,3RNWK,8WGYH,196
4135892,6NQXK,8WGYH,196
4136060,3RNWB,8WGYH,196
4135963,3RNWL,8WGYH,196
4136390,659ZT,8VTCD,196
4137839,6NMXL,8VYMV,196
4138669,4GMKK,8W2CP,196
4127352,6XP4T,8WKP7,196
4125930,B8S8,8VTGG,196
4127831,6ZVPW,8W3TX,196
4130246,6ZVS6,8W3TY,196
5676646,6D6JQ,8VWY2,196
5289995,363V6,8VWY2,196
5289972,363RV,8VWY2,196
5289957,363CY,8VWY2,196
5289929,6D6JX,8VWY2,196
4131963,6D6JY,8VWY2,196
4120602,4WG4D,8W3J3,196
7517279,78YXB,8W38D,196
4136338,6WYYK,8W38D,196
4121201,78Z9B,8W38D,196
4125110,3JRQX,8VY4G,196
4125808,56HBV,8WLGY,196
6710856,7JDP7,8WCCF,196
4104718,JY9T,8WCCF,196
4104890,5FVMD,8WCCF,196
4105208,JY8Z,8WCCF,196
4128347,ND3P,8VVRP,196
4131042,7JFZK,8VVRP,196
4122609,ND9B,8VVRP,196
2703765,68R5K,8VVRP,196
2703696,NCSL,8VVRP,196
2703698,NDDP,8VVRP,196
2703700,NDDV,8VVRP,196
2703704,NCXG,8VVRP,196
2703670,ND3L,8VVRP,196
2703682,NCV9,8VVRP,196
2703686,ND5Z,8VVRP,196
2703731,NCV5,8VVRP,196
2703733,ND4L,8VVRP,196
2703740,692V8,8VVRP,196
2703760,NCXX,8VVRP,196
2703711,6935S,8VVRP,196
2703720,NDCW,8VVRP,196
2703721,ND5R,8VVRP,196
2703723,NCVZ,8VVRP,196
4110879,4KMSZ,8W2K5,196
2704234,4KL8Z,8W2K5,196
2704194,4KLZC,8W2K5,196
2704394,VL7M8,8VWNR,196
2704341,4V8X3,8W3DG,196
2704038,44JKB,8VZHY,196
4152153,39VYC,8VXCH,196
2703892,39VXJ,8VXCH,196
4136695,VM4PD,8VWWH,196
2704112,MN8K,8VVPC,196
2704102,MN97,8VVPC,196
2702793,NBYD,8VVRF,196
2702792,NBY7,8VVRF,196
4270675,38H32,8VX72,196
4118773,38H2H,8VX72,196
4118753,38H2K,8VX72,196
2702822,VJS8Z,8VX72,196
2702798,7K2VQ,8VX72,196
2702808,38GZJ,8VX72,196
4134633,3B3N8,8VXGN,196
4134508,3B3NJ,8VXGN,196
2702519,3B3PL,8VXGN,196
2702527,3B3PK,8VXGN,196
2702529,3B3Q8,8VXGN,196
2703109,72YPP,8VZ8X,196
2703231,8X9SZ,8W4TH,196
2703240,6D84Z,8VWYQ,196
2705972,5VH25,8VTYC,196
2703346,67GRF,8VTYC,196
2702862,38V3N,8VX87,196
2703041,H3L8,8VV89,196
2703077,TQ2P,8VW65,196
2705737,74RRV,8VZX2,196
2705666,54GXW,8W3Y9,196
2705955,398KZ,8VX8Z,196
2705957,398HR,8VX8Z,196
2705953,398JK,8VX8Z,196
2705869,7DTQ6,8W4JD,196
2705932,5VYZ7,8VVDS,196
2705587,4DWJM,8W26D,196
2705565,4DW4Y,8W26D,196
2705622,4DW5G,8W26D,196
2705512,6KKRK,8VXWS,196
8174035,K2MM,8VVDD,196
7226804,5FVTC,8VVDD,196
4154800,5VZ6H,8VVDD,196
2705295,K2S4,8VVDD,196
2705300,K2DL,8VVDD,196
2705290,K2QJ,8VVDD,196
2705181,4YC6L,8W3NG,196
2705185,6YVQ5,8W3NG,196
8018483,6FZSS,8VXFL,196
8192063,6FZQD,8VXFL,196
4143386,6FZXM,8VXFL,196
4142741,6FZHB,8VXFL,196
4142399,6FZJH,8VXFL,196
4145354,6FZRF,8VXFL,196
4143912,6FZVH,8VXFL,196
4143852,6FZV4,8VXFL,196
4143702,6FZWC,8VXFL,196
4150636,6G9TT,8VXFL,196
4117648,6FY6V,8VXFL,196
4111606,6FZLJ,8VXFL,196
4113766,6FY99,8VXFL,196
2705325,6FZBF,8VXFL,196
2705339,6FZSS,8VXFL,196
2705341,6FY7F,8VXFL,196
2705350,6FZHD,8VXFL,196
2705362,6FY8S,8VXFL,196
2705452,6FXVK,8VXFL,196
2705449,6FZSX,8VXFL,196
2705431,6FXVB,8VXFL,196
2705393,6FZXK,8VXFL,196
2705378,6G9XL,8VXFL,196
2705373,6G9VQ,8VXFL,196
2705422,6FZRD,8VXFL,196
2705420,6FZWZ,8VXFL,196
2705401,6FZTW,8VXFL,196
2705400,6FZHM,8VXFL,196
9393876,4ZCTX,8W3QZ,196
8047362,4ZCH8,8W3QZ,196
4152259,4ZCDY,8W3QZ,196
4151306,6ZD3N,8W3QZ,196
2704778,4ZCJ6,8W3QZ,196
2704757,4ZCL7,8W3QZ,196
2704664,6GG5B,8VXG2,196
2704523,6B4FT,8VWH8,196
6449041,6TMS7,8W23T,196
4116709,6TMNL,8W23T,196
4125308,4CF6J,8W23T,196
4113402,4CDGV,8W23T,196
2705081,6TML2,8W23T,196
2705066,4CDY9,8W23T,196
2705092,4CDCB,8W23T,196
2705090,6TMS7,8W23T,196
2705141,CDG9G,CDG9F,196
2705144,4CDHS,8W23T,196
2705162,4CD8S,8W23T,196
4123970,6HSWN,8VXP2,196
2704966,6HTG5,8VXP2,196
2705031,6HT8H,8VXP2,196
2706209,78GY2,8W2TT,196
2706195,6RL7B,8VZF3,196
6431764,GP48,8VV79,196
4126800,67R9T,8VV79,196
4128792,67R9V,8VV79,196
2706277,GNQZ,8VV79,196
4129708,3VVXG,8VYZG,196
4133390,3VVVN,8VYZG,196
2706218,3VVXT,8VYZG,196
2706225,3VVXL,8VYZG,196
7795888,5944Q,8W4FX,196
7883427,594CW,8W4FX,196
2706403,5LMBH,8W4FX,196
2706406,594JL,8W4FX,196
2706301,WWPQ,8VWDG,196
2706526,B9M7,8VTGL,196
2706501,B9G9,8VTGL,196
2706457,B9X2,8VTGL,196
2706444,665FS,8VTGL,196
4139846,4GFY9,8W2CD,196
4139625,4GFYR,8W2CD,196
4139894,4GFY7,8W2CD,196
2706003,4GG26,8W2CD,196
2706002,4GFZG,8W2CD,196
2705966,4W83N,8W3HG,196
2706026,43MQZ,8VZFJ,196
8332019,5HZ7X,8VYC9,196
4148661,3MNX5,8VYC9,196
4148721,3MNWZ,8VYC9,196
4149167,3MNW2,8VYC9,196
2706070,3MP2L,8VYC9,196
2706052,3MNYC,8VYC9,196
2706067,3MNVH,8VYC9,196
2706056,6MDJP,8VYC9,196
2706190,6BYFM,8VWQB,196
2706188,6BYDW,8VWQB,196
4108297,4BDT3,8W223,196
4107552,C55L,8VTMD,196
4105652,CZHV,8WBWY,196
2701986,3QTKC,56Y4,196
2701618,3QTSV,56Y4,196
2701649,6NGYM,56Y4,196
2701578,3QTQD,56Y4,196
2701612,3QTP4,56Y4,196
2700646,3QTZP,56Y4,196
2701304,6NH73,56Y4,196
2701118,6NGX7,56Y4,196
2700768,3WHHP,5HGS,196
2687885,3G3B3,4NL8,244
2687948,6FYK9,4DLK,7228684
2650180,MPKQ,J8F,7228684
8241853,6742B,WCB,7228684
5274964,4LFND,B8X4C,7228684
5275398,4PV36,BV8QP,7228684
5275415,78KRP,BV8QP,7228684
5275404,78KZS,BV8QP,7228684
2651816,64RFJ,BV8P5,7228684
2651843,653V7,BV8P5,7228684
2650903,49L7W,68CH,7228684
7157952,37WD8,JGY,7228684
7319302,37W8G,JGY,7228684
7158449,BDFMJ,JGY,7228684
4046493,4LMYW,JGY,7228684
2650944,4TQ6Q,CN834,7228684
2650829,33MNJ,JGY,7228684
2650827,33MNM,JGY,7228684
5274858,79GKY,643NR,7228684
5274861,79GL6,643NR,7228684
2650107,67YM7,36X4,7228684
5892120,3G3MR,7NHDX,NA
5211250,43539,KTWM8,NA
5851603,6Q3Q4,KTWM8,NA
2287073,37M64,7NVY2,137
8946295,7WKSK,7NFK5,229
1152186,PNYT,KZYT4,216
9491873,35NGK,KTWM8,NA
9520065,6HQDF,7NVVQ,225
8014163,CL6W,7NVXY,225
7820753,3XGCW,7NGTP,137
4467502,4B3CG,KZYT4,216
4568269,4CXWZ,7NVXY,225
4598225,54NZS,7NVXY,225
7520678,6ZWZH,7NVXY,225
2294131,5TWQX,7NVXY,225
4562917,WN3R,7NVXY,225
2295309,3JWNT,7NVXY,225
2295425,7GF7W,7NVXY,225
5421557,MV9KS,D3NB7,7947184
5188774,KP9K,NA,NA
7425750,T854R,T854R,186
2501248,6RMT2,6RMT2,365
7461690,4GTW4,4GTW4,270
2495134,37PLM,V2,212
2495165,4S5KY,V2,212
2495190,74HFL,V2,212
2495342,48X5G,V2,212
2495494,3FQSD,V2,212
2495414,XBFW,V2,212
2495688,6ZXPT,V2,212
2495699,6ZY28,V2,212
2495691,6ZXPZ,V2,212
5959118,NKTR,V2,212
2497798,47FJV,V2,212
5232465,782LG,V2,212
5232423,5Y8W5,V2,212
5232422,5XX7T,V2,212
5232432,9HDDL,V2,212
5232435,9HFWP,V2,212
5232445,N74G,V2,212
5232452,N74B,V2,212
9450106,DGP8,V2,212
2498084,DGPM,V2,212
2498090,DGN4,V2,212
2498094,DGN8,V2,212
2498064,DGNK,V2,212
2498065,DGNM,V2,212
2498108,DGNW,V2,212
2498109,66KNP,V2,212
2498097,66KNQ,V2,212
2498104,DGNR,V2,212
2498156,9HBB7,V2,212
2498288,YTG8,V2,212
2498181,479P2,V2,212
2498329,NM24,V2,212
2498310,479P5,V2,212
2498313,479P4,V2,212
5232469,4BMPL,V2,212
2498384,PVJX,V2,212
8050384,MB6GN,NA,232
2869597,6Y3KD,8W3C8,196
2498380,6C4P6,V2,212
2498345,32ZQ5,V2,212
2498335,32ZQ8,V2,212
2498396,34Q36,V2,212
2498393,34Q2Z,V2,212
2498405,34Q33,V2,212
2498402,34Q32,V2,212
2498398,34Q2Y,V2,212
2498411,CKFW,V2,212
2498408,3W3GS,V2,212
2498011,54GHX,V2,212
2498010,54GHR,V2,212
2498007,54GHW,V2,212
2498001,79NZ8,V2,212
2498034,66Y8S,V2,212
2498054,6WLZV,V2,212
2498046,9HCXF,V2,212
5788513,4Z99W,V2,212
2480514,FZLX,V2,212
2480568,VN7BW,V2,212
2480542,69669,V2,212
2480410,4CN4R,V2,212
2480446,3JBJW,V2,212
2480445,3JBJZ,V2,212
2480454,CV8KP,V2,212
5229136,7FFGJ,V2,212
5229142,7FFK2,V2,212
5229134,7FFJC,V2,212
5229128,6LWTY,V2,212
2480762,4KKQ2,V2,212
9691034,4GKQ6,V2,212
4352332,4GKQ5,V2,212
2481110,4GKQ2,V2,212
2481104,6VBLL,V2,212
2481092,4FRJF,V2,212
9685907,3DTGT,V2,212
8014966,3DTFS,V2,212
2481034,6HNQ3,V2,212
2856037,BTXR,8VTKZ,196
5739357,6N597,V2,212
2859597,6N8ZR,8WGPG,196
2494066,4KH8M,V2,212
2494070,4KH8S,V2,212
7340811,6HCYB,V2,212
2494086,6HD8M,V2,212
2494088,6HCYG,V2,212
2494097,6HCWF,V2,212
8323485,6L8DR,V2,212
6100996,6BGMD,V2,212
6101013,5Y8C9,V2,212
2494303,4WV6K,V2,212
2494408,73SBN,V2,212
7690055,5XDQT,V2,212
2494514,5XDR7,V2,212
2494536,4QW2B,V2,212
2494787,4SJJC,V2,212
2484628,7FSFD,V2,212
2486131,4QMM8,V2,212
2486147,4QMM4,V2,212
2486132,4QMMS,V2,212
2486151,4QMMP,V2,212
2484608,MFZB,V2,212
2489362,5D8NQ,V2,212
5845390,3H5D3,V2,212
6091856,537Z7,V2,212
5230734,49R8L,V2,212
2774846,69XQP,8VW7N,196
2489075,3S5R8,V2,212
2489080,3S5R2,V2,212
2489089,3S5R7,V2,212
2489071,3S5QM,V2,212
2489073,3S5QW,V2,212
2489010,9KHM,V2,212
2489004,9KHP,V2,212
2489005,9KHT,V2,212
2488960,757GH,V2,212
9362842,6NFHF,V2,212
5231103,5D763,V2,212
2492196,3ZN55,V2,212
2492081,4DQDH,V2,212
2490789,59PLC,V2,212
2747750,ZKX7,8VWK3,196
5230862,4DXZ3,V2,212
2490384,R56G,V2,212
2489450,6L7RT,V2,212
5789082,3CGHB,V2,212
2493739,46CVB,V2,212
2493697,CDVW,V2,212
2493698,65XNN,V2,212
2493660,3BKGN,V2,212
2493633,54HRJ,V2,212
4845776,3VYFC,V2,212
2493598,3VYFF,V2,212
5231398,3T2RP,V2,212
2493447,3FBR8,V2,212
5844936,32NR9,V2,212
6100962,7DTRR,V2,212
2717402,5H3CS,8VX8V,196
2482519,6B5CD,V2,212
2482478,YNH9,V2,212
2482499,YNJJ,V2,212
2484103,5Z248,V2,212
2484155,4R7KG,V2,212
2484133,4R7KB,V2,212
2481875,D5K8L,V2,212
5229411,DH8P,V2,212
2481936,6RRZZ,V2,212
5959227,G22D,V2,212
5959231,G227,V2,212
5229110,32NXG,V2,212
6559940,3K9RN,8WG9V,196
5229045,4PKC7,V2,212
5229044,4PKCC,V2,212
5229072,4PKCD,V2,212
5229055,4PKCF,V2,212
2479226,4PKCM,V2,212
2479407,4532H,V2,212
2479329,4JP8G,V2,212
2479320,4JP8K,V2,212
2479311,4JP8F,V2,212
2479308,4JP8C,V2,212
2479977,486M2,V2,212
2480075,38N6H,V2,212
2479964,4KWM6,V2,212
2479955,4KWLW,V2,212
2480181,78JXM,V2,212
2480089,4NGTM,V2,212
2480102,C444Y,V2,212
2479498,4LPCY,V2,212
2479501,4LPCZ,V2,212
2479544,65MFH,V2,212
2479553,65MFM,V2,212
