taxonKey	canonicalName	first_observed	last_observed	class	kingdom	kingdomKey	classKey
3114679	Carduus hamulosus	1876	1877	Magnoliopsida	Plantae	6	220
3107177	Senecio pterophorus	1892	1908	Magnoliopsida	Plantae	6	220
3098176	Calotis hispidula	1898	1949	Magnoliopsida	Plantae	6	220
3100968	Pseudognaphalium undulatum	1893	1906	Magnoliopsida	Plantae	6	220
3090783	Prenanthes purpurea	1850	1850	Magnoliopsida	Plantae	6	220
6027313	Daucus glochidiatus	1892	1949	Magnoliopsida	Plantae	6	220
3641853	Daucus durieua	1938	1938	Magnoliopsida	Plantae	6	220
6026972	Bupleurum praealtum	1835	1892	Magnoliopsida	Plantae	6	220
7334263	Crassula decumbens	1904	1920	Magnoliopsida	Plantae	6	220
7334631	Hylotelephium maximum	1872	1927	Magnoliopsida	Plantae	6	220
8091002	Sempervivum globiferum	1893	1893	Magnoliopsida	Plantae	6	220
2986129	Ribes spicatum	1874	1902	Magnoliopsida	Plantae	6	220
3026431	Spiraea hypericifolia	1885	1911	Magnoliopsida	Plantae	6	220
3001978	Agrimonia repens	1827	1827	Magnoliopsida	Plantae	6	220
7427650	Convolvulus tricolor cupanianus	1925	1948	Magnoliopsida	Plantae	6	220
5356407	Lathyrus clymenum	1891	1913	Magnoliopsida	Plantae	6	220
5356614	Lathyrus inconspicuus	1894	1946	Magnoliopsida	Plantae	6	220
5356973	Lotus maritimus	1861	1933	Magnoliopsida	Plantae	6	220
5356931	Lotus angustissimus	1872	1872	Magnoliopsida	Plantae	6	220
5359260	Trifolium patens	1920	1920	Magnoliopsida	Plantae	6	220
5359499	Trifolium alpestre	1862	1879	Magnoliopsida	Plantae	6	220
5344663	Astragalus boeticus	1906	1906	Magnoliopsida	Plantae	6	220
2971036	Melilotus elegans	1949	1949	Magnoliopsida	Plantae	6	220
2975262	Vicia peregrina	1912	1914	Magnoliopsida	Plantae	6	220
2975257	Vicia hybrida	1876	1913	Magnoliopsida	Plantae	6	220
2974793	Vicia sylvatica	1886	1886	Magnoliopsida	Plantae	6	220
2965232	Medicago carstiensis	1896	1896	Magnoliopsida	Plantae	6	220
6366597	Gentiana acaulis	1844	1911	Magnoliopsida	Plantae	6	220
2916767	Asperula tinctoria	1835	1922	Magnoliopsida	Plantae	6	220
2916822	Asperula laevigata	1823	1854	Magnoliopsida	Plantae	6	220
2916975	Asperula taurina	1861	1924	Magnoliopsida	Plantae	6	220
2892272	Rubia tinctorum	1850	1850	Magnoliopsida	Plantae	6	220
2914754	Galium verrucosum	1904	1909	Magnoliopsida	Plantae	6	220
3827967	Monsonia brevirostrata	1908	1948	Magnoliopsida	Plantae	6	220
9429152	Erodium ciconium	1892	1893	Magnoliopsida	Plantae	6	220
5374998	Arabis collina	1850	1948	Magnoliopsida	Plantae	6	220
5374933	Arabis planisiliqua	1855	1858	Magnoliopsida	Plantae	6	220
5373365	Rapistrum perenne	1882	1919	Magnoliopsida	Plantae	6	220
5376481	Lepidium schinzii	1895	1895	Magnoliopsida	Plantae	6	220
5376994	Lepidium graminifolium	1837	1934	Magnoliopsida	Plantae	6	220
5376874	Lepidium hirtum	1850	1885	Magnoliopsida	Plantae	6	220
5376494	Lepidium desertorum	1895	1895	Magnoliopsida	Plantae	6	220
5376785	Lepidium fasciculatum	1889	1901	Magnoliopsida	Plantae	6	220
5375555	Erucastrum nasturtiifolium	1936	1936	Magnoliopsida	Plantae	6	220
5377286	Iberis pinnata	1892	1912	Magnoliopsida	Plantae	6	220
3042399	Camelina alyssum	1813	1921	Magnoliopsida	Plantae	6	220
3042439	Camelina rumelica	1893	1912	Magnoliopsida	Plantae	6	220
3046092	Cardamine parviflora	1850	1850	Magnoliopsida	Plantae	6	220
3045042	Alyssum simplex	1850	1924	Magnoliopsida	Plantae	6	220
2926108	Cerinthe major	1921	1927	Magnoliopsida	Plantae	6	220
2926041	Nonea rosea	1828	1828	Magnoliopsida	Plantae	6	220
2925879	Amsinckia eastwoodiae	1924	1924	Magnoliopsida	Plantae	6	220
2925754	Lappula marginata	1880	1896	Magnoliopsida	Plantae	6	220
4055853	Buddleja albiflora	1945	1945	Magnoliopsida	Plantae	6	220
7477038	Scrophularia scorodonia	1907	1907	Magnoliopsida	Plantae	6	220
8949622	Verbascum chaixii	1912	1934	Magnoliopsida	Plantae	6	220
3171946	Verbascum sinuatum	1831	1949	Magnoliopsida	Plantae	6	220
5415013	Linaria genistifolia	1891	1927	Magnoliopsida	Plantae	6	220
5415014	Linaria angustissima	1835	1835	Magnoliopsida	Plantae	6	220
3738796	Misopates calycinum	1915	1915	Magnoliopsida	Plantae	6	220
2926686	Sideritis lanata	1907	1907	Magnoliopsida	Plantae	6	220
2927783	Phlox maculata	1943	1943	Magnoliopsida	Plantae	6	220
5333408	Erica vagans	1900	1913	Magnoliopsida	Plantae	6	220
2888298	Moneses uniflora	1850	1949	Magnoliopsida	Plantae	6	220
8243150	Spirobassia hirsuta	1850	1850	Magnoliopsida	Plantae	6	220
7707087	Dysphania glomulifera	1904	1924	Magnoliopsida	Plantae	6	220
5568361	Dysphania multifida	1882	1948	Magnoliopsida	Plantae	6	220
5568188	Bassia laniflora	1861	1861	Magnoliopsida	Plantae	6	220
7323810	Amaranthus mitchellii	1892	1948	Magnoliopsida	Plantae	6	220
3083603	Polycnemum arvense	1835	1903	Magnoliopsida	Plantae	6	220
3083718	Atriplex halimus	1922	1929	Magnoliopsida	Plantae	6	220
3084837	Mesembryanthemum nodiflorum	1895	1949	Magnoliopsida	Plantae	6	220
7746901	Silene otites	1858	1920	Magnoliopsida	Plantae	6	220
8279669	Silene viscosa	1947	1947	Magnoliopsida	Plantae	6	220
7314281	Paronychia brasiliana	1887	1949	Magnoliopsida	Plantae	6	220
6363496	Dianthus superbus	1850	1850	Magnoliopsida	Plantae	6	220
2888987	Rumex obovatus	1940	1949	Magnoliopsida	Plantae	6	220
2888993	Rumex bucephalophorus	1928	1928	Magnoliopsida	Plantae	6	220
2874680	Ecballium elaterium	1875	1875	Magnoliopsida	Plantae	6	220
2874024	Tuberaria guttata	1837	1837	Magnoliopsida	Plantae	6	220
7298858	Valerianella coronata	1823	1906	Magnoliopsida	Plantae	6	220
3927790	Ranunculus gramineus	1850	1850	Magnoliopsida	Plantae	6	220
3922888	Anemone sylvestris	1813	1947	Magnoliopsida	Plantae	6	220
5646136	Elatine alsinastrum	1860	1863	Magnoliopsida	Plantae	6	220
3066482	Euphorbia peplis	1878	1878	Magnoliopsida	Plantae	6	220
2742119	Veratrum album	1835	1893	Liliopsida	Plantae	6	196
2784401	Traunsteinera globosa	1812	1812	Liliopsida	Plantae	6	196
2855825	Allium moly	1885	1885	Liliopsida	Plantae	6	196
5298908	Iris graminea	1850	1850	Liliopsida	Plantae	6	196
7421129	Cyperus longus badius	1816	1947	Liliopsida	Plantae	6	196
2714722	Cyperus reflexus	1887	1892	Liliopsida	Plantae	6	196
2714233	Cyperus imbricatus	1947	1947	Liliopsida	Plantae	6	196
5677636	Cynodon convergens	1947	1947	Liliopsida	Plantae	6	196
5674620	Echinaria capitata	1880	1940	Liliopsida	Plantae	6	196
5289814	Eustachys neglecta	1949	1949	Liliopsida	Plantae	6	196
5289762	Lamarckia aurea	1891	1920	Liliopsida	Plantae	6	196
5289763	Gastridium phleoides	1895	1920	Liliopsida	Plantae	6	196
5679952	Polypogon chilensis	1906	1921	Liliopsida	Plantae	6	196
5289912	Polypogon fugax	1906	1912	Liliopsida	Plantae	6	196
5289911	Polypogon elongatus	1883	1921	Liliopsida	Plantae	6	196
5289836	Nassella formicarum	1884	1915	Liliopsida	Plantae	6	196
5289831	Nassella neesiana	1895	1915	Liliopsida	Plantae	6	196
4142153	Desmazeria sicula	1889	1917	Liliopsida	Plantae	6	196
4146512	Puccinellia stricta	1901	1911	Liliopsida	Plantae	6	196
4127831	Stipa pennata	1824	1892	Liliopsida	Plantae	6	196
5289957	Digitaria brownii	1911	1921	Liliopsida	Plantae	6	196
4131963	Digitaria acuminatissima	1947	1947	Liliopsida	Plantae	6	196
4125110	Harpachne schimperi	1947	1947	Liliopsida	Plantae	6	196
2703765	Bromus arenarius	1898	1898	Liliopsida	Plantae	6	196
2703682	Bromus briziformis	1922	1922	Liliopsida	Plantae	6	196
2703686	Bromus marginatus	1930	1930	Liliopsida	Plantae	6	196
2703731	Bromus brevis	1902	1949	Liliopsida	Plantae	6	196
4152153	Enneapogon scaber	1912	1912	Liliopsida	Plantae	6	196
2703892	Enneapogon desvauxii	1912	1912	Liliopsida	Plantae	6	196
4136695	Bothriochloa macra	1911	1947	Liliopsida	Plantae	6	196
2704102	Bothriochloa ischaemum	1813	1916	Liliopsida	Plantae	6	196
4134633	Eriochloa australiensis	1911	1911	Liliopsida	Plantae	6	196
2702527	Eriochloa procera	1899	1947	Liliopsida	Plantae	6	196
2703109	Melica altissima	1888	1888	Liliopsida	Plantae	6	196
2703077	Chasmanthium latifolium	1949	1949	Liliopsida	Plantae	6	196
2705953	Eleusine indica	1857	1857	Liliopsida	Plantae	6	196
4142399	Eragrostis procumbens	1921	1947	Liliopsida	Plantae	6	196
4143702	Eragrostis obtusa	1911	1911	Liliopsida	Plantae	6	196
4150636	Eragrostis alveiformis	1924	1948	Liliopsida	Plantae	6	196
2705341	Eragrostis atrovirens	1948	1948	Liliopsida	Plantae	6	196
2705452	Eragrostis bahiensis	1921	1947	Liliopsida	Plantae	6	196
2705431	Eragrostis barrelieri	1948	1949	Liliopsida	Plantae	6	196
4116709	Panicum laevinode	1904	1947	Liliopsida	Plantae	6	196
4113402	Panicum decompositum	1905	1905	Liliopsida	Plantae	6	196
2706277	Aristida adscensionis	1939	1947	Liliopsida	Plantae	6	196
4139894	Phleum echinatum	1923	1949	Liliopsida	Plantae	6	196
4148661	Hordeum flexuosum	1886	1948	Liliopsida	Plantae	6	196
2706067	Hordeum bulbosum	1889	1889	Liliopsida	Plantae	6	196
4105652	Amphibromus recurvatus	1904	1904	Liliopsida	Plantae	6	196
2701304	Juncus radula	1916	1916	Liliopsida	Plantae	6	196
2650180	Botrychium simplex	1908	1908	Polypodiopsida	Plantae	6	7228684
5274858	Salvinia natans	1835	1889	Polypodiopsida	Plantae	6	7228684
8014163	Ambigolimax valentianus	1946	1946	Gastropoda	Animalia	1	225
4562917	Cochlicella acuta	1828	1828	Gastropoda	Animalia	1	225
4134265	Anthosachne scabra	1895	1921	Liliopsida	Plantae	6	196
2473421	Lagopus lagopus	1890	1890	Aves	Animalia	1	212
2351271	Salvelinus fontinalis	1884	1884		Animalia	1	
2331498	Molgula manhattensis	1847	1847	Ascidiacea	Animalia	1	356
2296807	Cochlicella barbara	1946	1946	Gastropoda	Animalia	1	225
2266754	Gonionemus vertens	1946	1946	Hydrozoa	Animalia	1	205
3145375	Deinandra fasciculata	1922	1922	Magnoliopsida	Plantae	6	220
9890104	Xeroplexa intersecta	1922	1922	Gastropoda	Animalia	1	225
2703776	Bromus polyanthus	1915	1915	Liliopsida	Plantae	6	196
8307577	Cryptorchestia garbinii	1927	1927	Malacostraca	Animalia	1	229
7645889	Sesbania cannabina	1949	1949	Magnoliopsida	Plantae	6	220
5354530	Chamaecytisus hirsutus	1872	1888	Magnoliopsida	Plantae	6	220
3966627	Cullen cinereum	1911	1947	Magnoliopsida	Plantae	6	220
3089140	Xanthium ambrosioides	1906	1907	Magnoliopsida	Plantae	6	220
9632508	Sporobolus alopecuroides	1909	1911	Liliopsida	Plantae	6	196
9379326	Sporobolus aculeatus	1901	1901	Liliopsida	Plantae	6	196
4154206	Polypogon imberbis	1895	1895	Liliopsida	Plantae	6	196
4121365	Festuca ligustica	1871	1923	Liliopsida	Plantae	6	196
4155246	Moorochloa eruciformis	1947	1949	Liliopsida	Plantae	6	196
8918909	Bromus hordeaceus divaricatus	1857	1870	Liliopsida	Plantae	6	196
2928905	Calibrachoa parviflora	1902	1906	Magnoliopsida	Plantae	6	220
8624880	Cernuella virgata	1867	1867	Gastropoda	Animalia	1	225
10730110	Crassula peduncularis	1894	1920	Magnoliopsida	Plantae	6	220
3973495	Vicia eriocarpa	1877	1934	Magnoliopsida	Plantae	6	220
3828342	Erodium carolinianum	1922	1922	Magnoliopsida	Plantae	6	220
9629001	Iberodes linifolia	1900	1900	Magnoliopsida	Plantae	6	220
3045473	Noccaea brachypetala	1949	1949	Magnoliopsida	Plantae	6	220
3053399	Rorippa pyrenaica	1854	1939	Magnoliopsida	Plantae	6	220
7711892	Isatis quadrialata	1909	1932	Magnoliopsida	Plantae	6	220
9067615	Mentzelia albicaulis	1893	1893	Magnoliopsida	Plantae	6	220
5334440	Polygonum plebeium	1895	1912	Magnoliopsida	Plantae	6	220
7323251	Amaranthus emarginatus emarginatus	1908	1928	Magnoliopsida	Plantae	6	220
10629881	Pentanema hirtum	1850	1900	Magnoliopsida	Plantae	6	220
8370958	Matricaria chamomilla	1886	1886	Magnoliopsida	Plantae	6	220
3137579	Galactites tomentosa	1912	1912	Magnoliopsida	Plantae	6	220
6076279	Centaurea diluta algeriensis	1918	1918	Magnoliopsida	Plantae	6	220
8925248	Galium parisiense parisiense	1904	1904	Magnoliopsida	Plantae	6	220
3941038	Malva preissiana	1948	1948	Magnoliopsida	Plantae	6	220
7332517	Orobanche flava flava	1944	1945	Magnoliopsida	Plantae	6	220
7437438	Clinopodium grandiflorum	1856	1902	Magnoliopsida	Plantae	6	220
6400569	Rhododendron tomentosum	1858	1880	Magnoliopsida	Plantae	6	220
3013215	Cormus domestica	1873	1873	Magnoliopsida	Plantae	6	220
