title_id;title_nl;title_fr;title_en
Puurs;Puurs;NA;NA
Sint-Amands;Sint-Amands;Saint-Amand;NA
Sint-Katelijne-Waver;Sint-Katelijne-Waver;Wavre-Sainte-Cathérine;NA
Willebroek;Willebroek;NA;NA
Arendonk;Arendonk;NA;NA
Baarle-Hertog;Baarle-Hertog;Baerle-Duc;NA
Balen;Balen;Baelen;NA
Beerse;Beerse;NA;NA
Dessel;Dessel;NA;NA
Geel;Geel;NA;NA
Grobbendonk;Grobbendonk;NA;NA
Herentals;Herentals;NA;NA
Herenthout;Herenthout;NA;NA
Herselt;Herselt;NA;NA
Hoogstraten;Hoogstraten;NA;NA
Hulshout;Hulshout;NA;NA
Kasterlee;Kasterlee;NA;NA
Lille;Lille;NA;NA
Meerhout;Meerhout;NA;NA
Merksplas;Merksplas;NA;NA
Mol;Mol;NA;NA
Olen;Olen;NA;NA
Oud-Turnhout;Oud-Turnhout;NA;NA
Ravels;Ravels;NA;NA
Retie;Retie;NA;NA
Rijkevorsel;Rijkevorsel;NA;NA
Turnhout;Turnhout;NA;NA
Vorselaar;Vorselaar;NA;NA
Vosselaar;Vosselaar;NA;NA
Westerlo;Westerlo;NA;NA
Laakdal;Laakdal;NA;NA
Anderlecht;Anderlecht;NA;NA
Oudergem;Oudergem;Auderghem;NA
Sint-Agatha-Berchem;Sint-Agatha-Berchem;Berchem-Sainte-Agathe;NA
Brussel;Brussel;Bruxelles;Brussels
Etterbeek;Etterbeek;NA;NA
Evere;Evere;NA;NA
Vorst;Vorst;Forest;NA
Ganshoren;Ganshoren;NA;NA
Elsene;Elsene;Ixelles;NA
Jette;Jette;NA;NA
Koekelberg;Koekelberg;NA;NA
Sint-Jans-Molenbeek;Sint-Jans-Molenbeek;Molenbeek-Saint-Jean;NA
Sint-Gillis;Sint-Gillis;Saint-Gilles;NA
Sint-Joost-Ten-Node;Sint-Joost-Ten-Node;Saint-Josse-ten-Noode;NA
Schaarbeek;Schaarbeek;Schaerbeek;NA
Ukkel;Ukkel;Uccle;NA
Watermaal-Bosvoorde;Watermaal-Bosvoorde;Watermael-Boitsfort;NA
Sint-Lambrechts-Woluwe;Sint-Lambrechts-Woluwe;Woluwe-Saint-Lambert;NA
Sint-Pieters-Woluwe;Sint-Pieters-Woluwe;Woluwe-Saint-Pierre;NA
Asse;Asse;NA;NA
Beersel;Beersel;NA;NA
Bever;Bever;Biévène;NA
Dilbeek;Dilbeek;NA;NA
Galmaarden;Galmaarden;Gammerages;NA
Gooik;Gooik;NA;NA
Grimbergen;Grimbergen;NA;NA
Hal;Hal;NA;NA
Herne;Herne;NA;NA
Hoeilaart;Hoeilaart;NA;NA
Kampenhout;Kampenhout;NA;NA
Kapelle-Op-Den-Bos;Kapelle-Op-Den-Bos;Capelle-au-Bois;NA
Liedekerke;Liedekerke;NA;NA
Londerzeel;Londerzeel;NA;NA
Machelen;Machelen;NA;NA
Meise;Meise;NA;NA
Merchtem;Merchtem;NA;NA
Opwijk;Opwijk;NA;NA
Overijse;Overijse;NA;NA
Pepingen;Pepingen;NA;NA
Sint-Pieters-Leeuw;Sint-Pieters-Leeuw;Leeuw-Saint-Pierre;NA
Steenokkerzeel;Steenokkerzeel;NA;NA
Ternat;Ternat;NA;NA
Vilvoorde;Vilvoorde;Vilvorde;NA
Zaventem;Zaventem;NA;NA
Zemst;Zemst;NA;NA
Roosdaal;Roosdaal;NA;NA
Drogenbos;Drogenbos;NA;NA
Kraainem;Kraainem;NA;NA
Linkebeek;Linkebeek;NA;NA
Sint-Genesius-Rode;Sint-Genesius-Rode;Rhode-Saint-Genèse;NA
Wemmel;Wemmel;NA;NA
Wezembeek-Oppem;Wezembeek-Oppem;NA;NA
Lennik;Lennik;NA;NA
Affligem;Affligem;NA;NA
Aarschot;Aarschot;NA;NA
Begijnendijk;Begijnendijk;NA;NA
Bekkevoort;Bekkevoort;NA;NA
Bertem;Bertem;NA;NA
Bierbeek;Bierbeek;NA;NA
Boortmeerbeek;Boortmeerbeek;NA;NA
Boutersem;Boutersem;NA;NA
Diest;Diest;NA;NA
Geetbets;Geetbets;NA;NA
Haacht;Haacht;NA;NA
Herent;Herent;NA;NA
Hoegaarden;Hoegaarden;NA;NA
Holsbeek;Holsbeek;NA;NA
Huldenberg;Huldenberg;NA;NA
Keerbergen;Keerbergen;NA;NA
Kortenaken;Kortenaken;NA;NA
Kortenberg;Kortenberg;NA;NA
Landen;Landen;NA;NA
Leuven;Leuven;Louvain;NA
Lubbeek;Lubbeek;NA;NA
Oud-Heverlee;Oud-Heverlee;NA;NA
Rotselaar;Rotselaar;NA;NA
Tervuren;Tervuren;NA;NA
Tienen;Tienen;Tirlemont;NA
Tremelo;Tremelo;NA;NA
Zoutleeuw;Zoutleeuw;Léau;NA
Linter;Linter;NA;NA
Scherpenheuvel-Zichem;Scherpenheuvel-Zichem;Montaigu-Zichem;NA
Tielt-Winge;Tielt-Winge;NA;NA
Glabbeek;Glabbeek;NA;NA
Bevekom;Bevekom;Beauvechin;NA
Eigenbrakel;Eigenbrakel;Braine-l'Alleud;NA
Kasteelbrakel;Kasteelbrakel;Braine-le-Château;NA
Chaumont-Gistoux;Chaumont-Gistoux;NA;NA
Court-Saint-Etienne;Court-Saint-Etienne;NA;NA
Genepien;Genepien;Genappe;NA
Graven;Graven;Grez-Doiceau;NA
Incourt;Incourt;NA;NA
Itter;Itter;Ittre;NA
Geldenaken;Geldenaken;Jodoigne;NA
Terhulpen;Terhulpen;La Hulpe;NA
Mont-Saint-Guibert;Mont-Saint-Guibert;NA;NA
Nijvel;Nijvel;Nivelles;NA
Perwijs;Perwijs;Perwez;NA
Rixensart;Rixensart;NA;NA
Tubeke;Tubeke;Tubize;NA
Villers-La-Ville;Villers-La-Ville;NA;NA
Waterloo;Waterloo;NA;NA
Waver;Waver;Wavre;NA
Chastre;Chastre;NA;NA
Helecine;Helecine;NA;NA
Lasne;Lasne;NA;NA
Orp-Jauche;Orp-Jauche;NA;NA
Ottignies-Louvain-La-Neu;Ottignies-Louvain-La-Neu;NA;NA
Ramillies;Ramillies;NA;NA
Rebecq;Rebecq;NA;NA
Walhain;Walhain;NA;NA
Beernem;Beernem;NA;NA
Blankenberge;Blankenberge;NA;NA
Brugge;Brugge;Bruges;Bruges
Damme;Damme;NA;NA
Jabbeke;Jabbeke;NA;NA
Oostkamp;Oostkamp;NA;NA
Torhout;Torhout;NA;NA
Zedelgem;Zedelgem;NA;NA
Zuienkerke;Zuienkerke;NA;NA
Knokke-Heist;Knokke-Heist;NA;NA
Diksmuide;Diksmuide;Dixmude;NA
Houthulst;Houthulst;NA;NA
Koekelare;Koekelare;NA;NA
Kortemark;Kortemark;NA;NA
Lo-Reninge;Lo-Reninge;NA;NA
Ieper;Ieper;Ypres;Ypres
Mesen;Mesen;Messines;NA
Poperinge;Poperinge;NA;NA
Wervik;Wervik;NA;NA
Zonnebeke;Zonnebeke;NA;NA
Heuvelland;Heuvelland;NA;NA
Langemark-Poelkapelle;Langemark-Poelkapelle;NA;NA
Vleteren;Vleteren;NA;NA
Anzegem;Anzegem;NA;NA
Avelgem;Avelgem;NA;NA
Deerlijk;Deerlijk;NA;NA
Harelbeke;Harelbeke;NA;NA
Kortrijk;Kortrijk;Courtrai;NA
Kuurne;Kuurne;NA;NA
Lendelede;Lendelede;NA;NA
Menen;Menen;Menin;NA
Waregem;Waregem;NA;NA
Wevelgem;Wevelgem;NA;NA
Zwevegem;Zwevegem;NA;NA
Spiere-Helkijn;Spiere-Helkijn;Espierres-Helchin;NA
Bredene;Bredene;NA;NA
Gistel;Gistel;NA;NA
Ichtegem;Ichtegem;NA;NA
Middelkerke;Middelkerke;NA;NA
Oostende;Oostende;Ostende;Ostend
Oudenburg;Oudenburg;NA;NA
De Haan;De Haan;NA;NA
Hooglede;Hooglede;NA;NA
Ingelmunster;Ingelmunster;NA;NA
Izegem;Izegem;NA;NA
Ledegem;Ledegem;NA;NA
Lichtervelde;Lichtervelde;NA;NA
Moorslede;Moorslede;NA;NA
Roeselare;Roeselare;Roulers;NA
Staden;Staden;NA;NA
Dentergem;Dentergem;NA;NA
Meulebeke;Meulebeke;NA;NA
Oostrozebeke;Oostrozebeke;NA;NA
Pittem;Pittem;NA;NA
Ruiselede;Ruiselede;NA;NA
Tielt;Tielt;NA;NA
Wielsbeke;Wielsbeke;NA;NA
Wingene;Wingene;NA;NA
Ardooie;Ardooie;NA;NA
Alveringem;Alveringem;NA;NA
De Panne;De Panne;La Panne;NA
Koksijde;Koksijde;NA;NA
Nieuwpoort;Nieuwpoort;Nieuport;NA
Veurne;Veurne;Furnes;NA
Aalst;Aalst;Alost;NA
Denderleeuw;Denderleeuw;NA;NA
Geraardsbergen;Geraardsbergen;Grammont;NA
Haaltert;Haaltert;NA;NA
Herzele;Herzele;NA;NA
Lede;Lede;NA;NA
Ninove;Ninove;NA;NA
Sint-Lievens-Houtem;Sint-Lievens-Houtem;Hautem-Saint-Liévin;NA
Zottegem;Zottegem;NA;NA
Erpe-Mere;Erpe-Mere;NA;NA
Berlare;Berlare;NA;NA
Buggenhout;Buggenhout;NA;NA
Dendermonde;Dendermonde;Termonde;NA
Hamme;Hamme;NA;NA
Laarne;Laarne;NA;NA
Lebbeke;Lebbeke;NA;NA
Waasmunster;Waasmunster;NA;NA
Wetteren;Wetteren;NA;NA
Wichelen;Wichelen;NA;NA
Zele;Zele;NA;NA
Assenede;Assenede;NA;NA
Eeklo;Eeklo;NA;NA
Kaprijke;Kaprijke;NA;NA
Maldegem;Maldegem;NA;NA
Sint-Laureins;Sint-Laureins;NA;NA
Zelzate;Zelzate;NA;NA
Aalter;Aalter;NA;NA
Deinze;Deinze;NA;NA
De Pinte;De Pinte;NA;NA
Destelbergen;Destelbergen;NA;NA
Evergem;Evergem;NA;NA
Gavere;Gavere;NA;NA
Gent;Gent;Gand;Ghent
Knesselare;Knesselare;NA;NA
Lochristi;Lochristi;NA;NA
Lovendegem;Lovendegem;NA;NA
Melle;Melle;NA;NA
Merelbeke;Merelbeke;NA;NA
Moerbeke;Moerbeke;NA;NA
Nazareth;Nazareth;NA;NA
Nevele;Nevele;NA;NA
Oosterzele;Oosterzele;NA;NA
Sint-Martens-Latem;Sint-Martens-Latem;Laethem-Saint-Martin;NA
Waarschoot;Waarschoot;NA;NA
Wachtebeke;Wachtebeke;NA;NA
Zomergem;Zomergem;NA;NA
Zulte;Zulte;NA;NA
Kruishoutem;Kruishoutem;NA;NA
Oudenaarde;Oudenaarde;Audenarde;NA
Ronse;Ronse;Renaix;NA
Zingem;Zingem;NA;NA
Brakel;Brakel;NA;NA
Kluisbergen;Kluisbergen;NA;NA
Wortegem-Petegem;Wortegem-Petegem;NA;NA
Horebeke;Horebeke;NA;NA
Lierde;Lierde;NA;NA
Maarkedal;Maarkedal;NA;NA
Zwalm;Zwalm;NA;NA
Beveren;Beveren;NA;NA
Kruibeke;Kruibeke;NA;NA
Lokeren;Lokeren;NA;NA
Sint-Gillis-Waas;Sint-Gillis-Waas;Saint-Gilles-Waes;NA
Sint-Niklaas;Sint-Niklaas;Saint-Nicolas;NA
Stekene;Stekene;NA;NA
Temse;Temse;Tamise;NA
Aat;Aat;Ath;NA
Beloeil;Beloeil;NA;NA
Bernissart;Bernissart;NA;NA
Brugelette;Brugelette;NA;NA
Chievres;Chievres;NA;NA
Elzele;Elzele;Ellezelles;NA
Vloesberg;Vloesberg;Flobecq;NA
Frasnes-Lez-Anvaing;Frasnes-Lez-Anvaing;NA;NA
Chapelle-Lez-Herlaimont;Chapelle-Lez-Herlaimont;NA;NA
Charleroi;Charleroi;NA;NA
Chatelet;Chatelet;NA;NA
Courcelles;Courcelles;NA;NA
Farciennes;Farciennes;NA;NA
Fleurus;Fleurus;NA;NA
Fontaine-L'eveque;Fontaine-L'eveque;NA;NA
Gerpinnes;Gerpinnes;NA;NA
Manage;Manage;NA;NA
Montigny-Le-Tilleul;Montigny-Le-Tilleul;NA;NA
Pont-A-Celles;Pont-A-Celles;NA;NA
Seneffe;Seneffe;NA;NA
Aiseau-Presles;Aiseau-Presles;NA;NA
Les Bons Villers;Les Bons Villers;NA;NA
Boussu;Boussu;NA;NA
Dour;Dour;NA;NA
Frameries;Frameries;NA;NA
Hensies;Hensies;NA;NA
Jurbeke;Jurbeke;Jurbise;NA
Lens;Lens;NA;NA
Bergen;Bergen;Mons;Mons
Quaregnon;Quaregnon;NA;NA
Quievrain;Quievrain;NA;NA
Saint-Ghislain;Saint-Ghislain;NA;NA
Colfontaine;Colfontaine;NA;NA
Honnelles;Honnelles;NA;NA
Quevy;Quevy;NA;NA
Moeskroen;Moeskroen;Mouscron;NA
Komen-Waasten;Komen-Waasten;Comines-Warneton;NA
'S Gravenbrakel;'S Gravenbrakel;Braine-le-Comte;NA
Edingen;Edingen;Enghien;NA
La Louviere;La Louviere;NA;NA
Lessen;Lessen;Lessines;NA
Le Roeulx;Le Roeulx;NA;NA
Opzullik;Opzullik;Silly;NA
Zinnik;Zinnik;Soignies;NA
Ecaussinnes;Ecaussinnes;NA;NA
Anderlues;Anderlues;NA;NA
Beaumont;Beaumont;NA;NA
Binche;Binche;NA;NA
Chimay;Chimay;NA;NA
Erquelinnes;Erquelinnes;NA;NA
Froidchapelle;Froidchapelle;NA;NA
Lobbes;Lobbes;NA;NA
Merbes-Le-Chateau;Merbes-Le-Chateau;NA;NA
Momignies;Momignies;NA;NA
Thuin;Thuin;NA;NA
Estinnes;Estinnes;NA;NA
Ham-Sur-Heure-Nalinnes;Ham-Sur-Heure-Nalinnes;NA;NA
Morlanwelz;Morlanwelz;NA;NA
Sivry-Rance;Sivry-Rance;NA;NA
Antoing;Antoing;NA;NA
Celles;Celles;NA;NA
Estaimpuis;Estaimpuis;NA;NA
Pecq;Pecq;NA;NA
Peruwelz;Peruwelz;NA;NA
Rumes;Rumes;NA;NA
Doornik;Doornik;Tournai;NA
Brunehaut;Brunehaut;NA;NA
Leuze-En-Hainaut;Leuze-En-Hainaut;NA;NA
Mont-De-L'enclus;Mont-De-L'enclus;NA;NA
Amay;Amay;NA;NA
Burdinne;Burdinne;NA;NA
Clavier;Clavier;NA;NA
Ferrieres;Ferrieres;NA;NA
Hamoir;Hamoir;NA;NA
Heron;Heron;NA;NA
Hoei;Hoei;Huy;NA
Marchin;Marchin;NA;NA
Modave;Modave;NA;NA
Nandrin;Nandrin;NA;NA
Ouffet;Ouffet;NA;NA
Verlaine;Verlaine;NA;NA
Villers-Le-Bouillet;Villers-Le-Bouillet;NA;NA
Wanze;Wanze;NA;NA
Anthisnes;Anthisnes;NA;NA
Engis;Engis;NA;NA
Tinlot;Tinlot;NA;NA
Ans;Ans;NA;NA
Awans;Awans;NA;NA
Aywaille;Aywaille;NA;NA
Bitsingen;Bitsingen;Bassenge;NA
Beyne-Heusay;Beyne-Heusay;NA;NA
Chaudfontaine;Chaudfontaine;NA;NA
Comblain-Au-Pont;Comblain-Au-Pont;NA;NA
Dalhem;Dalhem;NA;NA
Esneux;Esneux;NA;NA
Fleron;Fleron;NA;NA
Herstal;Herstal;NA;NA
Juprelle;Juprelle;NA;NA
Oupeye;Oupeye;NA;NA
Saint-Nicolas;Saint-Nicolas;NA;NA
Seraing;Seraing;NA;NA
Soumagne;Soumagne;NA;NA
Sprimont;Sprimont;NA;NA
Wezet;Wezet;Visé;NA
Grace-Hollogne;Grace-Hollogne;NA;NA
Blegny;Blegny;NA;NA
Flemalle;Flemalle;NA;NA
Neupre;Neupre;NA;NA
Trooz;Trooz;NA;NA
Amel;Amel;Amblève;NA
Aubel;Aubel;NA;NA
Baelen;Baelen;NA;NA
Buellingen;Buellingen;NA;NA
Bütgenbach;Bütgenbach;Butgenbach;NA
Dison;Dison;NA;NA
Eupen;Eupen;NA;NA
Herve;Herve;NA;NA
Jalhay;Jalhay;NA;NA
Kelmis;Kelmis;La Calamine;NA
Lierneux;Lierneux;NA;NA
Lontzen;Lontzen;NA;NA
Malmedy;Malmedy;NA;NA
Olne;Olne;NA;NA
Pepinster;Pepinster;NA;NA
Raeren;Raeren;NA;NA
Sankt Vith;Sankt Vith;Saint-Vith;NA
Spa;Spa;NA;NA
Stavelot;Stavelot;NA;NA
Stoumont;Stoumont;NA;NA
Theux;Theux;NA;NA
Verviers;Verviers;NA;NA
Weismes;Weismes;Waimes;NA
Welkenraedt;Welkenraedt;NA;NA
Trois-Ponts;Trois-Ponts;NA;NA
Burg-Reuland;Burg-Reuland;NA;NA
Plombieres;Plombieres;NA;NA
Thimister-Clermont;Thimister-Clermont;NA;NA
Berloz;Berloz;NA;NA
Braives;Braives;NA;NA
Crisnee;Crisnee;NA;NA
Donceel;Donceel;NA;NA
Fexhe-Le-Haut-Clocher;Fexhe-Le-Haut-Clocher;NA;NA
Geer;Geer;NA;NA
Hannuit;Hannuit;Hannut;NA
Lijsem;Lijsem;Lincent;NA
Oerle;Oerle;Oreye;NA
Remicourt;Remicourt;NA;NA
Saint-Georges-Sur-Meuse;Saint-Georges-Sur-Meuse;NA;NA
Borgworm;Borgworm;Waremme;NA
Wasseiges;Wasseiges;NA;NA
Faimes;Faimes;NA;NA
As;As;NA;NA
Beringen;Beringen;NA;NA
Diepenbeek;Diepenbeek;NA;NA
Genk;Genk;NA;NA
Gingelom;Gingelom;NA;NA
Halen;Halen;NA;NA
Hasselt;Hasselt;NA;NA
Herk-De-Stad;Herk-De-Stad;Herck-la-Ville;NA
Leopoldsburg;Leopoldsburg;Bourg-Léopold;NA
Lummen;Lummen;NA;NA
Nieuwerkerken;Nieuwerkerken;NA;NA
Opglabbeek;Opglabbeek;NA;NA
Sint-Truiden;Sint-Truiden;Saint-Trond;NA
Tessenderlo;Tessenderlo;NA;NA
Zonhoven;Zonhoven;NA;NA
Zutendaal;Zutendaal;NA;NA
Ham;Ham;NA;NA
Heusden-Zolder;Heusden-Zolder;NA;NA
Bocholt;Bocholt;NA;NA
Bree;Bree;NA;NA
Kinrooi;Kinrooi;NA;NA
Lommel;Lommel;NA;NA
Maaseik;Maaseik;NA;NA
Neerpelt;Neerpelt;NA;NA
Overpelt;Overpelt;NA;NA
Peer;Peer;NA;NA
Hamont-Achel;Hamont-Achel;NA;NA
Hechtel-Eksel;Hechtel-Eksel;NA;NA
Houthalen-Helchteren;Houthalen-Helchteren;NA;NA
Meeuwen-Gruitrode;Meeuwen-Gruitrode;NA;NA
Dilsen-Stokkem;Dilsen-Stokkem;NA;NA
Alken;Alken;NA;NA
Bilzen;Bilzen;NA;NA
Borgloon;Borgloon;Looz;NA
Heers;Heers;NA;NA
Herstappe;Herstappe;NA;NA
Hoeselt;Hoeselt;NA;NA
Kortessem;Kortessem;NA;NA
Lanaken;Lanaken;NA;NA
Riemst;Riemst;NA;NA
Tongeren;Tongeren;Tongres;NA
Wellen;Wellen;NA;NA
Maasmechelen;Maasmechelen;NA;NA
Voeren;Voeren;Fourons;NA
Aarlen;Aarlen;Arlon;NA
Attert;Attert;NA;NA
Aubange;Aubange;NA;NA
Martelange;Martelange;NA;NA
Messancy;Messancy;NA;NA
Bastenaken;Bastenaken;Bastogne;NA
Bertogne;Bertogne;NA;NA
Fauvillers;Fauvillers;NA;NA
Houffalize;Houffalize;NA;NA
Vielsalm;Vielsalm;NA;NA
Vaux-Sur-Sure;Vaux-Sur-Sure;NA;NA
Gouvy;Gouvy;NA;NA
Sainte-Ode;Sainte-Ode;NA;NA
Durbuy;Durbuy;NA;NA
Erezee;Erezee;NA;NA
Hotton;Hotton;NA;NA
La Roche-En-Ardenne;La Roche-En-Ardenne;NA;NA
Marche-En-Famenne;Marche-En-Famenne;NA;NA
Nassogne;Nassogne;NA;NA
Rendeux;Rendeux;NA;NA
Tenneville;Tenneville;NA;NA
Manhay;Manhay;NA;NA
Bertrix;Bertrix;NA;NA
Bouillon;Bouillon;NA;NA
Daverdisse;Daverdisse;NA;NA
Herbeumont;Herbeumont;NA;NA
Leglise;Leglise;NA;NA
Libin;Libin;NA;NA
Neufchateau;Neufchateau;NA;NA
Paliseul;Paliseul;NA;NA
Saint-Hubert;Saint-Hubert;NA;NA
Tellin;Tellin;NA;NA
Wellin;Wellin;NA;NA
Libramont-Chevigny;Libramont-Chevigny;NA;NA
Chiny;Chiny;NA;NA
Etalle;Etalle;NA;NA
Florenville;Florenville;NA;NA
Meix-Devant-Virton;Meix-Devant-Virton;NA;NA
Musson;Musson;NA;NA
Saint-Leger;Saint-Leger;NA;NA
Tintigny;Tintigny;NA;NA
Virton;Virton;NA;NA
Habay;Habay;NA;NA
Rouvroy;Rouvroy;NA;NA
Anhee;Anhee;NA;NA
Beauraing;Beauraing;NA;NA
Bievre;Bievre;NA;NA
Ciney;Ciney;NA;NA
Dinant;Dinant;NA;NA
Gedinne;Gedinne;NA;NA
Hamois;Hamois;NA;NA
Havelange;Havelange;NA;NA
Houyet;Houyet;NA;NA
Onhaye;Onhaye;NA;NA
Rochefort;Rochefort;NA;NA
Somme-Leuze;Somme-Leuze;NA;NA
Yvoir;Yvoir;NA;NA
Hastiere;Hastiere;NA;NA
Vresse-Sur-Semois;Vresse-Sur-Semois;NA;NA
Andenne;Andenne;NA;NA
Assesse;Assesse;NA;NA
Eghezee;Eghezee;NA;NA
Floreffe;Floreffe;NA;NA
Fosses-La-Ville;Fosses-La-Ville;NA;NA
Gesves;Gesves;NA;NA
Mettet;Mettet;NA;NA
Ohey;Ohey;NA;NA
Profondeville;Profondeville;NA;NA
Sombreffe;Sombreffe;NA;NA
Sambreville;Sambreville;NA;NA
Fernelmont;Fernelmont;NA;NA
Jemeppe-Sur-Sambre;Jemeppe-Sur-Sambre;NA;NA
La Bruyere;La Bruyere;NA;NA
Gembloux;Gembloux;NA;NA
Cerfontaine;Cerfontaine;NA;NA
Couvin;Couvin;NA;NA
Doische;Doische;NA;NA
Florenne;Florenne;NA;NA
Philippeville;Philippeville;NA;NA
Walcourt;Walcourt;NA;NA
Viroinval;Viroinval;NA;NA
