harmonia_name;scientificName;gbif_taxonkey;key;url;url_type
Egeria densa;Elodea densa (Planch.) Casp.;5329263;54;https://ias.biodiversity.be/species/show/54;harmonia
Elaeagnus angustifolia;Elaeagnus angustifolia L.;3039269;122;https://ias.biodiversity.be/species/show/122;harmonia
Elodea canadensis;Elodea canadensis Michx.;2865448;56;https://ias.biodiversity.be/species/show/56;harmonia
Elodea nuttallii;Elodea nuttallii (Planch.) H.St.John;5329212;57;https://ias.biodiversity.be/species/show/57;harmonia
Epilobium ciliatum;Epilobium ciliatum Raf.;9188840;8;https://ias.biodiversity.be/species/show/8;harmonia
Fallopia japonica;Reynoutria japonica Houtt.;2889173;9;https://ias.biodiversity.be/species/show/9;harmonia
Fallopia sachalinensis;Reynoutria sachalinensis (F.Schmidt) Nakai;2889088;144;https://ias.biodiversity.be/species/show/144;harmonia
Fallopia x bohemica;Reynoutria ×bohemica Chrtek & Chrtková;4038485;145;https://ias.biodiversity.be/species/show/145;harmonia
Fraxinus pennsylvanica;Fraxinus pennsylvanica Marshall;3172348;134;https://ias.biodiversity.be/species/show/134;harmonia
Gaillardia x grandiflora;Gaillardia ×grandiflora Van Houtte;5387817;59;https://ias.biodiversity.be/species/show/59;harmonia
Harmonia axyridis;Harmonia axyridis (Pallas, 1773);4989904;102;https://ias.biodiversity.be/species/show/102;harmonia
Helianthus tuberosus;Helianthus tuberosus L.;3119175;60;https://ias.biodiversity.be/species/show/60;harmonia
Heracleum mantegazzianum;Heracleum mantegazzianum Sommier & Levier;3034825;10;https://ias.biodiversity.be/species/show/10;harmonia
Hyacinthoides hispanica;Hyacinthoides hispanica (Mill.) Rothm.;5304257;132;https://ias.biodiversity.be/species/show/132;harmonia
Hydrocotyle ranunculoides;Hydrocotyle ranunculoides L.fil.;7978544;63;https://ias.biodiversity.be/species/show/63;harmonia
Impatiens glandulifera;Impatiens glandulifera Royle;2891770;65;https://ias.biodiversity.be/species/show/65;harmonia
Impatiens parviflora;Impatiens parviflora DC.;2891782;66;https://ias.biodiversity.be/species/show/66;harmonia
Koenigia polystachya;Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal;8848208;85;https://ias.biodiversity.be/species/show/85;harmonia
Lagarosiphon major;Lagarosiphon major (Ridl.) Moss;2865565;68;https://ias.biodiversity.be/species/show/68;harmonia
Lemna minuta;Lemna minuta Kunth;2867614;69;https://ias.biodiversity.be/species/show/69;harmonia
Lepomis gibbosus;Lepomis gibbosus (Linnaeus, 1758);2394486;3;https://ias.biodiversity.be/species/show/3;harmonia
Lonicera japonica;Lonicera japonica Thunb.;5334240;72;https://ias.biodiversity.be/species/show/72;harmonia
Ludwigia grandiflora;Ludwigia grandiflora (Michx.) Greuter & Burdet;5421039;11;https://ias.biodiversity.be/species/show/11;harmonia
Ludwigia peploides;Ludwigia peploides (Kunth) P.H.Raven;5420991;12;https://ias.biodiversity.be/species/show/12;harmonia
Lupinus polyphyllus;Lupinus polyphyllus Lindl.;2964355;108;https://ias.biodiversity.be/species/show/108;harmonia
Lysichiton americanus;Lysichiton americanus Hultén & H.St.John;2869311;13;https://ias.biodiversity.be/species/show/13;harmonia
Mahonia aquifolium;Mahonia aquifolium (Pursh) Nutt.;3033865;74;https://ias.biodiversity.be/species/show/74;harmonia
Mimulus guttatus;Erythranthe guttata (DC.) G.L.Nesom;7346102;116;https://ias.biodiversity.be/species/show/116;harmonia
Muntiacus reevesi;Muntiacus reevesi (Ogilby, 1839);2440946;125;https://ias.biodiversity.be/species/show/125;harmonia
Mustela vison;Mustela vison Schreber, 1777;5218823;26;https://ias.biodiversity.be/species/show/26;harmonia
Myocastor coypus;Myocastor coypus (Molina, 1782);4264680;27;https://ias.biodiversity.be/species/show/27;harmonia
Myriophyllum aquaticum;Myriophyllum aquaticum (Vell.) Verdc.;5361785;76;https://ias.biodiversity.be/species/show/76;harmonia
Myriophyllum heterophyllum;Myriophyllum heterophyllum Michx.;5361762;117;https://ias.biodiversity.be/species/show/117;harmonia
Neogobius melanostomus;Neogobius melanostomus (Pallas, 1814);2379089;152;https://ias.biodiversity.be/species/show/152;harmonia
Nyctereutes procyonoides;Nyctereutes procyonoides (Gray, 1834);2434552;78;https://ias.biodiversity.be/species/show/78;harmonia
Oenothera biennis;Oenothera biennis L.;3188924;114;https://ias.biodiversity.be/species/show/114;harmonia
Oenothera deflexa;Oenothera parviflora L.;8994150;114;https://ias.biodiversity.be/species/show/114;harmonia
Oenothera glazioviana;Oenothera glazioviana Micheli;3188894;114;https://ias.biodiversity.be/species/show/114;harmonia
Ondatra zibethicus;Ondatra zibethicus (Linnaeus, 1766);5219858;28;https://ias.biodiversity.be/species/show/28;harmonia
Oxyura jamaicensis;Oxyura jamaicensis (J.F.Gmelin, 1789);2498305;22;https://ias.biodiversity.be/species/show/22;harmonia
Parthenocissus inserta;Parthenocissus inserta (A.Kern.) Fritsch;3039203;133;https://ias.biodiversity.be/species/show/133;harmonia
Parthenocissus quinquefolia;Parthenocissus quinquefolia (L.) Planch.;3039194;133;https://ias.biodiversity.be/species/show/133;harmonia
Parthenocissus vitacea;Parthenocissus inserta (A.Kern.) Fritsch;3039203;133;https://ias.biodiversity.be/species/show/133;harmonia
Pelophylax ridibundus;Pelophylax ridibundus (Pallas, 1771);2426661;89;https://ias.biodiversity.be/species/show/89;harmonia
Perccottus glenii;Perccottus glenii Dybowski, 1877;2390064;82;https://ias.biodiversity.be/species/show/82;harmonia
Phytolacca americana;Phytolacca americana L.;3084015;111;https://ias.biodiversity.be/species/show/111;harmonia
Pimephales promelas;Pimephales promelas Rafinesque, 1820;2367742;4;https://ias.biodiversity.be/species/show/4;harmonia
Procyon lotor;Procyon lotor (Linnaeus, 1758);5218786;29;https://ias.biodiversity.be/species/show/29;harmonia
Prunus laurocerasus;Prunus laurocerasus L.;3021496;112;https://ias.biodiversity.be/species/show/112;harmonia
Prunus serotina;Prunus serotina Ehrh.;3021850;14;https://ias.biodiversity.be/species/show/14;harmonia
Pseudorasbora parva;Pseudorasbora parva (Temminck & Schlegel, 1846);2362868;5;https://ias.biodiversity.be/species/show/5;harmonia
Psittacula krameri;Psittacula krameri (Scopoli, 1769);2479226;23;https://ias.biodiversity.be/species/show/23;harmonia
Quercus rubra;Quercus rubra L.;2880539;87;https://ias.biodiversity.be/species/show/87;harmonia
Rana catesbeiana;Lithobates catesbeianus (Shaw, 1802);2427091;88;https://ias.biodiversity.be/species/show/88;harmonia
Rattus norvegicus;Rattus norvegicus (Berkenhout, 1769);2439261;90;https://ias.biodiversity.be/species/show/90;harmonia
Rhododendron ponticum;Rhododendron ponticum L.;7327990;91;https://ias.biodiversity.be/species/show/91;harmonia
Rhus typhina;Rhus typhina L.;3190538;113;https://ias.biodiversity.be/species/show/113;harmonia
Robinia pseudoacacia;Robinia pseudoacacia L.;5352251;15;https://ias.biodiversity.be/species/show/15;harmonia
Rosa rugosa;Rosa rugosa Thunb.;3003979;92;https://ias.biodiversity.be/species/show/92;harmonia
Rudbeckia laciniata;Rudbeckia laciniata L.;3114229;93;https://ias.biodiversity.be/species/show/93;harmonia
Sander lucioperca;Sander lucioperca (Linnaeus, 1758);2382155;6;https://ias.biodiversity.be/species/show/6;harmonia
Sciurus carolinensis;Sciurus carolinensis Gmelin, 1788;5219681;30;https://ias.biodiversity.be/species/show/30;harmonia
Senecio inaequidens;Senecio inaequidens DC.;3109086;16;https://ias.biodiversity.be/species/show/16;harmonia
Solidago canadensis;Solidago canadensis L.;5389029;146;https://ias.biodiversity.be/species/show/146;harmonia
Solidago gigantea;Solidago gigantea Aiton;5389017;17;https://ias.biodiversity.be/species/show/17;harmonia
Spiraea alba;Spiraea alba Du Roi;3026585;141;https://ias.biodiversity.be/species/show/141;harmonia
Spiraea douglasii;Spiraea douglasii Hook.;3027159;139;https://ias.biodiversity.be/species/show/139;harmonia
Spiraea tomentosa;Spiraea tomentosa L.;3026819;140;https://ias.biodiversity.be/species/show/140;harmonia
Spiraea x billardii;Spiraea ×billardii Hérincq;7889822;142;https://ias.biodiversity.be/species/show/142;harmonia
Tamias sibiricus;Tamias sibiricus (Laxmann, 1769);2437450;31;https://ias.biodiversity.be/species/show/31;harmonia
Threskiornis aethiopica;Threskiornis aethiopicus (Latham, 1790);2480764;24;https://ias.biodiversity.be/species/show/24;harmonia
Umbra pygmaea;Umbra pygmaea (DeKay, 1842);5203111;7;https://ias.biodiversity.be/species/show/7;harmonia
Axis axis;Axis axis (Erxleben, 1777);2440934;582;https://www.iasregulation.be/582/download;iasregulation
Callosciurus erythraeus;Callosciurus erythraeus (Pallas, 1779);2437394;384;https://www.iasregulation.be/384/download;iasregulation
Callosciurus finlaysonii;Callosciurus finlaysonii (Horsfield, 1823);2437399;583;https://www.iasregulation.be/583/download;iasregulation
Castor canadensis;Castor canadensis Kuhl, 1820;2439838;1050;https://www.iasregulation.be/1050/download;iasregulation
Cervus nippon;Cervus nippon Temminck, 1838;2440954;1058;https://www.iasregulation.be/1058/download;iasregulation
Herpestes javanicus;Herpestes javanicus (É.Geoffroy Saint-Hilaire, 1818);2434271;397;https://www.iasregulation.be/397/download;iasregulation
Muntiacus reevesi;Muntiacus reevesi (Ogilby, 1839);2440946;411;https://www.iasregulation.be/411/download;iasregulation
Pycnonotus jocosus;Pycnonotus jocosus (Linnaeus;1758);2486151;1066;https://www.iasregulation.be/1066/download,iasregulation
Acridotheres tristis;Acridotheres tristis (Linnaeus;1766);2489005;375;https://www.iasregulation.be/375/download,iasregulation
Alopochen aegyptiacus;Alopochen aegyptiacus (Linnaeus;1766);2498252;377;https://www.iasregulation.be/377/download,iasregulation
Ameiurus melas;Ameiurus melas (Rafinesque;1820);2340977;581;https://www.iasregulation.be/581/download,iasregulation
Arthurdendyus triangulatus;Arthurdendyus triangulatus (Dendy;1894);2502792;380;https://www.iasregulation.be/380/download,iasregulation
Channa argus;Channa argus (Cantor;1842);4284921;585;https://www.iasregulation.be/585/download,iasregulation
Corvus splendens;Corvus splendens Vieillot;1817;2482499;387;https://www.iasregulation.be/387/download,iasregulation
Eriocheir sinensis;Eriocheir sinensis H. Milne Edwards;1853;2225776;391;https://www.iasregulation.be/391/download,iasregulation
Faxonius rusticus;Faxonius rusticus (Girard;1852);8979506;586;https://www.iasregulation.be/586/download,iasregulation
Fundulus heteroclitus;Fundulus heteroclitus (Linnaeus;1766);5712056;587;https://www.iasregulation.be/587/download,iasregulation
Gambusia affinis;Gambusia affinis (Baird & Girard;1853);2350580;588;https://www.iasregulation.be/588/download,iasregulation
Gambusia holbrooki;NA;2350570;589;https://www.iasregulation.be/589/download;iasregulation
Lampropeltis getula;NA;5224480;592;https://www.iasregulation.be/592/download;iasregulation
Lepomis gibbosus;NA;2394486;402;https://www.iasregulation.be/402/download;iasregulation
Limnoperna fortunei;NA;5855350;593;https://www.iasregulation.be/593/download;iasregulation
Lithobates catesbeianus;NA;2427091;406;https://www.iasregulation.be/406/download;iasregulation
Morone americana;NA;2394604;594;https://www.iasregulation.be/594/download;iasregulation
Nyctereutes procyonoides;NA;2434552;416;https://www.iasregulation.be/416/download;iasregulation
Ondatra zibethicus;NA;5219858;417;https://www.iasregulation.be/417/download;iasregulation
Faxonius limosus;NA;8909595;418;https://www.iasregulation.be/418/download;iasregulation
Faxonius virilis;NA;8971201;419;https://www.iasregulation.be/419/download;iasregulation
Oxyura jamaicensis;NA;2498305;420;https://www.iasregulation.be/420/download;iasregulation
Pacifastacus leniusculus;NA;2226990;421;https://www.iasregulation.be/421/download;iasregulation
Perccottus glenii;NA;2390064;424;https://www.iasregulation.be/424/download;iasregulation
Plotosus lineatus;NA;7965247;426;https://www.iasregulation.be/426/download;iasregulation
Procambarus clarkii;NA;2227300;427;https://www.iasregulation.be/427/download;iasregulation
Procambarus virginalis;NA;9442269;428;https://www.iasregulation.be/428/download;iasregulation
Procyon lotor;NA;5218786;429;https://www.iasregulation.be/429/download;iasregulation
Pseudorasbora parva;NA;2362868;431;https://www.iasregulation.be/431/download;iasregulation
Pycnonotus cafer;NA;2486131;596;https://www.iasregulation.be/596/download;iasregulation
Sciurus carolinensis;NA;5219681;434;https://www.iasregulation.be/434/download;iasregulation
Sciurus niger;NA;5219683;435;https://www.iasregulation.be/435/download;iasregulation
Solenopsis geminata;NA;5035187;598;https://www.iasregulation.be/598/download;iasregulation
Solenopsis invicta;NA;5035230;599;https://www.iasregulation.be/599/download;iasregulation
Solenopsis richteri;NA;5035017;600;https://www.iasregulation.be/600/download;iasregulation
Tamias sibiricus;NA;2437450;436;https://www.iasregulation.be/436/download;iasregulation
Threskiornis aethiopicus;NA;2480764;437;https://www.iasregulation.be/437/download;iasregulation
Trachemys scripta;NA;2443002;438;https://www.iasregulation.be/438/download;iasregulation
Vespa velutina nigrithorax;NA;1311477;440;https://www.iasregulation.be/440/download;iasregulation
Wasmannia auropunctata;NA;1315391;601;https://www.iasregulation.be/601/download;iasregulation
Xenopus laevis;NA;5217334;602;https://www.iasregulation.be/602/download;iasregulation
Misgurnus anguillicaudatus;NA;2367919;1053;https://www.iasregulation.be/1053/download;iasregulation
Misgurnus bipartitus;NA;2367911;1054;https://www.iasregulation.be/1054/download;iasregulation
Cherax destructor;NA;4417558;1060;https://www.iasregulation.be/1060/download;iasregulation
Faxonius immunis;NA;8930656;1061;https://www.iasregulation.be/1061/download;iasregulation
Pachycondyla chinensis;NA;1319870;1051;https://www.iasregulation.be/1051/download;iasregulation
Vespa mandarinia;NA;5871429;1067;https://www.iasregulation.be/1067/download;iasregulation
Bipalium kewense;NA;2502938;1057;https://www.iasregulation.be/1057/download;iasregulation
Obama nungara;NA;8701771;1064;https://www.iasregulation.be/1064/download;iasregulation
Platydemus manokwari;NA;5892137;1065;https://www.iasregulation.be/1065/download;iasregulation
Asterias amurensis;NA;5187508;1056;https://www.iasregulation.be/1056/download;iasregulation
Cipangopaludina chinensis;NA;9738098;1052;https://www.iasregulation.be/1052/download;iasregulation
Marisa cornuarietis;NA;2292586;1062;https://www.iasregulation.be/1062/download;iasregulation
Mulinia lateralis;NA;2286388;1063;https://www.iasregulation.be/1063/download;iasregulation
Myocastor coypus;Myocastor coypus (Molina, 1782);4264680;412;https://www.iasregulation.be/412/download;iasregulation
Nasua nasua;Nasua nasua (Linnaeus, 1766);2433536;415;https://www.iasregulation.be/415/download;iasregulation
Neogale vison;Mustela vison Schreber, 1777;5218823;1055;https://www.iasregulation.be/1055/download;iasregulation
Acacia saligna;NA;2978552;376;https://www.iasregulation.be/376/download;iasregulation
Ailanthus altissima;NA;3190653;404;https://www.iasregulation.be/404/download;iasregulation
Alternanthera philoxeroides;NA;3084923;378;https://www.iasregulation.be/378/download;iasregulation
Andropogon virginicus;NA;2706080;379;https://www.iasregulation.be/379/download;iasregulation
Asclepias syriaca;NA;3170247;381;https://www.iasregulation.be/381/download;iasregulation
Baccharis halimifolia;NA;3129663;382;https://www.iasregulation.be/382/download;iasregulation
Cabomba caroliniana;NA;2882443;383;https://www.iasregulation.be/383/download;iasregulation
Cardiospermum grandiflorum;NA;3189935;385;https://www.iasregulation.be/385/download;iasregulation
Celastrus orbiculatus;NA;3169169;584;https://www.iasregulation.be/584/download;iasregulation
Cortaderia jubata;NA;2704521;386;https://www.iasregulation.be/386/download;iasregulation
Ehrharta calycina;NA;2702865;388;https://www.iasregulation.be/388/download;iasregulation
Pontederia crassipes;NA;2765942;389;https://www.iasregulation.be/389/download;iasregulation
Elodea nuttallii;NA;5329212;390;https://www.iasregulation.be/390/download;iasregulation
Gunnera tinctoria;NA;2984306;392;https://www.iasregulation.be/392/download;iasregulation
Gymnocoronis spilanthoides;NA;6063677;393;https://www.iasregulation.be/393/download;iasregulation
Hakea sericea;NA;7287606;590;https://www.iasregulation.be/590/download;iasregulation
Heracleum mantegazzianum;NA;3034825;394;https://www.iasregulation.be/394/download;iasregulation
Heracleum persicum;NA;8000520;395;https://www.iasregulation.be/395/download;iasregulation
Heracleum sosnowskyi;NA;3642949;396;https://www.iasregulation.be/396/download;iasregulation
Humulus scandens;NA;2984537;398;https://www.iasregulation.be/398/download;iasregulation
Hydrocotyle ranunculoides;NA;7978544;399;https://www.iasregulation.be/399/download;iasregulation
Impatiens glandulifera;NA;2891770;400;https://www.iasregulation.be/400/download;iasregulation
Koenigia polystachya;NA;8848208;591;https://www.iasregulation.be/591/download;iasregulation
Lagarosiphon major;NA;2865565;401;https://www.iasregulation.be/401/download;iasregulation
Lespedeza cuneata;NA;8114276;405;https://www.iasregulation.be/405/download;iasregulation
Ludwigia grandiflora;NA;5421039;407;https://www.iasregulation.be/407/download;iasregulation
Ludwigia peploides;NA;5420991;441;https://www.iasregulation.be/441/download;iasregulation
Lygodium japonicum;NA;2650436;408;https://www.iasregulation.be/408/download;iasregulation
Lysichiton americanus;NA;2869311;409;https://www.iasregulation.be/409/download;iasregulation
Microstegium vimineum;NA;5289808;410;https://www.iasregulation.be/410/download;iasregulation
Myriophyllum aquaticum;NA;5361785;413;https://www.iasregulation.be/413/download;iasregulation
Myriophyllum heterophyllum;NA;5361762;414;https://www.iasregulation.be/414/download;iasregulation
Parthenium hysterophorus;NA;3086784;422;https://www.iasregulation.be/422/download;iasregulation
Pennisetum setaceum;NA;2706134;423;https://www.iasregulation.be/423/download;iasregulation
Persicaria perfoliata;NA;4033648;425;https://www.iasregulation.be/425/download;iasregulation
Pistia stratiotes;NA;2870583;595;https://www.iasregulation.be/595/download;iasregulation
Prosopis juliflora;NA;5358460;430;https://www.iasregulation.be/430/download;iasregulation
Pueraria montana lobata;NA;2977647;432;https://www.iasregulation.be/432/download;iasregulation
Rugulopteryx okamurae;NA;5824863;597;https://www.iasregulation.be/597/download;iasregulation
Salvinia molesta;NA;5274861;433;https://www.iasregulation.be/433/download;iasregulation
Triadica sebifera;NA;3054399;439;https://www.iasregulation.be/439/download;iasregulation
Crassula helmsii;NA;5362054;1049;https://www.iasregulation.be/1049/download;iasregulation
Zostera japonica;NA;2863943;1045;https://www.iasregulation.be/1045/download;iasregulation
Acacia mearnsii;NA;2979775;1046;https://www.iasregulation.be/1046/download;iasregulation
Broussonetia papyrifera;NA;5361944;1047;https://www.iasregulation.be/1047/download;iasregulation
Delairea odorata;NA;3134183;1048;https://www.iasregulation.be/1048/download;iasregulation
Reynoutria japonica;NA;2889173;1044;https://www.iasregulation.be/1044/download;iasregulation
Reynoutria sachalinensis;NA;2889088;1044;https://www.iasregulation.be/1044/download;iasregulation
Reynoutria × bohemica;NA;4038485;1044;https://www.iasregulation.be/1044/download;iasregulation
