srt,locationID,date_setup,date_retrieval,fyke_nr,species_code,lifeStage,biomass_g,svl_cm,sex,state,albino,species,nubKey,surface,lat_Y,long_X,gemeente,provincie,gewest,geometry,eventID,Jaar
2934-1,p12e,2024-08-19T00:00:00Z,2024-08-20T00:00:00Z,SDSF_3,Xenlae,juvenile,12,4.8,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-19_2024-08-20,2024
3589-1,p12e,2025-04-29T00:00:00Z,2025-04-30T00:00:00Z,SDSF_4,Xenlae,juvenile,12,4.8,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-04-29_2025-04-30,2025
3624-1,p12e,2025-05-20T00:00:00Z,2025-05-21T00:00:00Z,SDSF_1,Xenlae,juvenile,11,4.8,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-05-20_2025-05-21,2025
3658-1,p12e,2025-05-21T00:00:00Z,2025-05-22T00:00:00Z,SDSF_3,Xenlae,juvenile,12,4.8,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-05-21_2025-05-22,2025
136-1,p41a,2024-04-03T00:00:00Z,2024-04-05T00:00:00Z,SDSF_1a,Xenlae,juvenile,10,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-04-03_2024-04-05,2024
212-1,p41a,2024-04-03T00:00:00Z,2024-04-05T00:00:00Z,SDSF_2a,Xenlae,juvenile,24,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-04-03_2024-04-05,2024
427-1,p41a,2024-05-06T00:00:00Z,2024-05-07T00:00:00Z,SDSF_2a,Xenlae,juvenile,12,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-06_2024-05-07,2024
434-1,p41a,2024-05-06T00:00:00Z,2024-05-07T00:00:00Z,SDSF_3a,Xenlae,juvenile,12,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-06_2024-05-07,2024
514-1,p41a,2024-05-07T00:00:00Z,2024-05-08T00:00:00Z,SDSF_1a,Xenlae,juvenile,11,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-07_2024-05-08,2024
536-1,p41a,2024-05-07T00:00:00Z,2024-05-08T00:00:00Z,SDSF_3a,Xenlae,juvenile,11,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-07_2024-05-08,2024
557-1,p41a,2024-05-07T00:00:00Z,2024-05-08T00:00:00Z,SDSF_4a,Xenlae,juvenile,16,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-07_2024-05-08,2024
568-1,p41a,2024-05-07T00:00:00Z,2024-05-08T00:00:00Z,SDSF_5a,Xenlae,juvenile,12,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-07_2024-05-08,2024
642-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_1a,Xenlae,juvenile,14,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
656-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_1a,Xenlae,juvenile,10,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
678-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_2a,Xenlae,juvenile,12,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
689-2,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_2a,Xenlae,juvenile,12,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
697-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_2a,Xenlae,juvenile,11,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
707-2,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_2a,Xenlae,juvenile,11,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
722-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_3a,Xenlae,juvenile,12,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
739-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_3a,Xenlae,juvenile,11,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
783-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_4a,Xenlae,juvenile,10,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
792-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_5a,Xenlae,juvenile,13,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
888-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_1a,Xenlae,juvenile,11,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
900-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_1a,Xenlae,juvenile,10,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
944-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_2a,Xenlae,juvenile,11,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
990-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_4a,Xenlae,juvenile,12,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
1162-1,p41a,2024-06-12T00:00:00Z,2024-06-13T00:00:00Z,SDSF_2a,Xenlae,juvenile,13,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-12_2024-06-13,2024
1212-1,p41a,2024-06-12T00:00:00Z,2024-06-13T00:00:00Z,SDSF_4a,Xenlae,juvenile,11,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-12_2024-06-13,2024
1276-1,p41a,2024-06-13T00:00:00Z,2024-06-14T00:00:00Z,SDSF_1a,Xenlae,juvenile,10,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-13_2024-06-14,2024
1299-1,p41a,2024-06-13T00:00:00Z,2024-06-14T00:00:00Z,SDSF_2a,Xenlae,juvenile,11,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-13_2024-06-14,2024
1358-1,p41a,2024-06-13T00:00:00Z,2024-06-14T00:00:00Z,SDSF_4a,Xenlae,juvenile,11,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-13_2024-06-14,2024
1362-1,p41a,2024-06-13T00:00:00Z,2024-06-14T00:00:00Z,SDSF_4a,Xenlae,juvenile,10,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-13_2024-06-14,2024
1443-1,p41a,2024-06-18T00:00:00Z,2024-06-19T00:00:00Z,SDSF_1b,Xenlae,juvenile,12,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-18_2024-06-19,2024
1511-1,p41a,2024-06-18T00:00:00Z,2024-06-19T00:00:00Z,SDSF_4b,Xenlae,juvenile,10,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-18_2024-06-19,2024
1531-1,p41a,2024-06-18T00:00:00Z,2024-06-19T00:00:00Z,SSSF_1,Xenlae,juvenile,12,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-18_2024-06-19,2024
1656-1,p41a,2024-06-19T00:00:00Z,2024-06-20T00:00:00Z,SDSF_5b,Xenlae,juvenile,11,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-19_2024-06-20,2024
1818-1,p41a,2024-06-23T00:00:00Z,2024-06-24T00:00:00Z,SSSF_6,Xenlae,juvenile,11,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-23_2024-06-24,2024
1858-1,p41a,2024-06-24T00:00:00Z,2024-06-25T00:00:00Z,SDSF_4b,Xenlae,juvenile,10,4.8,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-24_2024-06-25,2024
3838-1,p7b,2025-08-26T00:00:00Z,2025-08-27T00:00:00Z,SDSF_2,Xenlae,juvenile,16,4.8,NA,alive,no,Xenopus laevis,5217334,,50.758111,2.838278,Heuvelland,West-Vlaanderen,flanders,"c(2.838278, 50.758111)",p7b_2025-08-26_2025-08-27,2025
70-1,Fish passage,2024-04-03T00:00:00Z,2024-04-05T00:00:00Z,SDSF_1,Xenlae,juvenile,15,4.7,NA,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-04-03_2024-04-05,2024
830-1,Fish passage,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_2,Xenlae,juvenile,12,4.7,NA,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-05-21_2024-05-22,2024
1392-1,p12e,2024-06-13T00:00:00Z,2024-06-14T00:00:00Z,FF_1-32,Xenlae,juvenile,11,4.7,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-06-13_2024-06-14,2024
3240-1,p12e,2024-10-30T00:00:00Z,2024-10-31T00:00:00Z,SDSF_4,Xenlae,juvenile,12,4.7,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-10-30_2024-10-31,2024
3534-1,p12e,2025-04-28T00:00:00Z,2025-04-29T00:00:00Z,SDSF_4,Xenlae,juvenile,11,4.7,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-04-28_2025-04-29,2025
3535-1,p12e,2025-04-28T00:00:00Z,2025-04-29T00:00:00Z,SDSF_4,Xenlae,juvenile,12,4.7,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-04-28_2025-04-29,2025
3591-1,p12e,2025-04-29T00:00:00Z,2025-04-30T00:00:00Z,SDSF_4,Xenlae,juvenile,10,4.7,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-04-29_2025-04-30,2025
3646-1,p12e,2025-05-20T00:00:00Z,2025-05-21T00:00:00Z,SDSF_4,Xenlae,juvenile,10,4.7,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-05-20_2025-05-21,2025
415-1,p41a,2024-05-06T00:00:00Z,2024-05-07T00:00:00Z,SDSF_1a,Xenlae,juvenile,10,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-06_2024-05-07,2024
424-1,p41a,2024-05-06T00:00:00Z,2024-05-07T00:00:00Z,SDSF_2a,Xenlae,juvenile,11,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-06_2024-05-07,2024
443-1,p41a,2024-05-06T00:00:00Z,2024-05-07T00:00:00Z,SDSF_3a,Xenlae,juvenile,10,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-06_2024-05-07,2024
444-1,p41a,2024-05-06T00:00:00Z,2024-05-07T00:00:00Z,SDSF_3a,Xenlae,juvenile,14,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-06_2024-05-07,2024
450-1,p41a,2024-05-06T00:00:00Z,2024-05-07T00:00:00Z,SDSF_3a,Xenlae,juvenile,11,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-06_2024-05-07,2024
531-1,p41a,2024-05-07T00:00:00Z,2024-05-08T00:00:00Z,SDSF_3a,Xenlae,juvenile,12,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-07_2024-05-08,2024
538-1,p41a,2024-05-07T00:00:00Z,2024-05-08T00:00:00Z,SDSF_3a,Xenlae,juvenile,13,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-07_2024-05-08,2024
555-1,p41a,2024-05-07T00:00:00Z,2024-05-08T00:00:00Z,SDSF_4a,Xenlae,juvenile,12,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-07_2024-05-08,2024
591-1,p41a,2024-05-07T00:00:00Z,2024-05-08T00:00:00Z,SDSF_6a,Xenlae,juvenile,12,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-07_2024-05-08,2024
633-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_1a,Xenlae,juvenile,14,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
672-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_2a,Xenlae,juvenile,10,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
720-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_3a,Xenlae,juvenile,11,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
733-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_3a,Xenlae,juvenile,13,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
777-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_4a,Xenlae,juvenile,10,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
789-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_5a,Xenlae,juvenile,12,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
898-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_1a,Xenlae,juvenile,10,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
902-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_1a,Xenlae,juvenile,9,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
919-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_2a,Xenlae,juvenile,12,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
923-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_2a,Xenlae,juvenile,15,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
997-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_4a,Xenlae,juvenile,10,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
1024-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_5a,Xenlae,juvenile,10,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
1032-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_6a,Xenlae,juvenile,10,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
1035-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_6a,Xenlae,juvenile,9,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
1131-1,p41a,2024-06-12T00:00:00Z,2024-06-13T00:00:00Z,SDSF_1a,Xenlae,juvenile,11,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-12_2024-06-13,2024
1283-1,p41a,2024-06-13T00:00:00Z,2024-06-14T00:00:00Z,SDSF_1a,Xenlae,juvenile,11,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-13_2024-06-14,2024
1323-1,p41a,2024-06-13T00:00:00Z,2024-06-14T00:00:00Z,SDSF_3a,Xenlae,juvenile,12,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-13_2024-06-14,2024
1360-1,p41a,2024-06-13T00:00:00Z,2024-06-14T00:00:00Z,SDSF_4a,Xenlae,juvenile,12,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-13_2024-06-14,2024
1431-1,p41a,2024-06-18T00:00:00Z,2024-06-19T00:00:00Z,SDSF_1a,Xenlae,juvenile,10,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-18_2024-06-19,2024
1440-1,p41a,2024-06-18T00:00:00Z,2024-06-19T00:00:00Z,SDSF_1b,Xenlae,juvenile,10,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-18_2024-06-19,2024
1591-1,p41a,2024-06-18T00:00:00Z,2024-06-19T00:00:00Z,BDSF_1,Xenlae,juvenile,12,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-18_2024-06-19,2024
1613-1,p41a,2024-06-19T00:00:00Z,2024-06-20T00:00:00Z,SDSF_1a,Xenlae,juvenile,11,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-19_2024-06-20,2024
1700-1,p41a,2024-06-20T00:00:00Z,2024-06-21T00:00:00Z,SDSF_1a,Xenlae,juvenile,9,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-20_2024-06-21,2024
1703-1,p41a,2024-06-20T00:00:00Z,2024-06-21T00:00:00Z,SDSF_1a,Xenlae,juvenile,11,4.7,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-20_2024-06-21,2024
85-1,Fish passage,2024-04-03T00:00:00Z,2024-04-05T00:00:00Z,SDSF_2,Xenlae,juvenile,12,4.6,NA,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-04-03_2024-04-05,2024
502-1,p12e,2024-05-06T00:00:00Z,2024-05-07T00:00:00Z,FF_1-17,Xenlae,juvenile,11,4.6,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-05-06_2024-05-07,2024
2932-1,p12e,2024-08-19T00:00:00Z,2024-08-20T00:00:00Z,SDSF_3,Xenlae,juvenile,11,4.6,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-19_2024-08-20,2024
2933-1,p12e,2024-08-19T00:00:00Z,2024-08-20T00:00:00Z,SDSF_3,Xenlae,juvenile,10,4.6,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-19_2024-08-20,2024
3233-1,p12e,2024-10-30T00:00:00Z,2024-10-31T00:00:00Z,SDSF_3,Xenlae,juvenile,10,4.6,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-10-30_2024-10-31,2024
3234-2,p12e,2024-10-30T00:00:00Z,2024-10-31T00:00:00Z,SDSF_3,Xenlae,juvenile,10,4.6,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-10-30_2024-10-31,2024
3244-1,p12e,2024-11-13T00:00:00Z,2024-11-14T00:00:00Z,SDSF_3,Xenlae,juvenile,10,4.6,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-11-13_2024-11-14,2024
3276-1,p12e,2025-03-04T00:00:00Z,2025-03-05T00:00:00Z,SDSF_3,Xenlae,juvenile,9,4.6,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-03-04_2025-03-05,2025
3521-1,p12e,2025-04-28T00:00:00Z,2025-04-29T00:00:00Z,SDSF_3,Xenlae,juvenile,10,4.6,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-04-28_2025-04-29,2025
3525-1,p12e,2025-04-28T00:00:00Z,2025-04-29T00:00:00Z,SDSF_3,Xenlae,juvenile,9,4.6,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-04-28_2025-04-29,2025
3568-1,p12e,2025-04-29T00:00:00Z,2025-04-30T00:00:00Z,SDSF_1,Xenlae,juvenile,9,4.6,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-04-29_2025-04-30,2025
