gbifID,year,individualCount,lifeStage,eventID,locationID,NISCODE,gemeente,provincie,verbatimLocality,locality,n_fuiken,gewest
1972,2020,0,adult,09-07-2020_laakdal 9,cffd6091-a7ba-42fa-a5fb-975e7ab483d1,13053,Laakdal,Antwerpen,laakdal 9,laakdal 9,4,flanders
1973,2020,20,juvenile,09-07-2020_laakdal 9,cffd6091-a7ba-42fa-a5fb-975e7ab483d1,13053,Laakdal,Antwerpen,laakdal 9,laakdal 9,4,flanders
1974,2020,0,larvae,09-07-2020_laakdal 9,cffd6091-a7ba-42fa-a5fb-975e7ab483d1,13053,Laakdal,Antwerpen,laakdal 9,laakdal 9,4,flanders
1975,2020,0,adult,09-07-2020_retiebaan 1,007f5913-1bdf-4e46-b2e3-587a0437fdbc,13017,Kasterlee,Antwerpen,retiebaan 1,retiebaan 1,2,flanders
1976,2020,0,juvenile,09-07-2020_retiebaan 1,007f5913-1bdf-4e46-b2e3-587a0437fdbc,13017,Kasterlee,Antwerpen,retiebaan 1,retiebaan 1,2,flanders
1977,2020,0,larvae,09-07-2020_retiebaan 1,007f5913-1bdf-4e46-b2e3-587a0437fdbc,13017,Kasterlee,Antwerpen,retiebaan 1,retiebaan 1,2,flanders
1978,2020,0,adult,09-07-2020_retiebaan 2,4e76c083-9d1e-4900-8395-911d04e4e5ea,13017,Kasterlee,Antwerpen,retiebaan 2,retiebaan 2,2,flanders
1979,2020,0,juvenile,09-07-2020_retiebaan 2,4e76c083-9d1e-4900-8395-911d04e4e5ea,13017,Kasterlee,Antwerpen,retiebaan 2,retiebaan 2,2,flanders
1980,2020,0,larvae,09-07-2020_retiebaan 2,4e76c083-9d1e-4900-8395-911d04e4e5ea,13017,Kasterlee,Antwerpen,retiebaan 2,retiebaan 2,2,flanders
1981,2021,0,adult,09-07-2021_antlkd0019b,FB494ED0-A45E-46C5-815E-0175772811CA,13053,Laakdal,Antwerpen,antlkd0019b,antlkd0019b,5,flanders
1982,2021,0,juvenile,09-07-2021_antlkd0019b,FB494ED0-A45E-46C5-815E-0175772811CA,13053,Laakdal,Antwerpen,antlkd0019b,antlkd0019b,5,flanders
1983,2021,102,larvae,09-07-2021_antlkd0019b,FB494ED0-A45E-46C5-815E-0175772811CA,13053,Laakdal,Antwerpen,antlkd0019b,antlkd0019b,5,flanders
1984,2021,1,adult,09-07-2021_laakdal 37,835E903F-A579-4355-8AB0-7D70249F0B89,13053,Laakdal,Antwerpen,laakdal 37,laakdal 37,4,flanders
1985,2021,0,juvenile,09-07-2021_laakdal 37,835E903F-A579-4355-8AB0-7D70249F0B89,13053,Laakdal,Antwerpen,laakdal 37,laakdal 37,4,flanders
1986,2021,0,larvae,09-07-2021_laakdal 37,835E903F-A579-4355-8AB0-7D70249F0B89,13053,Laakdal,Antwerpen,laakdal 37,laakdal 37,4,flanders
1987,2021,2,adult,09-07-2021_laakdal 5,62abe301-066c-4fa9-a54d-14e8b8882923,13053,Laakdal,Antwerpen,laakdal 5,laakdal 5,8,flanders
1988,2021,2,juvenile,09-07-2021_laakdal 5,62abe301-066c-4fa9-a54d-14e8b8882923,13053,Laakdal,Antwerpen,laakdal 5,laakdal 5,8,flanders
1989,2021,178,larvae,09-07-2021_laakdal 5,62abe301-066c-4fa9-a54d-14e8b8882923,13053,Laakdal,Antwerpen,laakdal 5,laakdal 5,8,flanders
1990,2021,0,adult,09-07-2021_nijlen g2,a484323f-4a55-4cf1-affb-6b5870f769db,12021,Lier,Antwerpen,nijlen g2,nijlen g2,7,flanders
1991,2021,0,juvenile,09-07-2021_nijlen g2,a484323f-4a55-4cf1-affb-6b5870f769db,12021,Lier,Antwerpen,nijlen g2,nijlen g2,7,flanders
1992,2021,0,larvae,09-07-2021_nijlen g2,a484323f-4a55-4cf1-affb-6b5870f769db,12021,Lier,Antwerpen,nijlen g2,nijlen g2,7,flanders
1993,2024,0,adult,09-07-2024_bel 1,E889F226-84B5-499E-A73B-A5DF719C540C,13008,Geel,Antwerpen,bel 1,bel 1,12,flanders
1994,2024,1,juvenile,09-07-2024_bel 1,E889F226-84B5-499E-A73B-A5DF719C540C,13008,Geel,Antwerpen,bel 1,bel 1,12,flanders
1995,2024,2274,larvae,09-07-2024_bel 1,E889F226-84B5-499E-A73B-A5DF719C540C,13008,Geel,Antwerpen,bel 1,bel 1,12,flanders
1996,2024,2,adult,09-07-2024_geel kruiskwacht 2,781F2ED8-0177-4D33-902F-C7DC87D7808E,13008,Geel,Antwerpen,geel kruiskwacht 2,geel kruiskwacht 2,9,flanders
1997,2024,1,juvenile,09-07-2024_geel kruiskwacht 2,781F2ED8-0177-4D33-902F-C7DC87D7808E,13008,Geel,Antwerpen,geel kruiskwacht 2,geel kruiskwacht 2,9,flanders
1998,2024,744,larvae,09-07-2024_geel kruiskwacht 2,781F2ED8-0177-4D33-902F-C7DC87D7808E,13008,Geel,Antwerpen,geel kruiskwacht 2,geel kruiskwacht 2,9,flanders
1999,2024,2,adult,09-07-2024_geel kruiskwacht 3,03D4A801-541C-48F7-86F0-F65BE5D1B246,13008,Geel,Antwerpen,geel kruiskwacht 3,geel kruiskwacht 3,10,flanders
2000,2024,31,juvenile,09-07-2024_geel kruiskwacht 3,03D4A801-541C-48F7-86F0-F65BE5D1B246,13008,Geel,Antwerpen,geel kruiskwacht 3,geel kruiskwacht 3,10,flanders
2001,2024,246,larvae,09-07-2024_geel kruiskwacht 3,03D4A801-541C-48F7-86F0-F65BE5D1B246,13008,Geel,Antwerpen,geel kruiskwacht 3,geel kruiskwacht 3,10,flanders
2002,2024,1,adult,09-07-2024_meerhout 20,DC50D1FB-9A6C-4744-8D25-B511474F778B,13021,Meerhout,Antwerpen,meerhout 20,meerhout 20,8,flanders
2003,2024,0,juvenile,09-07-2024_meerhout 20,DC50D1FB-9A6C-4744-8D25-B511474F778B,13021,Meerhout,Antwerpen,meerhout 20,meerhout 20,8,flanders
2004,2024,0,larvae,09-07-2024_meerhout 20,DC50D1FB-9A6C-4744-8D25-B511474F778B,13021,Meerhout,Antwerpen,meerhout 20,meerhout 20,8,flanders
2005,2024,9,adult,09-07-2024_scheps 35,C40A62BC-753E-4B8E-A09E-101C73DE9BD0,13021,Meerhout,Antwerpen,scheps 35,scheps 35,8,flanders
2006,2024,0,juvenile,09-07-2024_scheps 35,C40A62BC-753E-4B8E-A09E-101C73DE9BD0,13021,Meerhout,Antwerpen,scheps 35,scheps 35,8,flanders
2007,2024,465,larvae,09-07-2024_scheps 35,C40A62BC-753E-4B8E-A09E-101C73DE9BD0,13021,Meerhout,Antwerpen,scheps 35,scheps 35,8,flanders
2008,2024,2,adult,09-07-2024_scheps 39,E0BFF7E4-D0E2-44B4-A7FE-2DD211144B52,13003,Balen,Antwerpen,scheps 39,scheps 39,6,flanders
2009,2024,0,juvenile,09-07-2024_scheps 39,E0BFF7E4-D0E2-44B4-A7FE-2DD211144B52,13003,Balen,Antwerpen,scheps 39,scheps 39,6,flanders
2010,2024,1299,larvae,09-07-2024_scheps 39,E0BFF7E4-D0E2-44B4-A7FE-2DD211144B52,13003,Balen,Antwerpen,scheps 39,scheps 39,6,flanders
2011,2025,0,adult,09-07-2025_antbal 0244,137EB5C2-F5CC-4AAC-BF65-F8B0843D1709,13003,Balen,Antwerpen,antbal 0244,antbal 0244,3,flanders
2012,2025,0,juvenile,09-07-2025_antbal 0244,137EB5C2-F5CC-4AAC-BF65-F8B0843D1709,13003,Balen,Antwerpen,antbal 0244,antbal 0244,3,flanders
2013,2025,0,larvae,09-07-2025_antbal 0244,137EB5C2-F5CC-4AAC-BF65-F8B0843D1709,13003,Balen,Antwerpen,antbal 0244,antbal 0244,3,flanders
2014,2025,0,adult,09-07-2025_anthei 0647,409E6558-5B68-4E45-AABC-50F507EF4595,12014,Heist-Op-Den-Berg,Antwerpen,anthei 0647,anthei 0647,3,flanders
2015,2025,60,juvenile,09-07-2025_anthei 0647,409E6558-5B68-4E45-AABC-50F507EF4595,12014,Heist-Op-Den-Berg,Antwerpen,anthei 0647,anthei 0647,3,flanders
2016,2025,1956,larvae,09-07-2025_anthei 0647,409E6558-5B68-4E45-AABC-50F507EF4595,12014,Heist-Op-Den-Berg,Antwerpen,anthei 0647,anthei 0647,3,flanders
2017,2025,1,adult,09-07-2025_anthul 0147,B6D9C817-48DF-4230-B1B6-323D87DAD47D,13016,Hulshout,Antwerpen,anthul 0147,anthul 0147,2,flanders
2018,2025,0,juvenile,09-07-2025_anthul 0147,B6D9C817-48DF-4230-B1B6-323D87DAD47D,13016,Hulshout,Antwerpen,anthul 0147,anthul 0147,2,flanders
2019,2025,0,larvae,09-07-2025_anthul 0147,B6D9C817-48DF-4230-B1B6-323D87DAD47D,13016,Hulshout,Antwerpen,anthul 0147,anthul 0147,2,flanders
2020,2025,0,adult,09-07-2025_anthul 159,53F90D73-7E29-4E35-A91F-B8CF25EC53AF,13016,Hulshout,Antwerpen,anthul 159,anthul 159,1,flanders
2021,2025,0,juvenile,09-07-2025_anthul 159,53F90D73-7E29-4E35-A91F-B8CF25EC53AF,13016,Hulshout,Antwerpen,anthul 159,anthul 159,1,flanders
2022,2025,0,larvae,09-07-2025_anthul 159,53F90D73-7E29-4E35-A91F-B8CF25EC53AF,13016,Hulshout,Antwerpen,anthul 159,anthul 159,1,flanders
2023,2025,0,adult,09-07-2025_bergebeek 5,D86F0049-5884-4570-BBEB-06BF1986CAC2,12014,Heist-Op-Den-Berg,Antwerpen,bergebeek 5,bergebeek 5,2,flanders
2024,2025,1,juvenile,09-07-2025_bergebeek 5,D86F0049-5884-4570-BBEB-06BF1986CAC2,12014,Heist-Op-Den-Berg,Antwerpen,bergebeek 5,bergebeek 5,2,flanders
2025,2025,80,larvae,09-07-2025_bergebeek 5,D86F0049-5884-4570-BBEB-06BF1986CAC2,12014,Heist-Op-Den-Berg,Antwerpen,bergebeek 5,bergebeek 5,2,flanders
2026,2025,0,adult,09-07-2025_molse nete 37,E65FFD20-513A-4687-914A-74407F086BDF,13003,Balen,Antwerpen,molse nete 37,molse nete 37,6,flanders
2027,2025,0,juvenile,09-07-2025_molse nete 37,E65FFD20-513A-4687-914A-74407F086BDF,13003,Balen,Antwerpen,molse nete 37,molse nete 37,6,flanders
2028,2025,0,larvae,09-07-2025_molse nete 37,E65FFD20-513A-4687-914A-74407F086BDF,13003,Balen,Antwerpen,molse nete 37,molse nete 37,6,flanders
2029,2011,5,adult,09-08-2011_arendonk 3,60e6e43e-6855-4917-a336-9ac46d087fad,13001,Arendonk,Antwerpen,NA,NA,8,flanders
2030,2011,327,juvenile,09-08-2011_arendonk 3,60e6e43e-6855-4917-a336-9ac46d087fad,13001,Arendonk,Antwerpen,NA,NA,8,flanders
2031,2011,1307,larvae,09-08-2011_arendonk 3,60e6e43e-6855-4917-a336-9ac46d087fad,13001,Arendonk,Antwerpen,NA,NA,8,flanders
2032,2013,0,adult,09-08-2013_arendonk 1,91a8e2bb-b682-4c53-b213-7494198b12ce,13001,Arendonk,Antwerpen,NA,NA,4,flanders
2033,2013,0,juvenile,09-08-2013_arendonk 1,91a8e2bb-b682-4c53-b213-7494198b12ce,13001,Arendonk,Antwerpen,NA,NA,4,flanders
2034,2013,3,larvae,09-08-2013_arendonk 1,91a8e2bb-b682-4c53-b213-7494198b12ce,13001,Arendonk,Antwerpen,NA,NA,4,flanders
2035,2013,1,adult,09-08-2013_driehoek,48fb261c-3f3a-4a95-9103-1e6822dae999,13014,Hoogstraten,Antwerpen,NA,NA,3,flanders
2036,2013,0,juvenile,09-08-2013_driehoek,48fb261c-3f3a-4a95-9103-1e6822dae999,13014,Hoogstraten,Antwerpen,NA,NA,3,flanders
2037,2013,8,larvae,09-08-2013_driehoek,48fb261c-3f3a-4a95-9103-1e6822dae999,13014,Hoogstraten,Antwerpen,NA,NA,3,flanders
2038,2017,0,adult,09-08-2017_scheps 10,ff328547-af9c-4e6f-bbf1-5d2856b2da7b,13003,Balen,Antwerpen,NA,NA,4,flanders
2039,2017,9,juvenile,09-08-2017_scheps 10,ff328547-af9c-4e6f-bbf1-5d2856b2da7b,13003,Balen,Antwerpen,NA,NA,4,flanders
2040,2017,0,larvae,09-08-2017_scheps 10,ff328547-af9c-4e6f-bbf1-5d2856b2da7b,13003,Balen,Antwerpen,NA,NA,4,flanders
2041,2018,0,adult,09-08-2018_arendonk 2,fbb3baeb-c846-444c-926e-02445e328b78,13001,Arendonk,Antwerpen,NA,NA,1,flanders
2042,2018,0,juvenile,09-08-2018_arendonk 2,fbb3baeb-c846-444c-926e-02445e328b78,13001,Arendonk,Antwerpen,NA,NA,1,flanders
2043,2018,96,larvae,09-08-2018_arendonk 2,fbb3baeb-c846-444c-926e-02445e328b78,13001,Arendonk,Antwerpen,NA,NA,1,flanders
2044,2018,0,adult,09-08-2018_arendonk 3,60e6e43e-6855-4917-a336-9ac46d087fad,13001,Arendonk,Antwerpen,NA,NA,1,flanders
2045,2018,2,juvenile,09-08-2018_arendonk 3,60e6e43e-6855-4917-a336-9ac46d087fad,13001,Arendonk,Antwerpen,NA,NA,1,flanders
2046,2018,4,larvae,09-08-2018_arendonk 3,60e6e43e-6855-4917-a336-9ac46d087fad,13001,Arendonk,Antwerpen,NA,NA,1,flanders
2047,2023,0,adult,09-08-2023_anthst0508,A9602FFB-8557-4F92-B665-E4AE31001127,13013,Herselt,Antwerpen,anthst0508,anthst0508,5,flanders
2048,2023,0,juvenile,09-08-2023_anthst0508,A9602FFB-8557-4F92-B665-E4AE31001127,13013,Herselt,Antwerpen,anthst0508,anthst0508,5,flanders
2049,2023,0,larvae,09-08-2023_anthst0508,A9602FFB-8557-4F92-B665-E4AE31001127,13013,Herselt,Antwerpen,anthst0508,anthst0508,5,flanders
2050,2023,0,adult,09-08-2023_herselt 29,5FC74D94-87EE-4F0F-AA6E-295885EB4FE9,13013,Herselt,Antwerpen,herselt 29,herselt 29,4,flanders
2051,2023,0,juvenile,09-08-2023_herselt 29,5FC74D94-87EE-4F0F-AA6E-295885EB4FE9,13013,Herselt,Antwerpen,herselt 29,herselt 29,4,flanders
2052,2023,0,larvae,09-08-2023_herselt 29,5FC74D94-87EE-4F0F-AA6E-295885EB4FE9,13013,Herselt,Antwerpen,herselt 29,herselt 29,4,flanders
2053,2023,0,adult,09-08-2023_herselt 30,83983A92-9D1D-4907-A806-7EB4012E49EE,13013,Herselt,Antwerpen,herselt 30,herselt 30,4,flanders
2054,2023,0,juvenile,09-08-2023_herselt 30,83983A92-9D1D-4907-A806-7EB4012E49EE,13013,Herselt,Antwerpen,herselt 30,herselt 30,4,flanders
2055,2023,0,larvae,09-08-2023_herselt 30,83983A92-9D1D-4907-A806-7EB4012E49EE,13013,Herselt,Antwerpen,herselt 30,herselt 30,4,flanders
2056,2024,1,adult,09-08-2024_scheps 35,C40A62BC-753E-4B8E-A09E-101C73DE9BD0,13021,Meerhout,Antwerpen,scheps 35,scheps 35,2,flanders
2057,2024,1,juvenile,09-08-2024_scheps 35,C40A62BC-753E-4B8E-A09E-101C73DE9BD0,13021,Meerhout,Antwerpen,scheps 35,scheps 35,2,flanders
2058,2024,902,larvae,09-08-2024_scheps 35,C40A62BC-753E-4B8E-A09E-101C73DE9BD0,13021,Meerhout,Antwerpen,scheps 35,scheps 35,2,flanders
2059,2024,1,adult,09-08-2024_scheps 39,E0BFF7E4-D0E2-44B4-A7FE-2DD211144B52,13003,Balen,Antwerpen,scheps 39,scheps 39,20,flanders
2060,2024,2,juvenile,09-08-2024_scheps 39,E0BFF7E4-D0E2-44B4-A7FE-2DD211144B52,13003,Balen,Antwerpen,scheps 39,scheps 39,20,flanders
2061,2024,81,larvae,09-08-2024_scheps 39,E0BFF7E4-D0E2-44B4-A7FE-2DD211144B52,13003,Balen,Antwerpen,scheps 39,scheps 39,20,flanders
2062,2015,0,adult,09-09-2015_arendonk 2,fbb3baeb-c846-444c-926e-02445e328b78,13001,Arendonk,Antwerpen,NA,NA,4,flanders
2063,2015,6,juvenile,09-09-2015_arendonk 2,fbb3baeb-c846-444c-926e-02445e328b78,13001,Arendonk,Antwerpen,NA,NA,4,flanders
2064,2015,90,larvae,09-09-2015_arendonk 2,fbb3baeb-c846-444c-926e-02445e328b78,13001,Arendonk,Antwerpen,NA,NA,4,flanders
2065,2020,0,adult,09-09-2020_arendonk 2,fbb3baeb-c846-444c-926e-02445e328b78,13001,Arendonk,Antwerpen,arendonk 2,arendonk 2,2,flanders
2066,2020,0,juvenile,09-09-2020_arendonk 2,fbb3baeb-c846-444c-926e-02445e328b78,13001,Arendonk,Antwerpen,arendonk 2,arendonk 2,2,flanders
2067,2020,414,larvae,09-09-2020_arendonk 2,fbb3baeb-c846-444c-926e-02445e328b78,13001,Arendonk,Antwerpen,arendonk 2,arendonk 2,2,flanders
2068,2022,1,adult,09-09-2022_scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,13003,Balen,Antwerpen,scheps 20,scheps 20,12,flanders
2069,2022,77,juvenile,09-09-2022_scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,13003,Balen,Antwerpen,scheps 20,scheps 20,12,flanders
2070,2022,441,larvae,09-09-2022_scheps 20,03167d3d-4f00-42b8-b8be-fbe739205a3c,13003,Balen,Antwerpen,scheps 20,scheps 20,12,flanders
2071,2025,0,adult,09-09-2025_antbal 0263,36D64C1D-0468-4763-B261-9886DBC662E7,13003,Balen,Antwerpen,antbal 0263,antbal 0263,3,flanders
2072,2025,0,juvenile,09-09-2025_antbal 0263,36D64C1D-0468-4763-B261-9886DBC662E7,13003,Balen,Antwerpen,antbal 0263,antbal 0263,3,flanders
2073,2025,0,larvae,09-09-2025_antbal 0263,36D64C1D-0468-4763-B261-9886DBC662E7,13003,Balen,Antwerpen,antbal 0263,antbal 0263,3,flanders
2074,2025,0,adult,09-09-2025_antbal 0338,4AD2852C-2294-43CC-A191-9C221BDB5BCC,13003,Balen,Antwerpen,antbal 0338,antbal 0338,4,flanders
2075,2025,2,juvenile,09-09-2025_antbal 0338,4AD2852C-2294-43CC-A191-9C221BDB5BCC,13003,Balen,Antwerpen,antbal 0338,antbal 0338,4,flanders
2076,2025,0,larvae,09-09-2025_antbal 0338,4AD2852C-2294-43CC-A191-9C221BDB5BCC,13003,Balen,Antwerpen,antbal 0338,antbal 0338,4,flanders
2077,2025,0,adult,09-09-2025_antbal 0339,5440042F-D3C4-4F8B-A6C8-93A68D95A394,13003,Balen,Antwerpen,antbal 0339,antbal 0339,3,flanders
2078,2025,0,juvenile,09-09-2025_antbal 0339,5440042F-D3C4-4F8B-A6C8-93A68D95A394,13003,Balen,Antwerpen,antbal 0339,antbal 0339,3,flanders
2079,2025,0,larvae,09-09-2025_antbal 0339,5440042F-D3C4-4F8B-A6C8-93A68D95A394,13003,Balen,Antwerpen,antbal 0339,antbal 0339,3,flanders
2080,2025,0,adult,09-09-2025_ham 1,E7E0783B-191D-4BDA-B435-D49C9AE5E857,71069,Ham,Limburg,ham 1,ham 1,4,flanders
2081,2025,6,juvenile,09-09-2025_ham 1,E7E0783B-191D-4BDA-B435-D49C9AE5E857,71069,Ham,Limburg,ham 1,ham 1,4,flanders
2082,2025,0,larvae,09-09-2025_ham 1,E7E0783B-191D-4BDA-B435-D49C9AE5E857,71069,Ham,Limburg,ham 1,ham 1,4,flanders
2083,2025,0,adult,09-09-2025_school 1,676171EF-BEA1-4F9C-825B-D36FD7EE2A6F,71057,Tessenderlo,Limburg,school 1,school 1,5,flanders
2084,2025,0,juvenile,09-09-2025_school 1,676171EF-BEA1-4F9C-825B-D36FD7EE2A6F,71057,Tessenderlo,Limburg,school 1,school 1,5,flanders
2085,2025,0,larvae,09-09-2025_school 1,676171EF-BEA1-4F9C-825B-D36FD7EE2A6F,71057,Tessenderlo,Limburg,school 1,school 1,5,flanders
2086,2025,0,adult,09-09-2025_shoot 2,9F07F9C0-9C0F-4708-947F-670799BD59F3,71057,Tessenderlo,Limburg,shoot 2,shoot 2,5,flanders
2087,2025,0,juvenile,09-09-2025_shoot 2,9F07F9C0-9C0F-4708-947F-670799BD59F3,71057,Tessenderlo,Limburg,shoot 2,shoot 2,5,flanders
2088,2025,0,larvae,09-09-2025_shoot 2,9F07F9C0-9C0F-4708-947F-670799BD59F3,71057,Tessenderlo,Limburg,shoot 2,shoot 2,5,flanders
2089,2014,0,adult,09-10-2014_arendonk 3,60e6e43e-6855-4917-a336-9ac46d087fad,13001,Arendonk,Antwerpen,NA,NA,10,flanders
2090,2014,40,juvenile,09-10-2014_arendonk 3,60e6e43e-6855-4917-a336-9ac46d087fad,13001,Arendonk,Antwerpen,NA,NA,10,flanders
2091,2014,429,larvae,09-10-2014_arendonk 3,60e6e43e-6855-4917-a336-9ac46d087fad,13001,Arendonk,Antwerpen,NA,NA,10,flanders
2092,2024,0,adult,10-03-2024_bel 1,E889F226-84B5-499E-A73B-A5DF719C540C,13008,Geel,Antwerpen,bel 1,bel 1,1,flanders
2093,2024,0,juvenile,10-03-2024_bel 1,E889F226-84B5-499E-A73B-A5DF719C540C,13008,Geel,Antwerpen,bel 1,bel 1,1,flanders
2094,2024,166,larvae,10-03-2024_bel 1,E889F226-84B5-499E-A73B-A5DF719C540C,13008,Geel,Antwerpen,bel 1,bel 1,1,flanders
2095,2022,0,adult,10-05-2022_arendonk 2,fbb3baeb-c846-444c-926e-02445e328b78,13001,Arendonk,Antwerpen,arendonk 2,arendonk 2,19,flanders
2096,2022,0,juvenile,10-05-2022_arendonk 2,fbb3baeb-c846-444c-926e-02445e328b78,13001,Arendonk,Antwerpen,arendonk 2,arendonk 2,19,flanders
2097,2022,0,larvae,10-05-2022_arendonk 2,fbb3baeb-c846-444c-926e-02445e328b78,13001,Arendonk,Antwerpen,arendonk 2,arendonk 2,19,flanders
2098,2022,12,adult,10-05-2022_griesbroek 6,03dc3f07-506f-4c71-bbcd-ad24c177cab5,13003,Balen,Antwerpen,griesbroek 6,griesbroek 6,20,flanders
2099,2022,12,juvenile,10-05-2022_griesbroek 6,03dc3f07-506f-4c71-bbcd-ad24c177cab5,13003,Balen,Antwerpen,griesbroek 6,griesbroek 6,20,flanders
2100,2022,1259,larvae,10-05-2022_griesbroek 6,03dc3f07-506f-4c71-bbcd-ad24c177cab5,13003,Balen,Antwerpen,griesbroek 6,griesbroek 6,20,flanders
2101,2024,3,adult,10-05-2024_griesbroek 6,03dc3f07-506f-4c71-bbcd-ad24c177cab5,13003,Balen,Antwerpen,griesbroek 6,griesbroek 6,20,flanders
2102,2024,6,juvenile,10-05-2024_griesbroek 6,03dc3f07-506f-4c71-bbcd-ad24c177cab5,13003,Balen,Antwerpen,griesbroek 6,griesbroek 6,20,flanders
2103,2024,0,larvae,10-05-2024_griesbroek 6,03dc3f07-506f-4c71-bbcd-ad24c177cab5,13003,Balen,Antwerpen,griesbroek 6,griesbroek 6,20,flanders
2104,2024,0,adult,10-05-2024_laakdal 39,E9E4CE1C-43A6-4817-96EB-873765AA5598,13053,Laakdal,Antwerpen,laakdal 39,laakdal 39,20,flanders
2105,2024,0,juvenile,10-05-2024_laakdal 39,E9E4CE1C-43A6-4817-96EB-873765AA5598,13053,Laakdal,Antwerpen,laakdal 39,laakdal 39,20,flanders
2106,2024,0,larvae,10-05-2024_laakdal 39,E9E4CE1C-43A6-4817-96EB-873765AA5598,13053,Laakdal,Antwerpen,laakdal 39,laakdal 39,20,flanders
2107,2024,0,adult,10-05-2024_scheps 7,009d325e-8c76-4049-bc69-31f6163e254e,13003,Balen,Antwerpen,scheps 7,scheps 7,8,flanders
2108,2024,0,juvenile,10-05-2024_scheps 7,009d325e-8c76-4049-bc69-31f6163e254e,13003,Balen,Antwerpen,scheps 7,scheps 7,8,flanders
2109,2024,4,larvae,10-05-2024_scheps 7,009d325e-8c76-4049-bc69-31f6163e254e,13003,Balen,Antwerpen,scheps 7,scheps 7,8,flanders
2110,2015,0,adult,10-06-2015_bospoel,bf074168-c09d-40a9-b321-59ce253aa461,13014,Hoogstraten,Antwerpen,NA,NA,2,flanders
2111,2015,0,juvenile,10-06-2015_bospoel,bf074168-c09d-40a9-b321-59ce253aa461,13014,Hoogstraten,Antwerpen,NA,NA,2,flanders
2112,2015,27,larvae,10-06-2015_bospoel,bf074168-c09d-40a9-b321-59ce253aa461,13014,Hoogstraten,Antwerpen,NA,NA,2,flanders
2113,2015,0,adult,10-06-2015_kasterlee 3,fa5d281f-6266-4d4b-b6a7-cd44132e9b99,13017,Kasterlee,Antwerpen,NA,NA,4,flanders
2114,2015,0,juvenile,10-06-2015_kasterlee 3,fa5d281f-6266-4d4b-b6a7-cd44132e9b99,13017,Kasterlee,Antwerpen,NA,NA,4,flanders
2115,2015,6,larvae,10-06-2015_kasterlee 3,fa5d281f-6266-4d4b-b6a7-cd44132e9b99,13017,Kasterlee,Antwerpen,NA,NA,4,flanders
2116,2016,1,adult,10-06-2016_arendonk 1,91a8e2bb-b682-4c53-b213-7494198b12ce,13001,Arendonk,Antwerpen,NA,NA,3,flanders
2117,2016,0,juvenile,10-06-2016_arendonk 1,91a8e2bb-b682-4c53-b213-7494198b12ce,13001,Arendonk,Antwerpen,NA,NA,3,flanders
2118,2016,50,larvae,10-06-2016_arendonk 1,91a8e2bb-b682-4c53-b213-7494198b12ce,13001,Arendonk,Antwerpen,NA,NA,3,flanders
2119,2016,0,adult,10-06-2016_arendonk 2,fbb3baeb-c846-444c-926e-02445e328b78,13001,Arendonk,Antwerpen,NA,NA,4,flanders
2120,2016,0,juvenile,10-06-2016_arendonk 2,fbb3baeb-c846-444c-926e-02445e328b78,13001,Arendonk,Antwerpen,NA,NA,4,flanders
2121,2016,408,larvae,10-06-2016_arendonk 2,fbb3baeb-c846-444c-926e-02445e328b78,13001,Arendonk,Antwerpen,NA,NA,4,flanders
2122,2020,0,adult,10-06-2020_nijlen b11,602c47a6-7c4a-46b9-b481-921731880571,12026,Nijlen,Antwerpen,nijlen b11,nijlen b11,4,flanders
2123,2020,0,juvenile,10-06-2020_nijlen b11,602c47a6-7c4a-46b9-b481-921731880571,12026,Nijlen,Antwerpen,nijlen b11,nijlen b11,4,flanders
2124,2020,222,larvae,10-06-2020_nijlen b11,602c47a6-7c4a-46b9-b481-921731880571,12026,Nijlen,Antwerpen,nijlen b11,nijlen b11,4,flanders
2125,2020,0,adult,10-06-2020_nijlen b3b,023e2cd6-493c-4e24-bbe1-e03c9afdb0a1,12026,Nijlen,Antwerpen,nijlen b3b,nijlen b3b,2,flanders
2126,2020,1,juvenile,10-06-2020_nijlen b3b,023e2cd6-493c-4e24-bbe1-e03c9afdb0a1,12026,Nijlen,Antwerpen,nijlen b3b,nijlen b3b,2,flanders
2127,2020,0,larvae,10-06-2020_nijlen b3b,023e2cd6-493c-4e24-bbe1-e03c9afdb0a1,12026,Nijlen,Antwerpen,nijlen b3b,nijlen b3b,2,flanders
2128,2020,0,adult,10-06-2020_nijlen b5,02d79285-1ed2-44b9-84d5-96cd0b55f479,12026,Nijlen,Antwerpen,nijlen b5,nijlen b5,2,flanders
2129,2020,0,juvenile,10-06-2020_nijlen b5,02d79285-1ed2-44b9-84d5-96cd0b55f479,12026,Nijlen,Antwerpen,nijlen b5,nijlen b5,2,flanders
2130,2020,0,larvae,10-06-2020_nijlen b5,02d79285-1ed2-44b9-84d5-96cd0b55f479,12026,Nijlen,Antwerpen,nijlen b5,nijlen b5,2,flanders
2131,2020,0,adult,10-06-2020_nijlen b6,7bfeea33-87a3-4896-b2e4-a2f6b8d951a9,12026,Nijlen,Antwerpen,nijlen b6,nijlen b6,2,flanders
2132,2020,0,juvenile,10-06-2020_nijlen b6,7bfeea33-87a3-4896-b2e4-a2f6b8d951a9,12026,Nijlen,Antwerpen,nijlen b6,nijlen b6,2,flanders
