eventID,locationID,lat_Y,long_X,lifeStage,year,species,gemeente,provincie,gewest,individualCount,n_fuiken
p41a_2024-05-06_2024-05-07,p41a,50.768028,2.770806,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,66,6
p41a_2024-05-06_2024-05-07,p41a,50.768028,2.770806,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,9,6
p41a_2024-05-07_2024-05-08,p41a,50.768028,2.770806,adult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,6
p41a_2024-05-07_2024-05-08,p41a,50.768028,2.770806,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,63,6
p41a_2024-05-07_2024-05-08,p41a,50.768028,2.770806,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,7,6
p41a_2024-05-21_2024-05-22,p41a,50.768028,2.770806,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,143,6
p41a_2024-05-21_2024-05-22,p41a,50.768028,2.770806,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,13,6
p41a_2024-05-22_2024-05-23,p41a,50.768028,2.770806,adult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,6
p41a_2024-05-22_2024-05-23,p41a,50.768028,2.770806,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,132,6
p41a_2024-05-22_2024-05-23,p41a,50.768028,2.770806,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,7,6
p41a_2024-06-12_2024-06-13,p41a,50.768028,2.770806,adult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,3,6
p41a_2024-06-12_2024-06-13,p41a,50.768028,2.770806,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,59,6
p41a_2024-06-12_2024-06-13,p41a,50.768028,2.770806,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,38,6
p41a_2024-06-13_2024-06-14,p41a,50.768028,2.770806,adult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,6
p41a_2024-06-13_2024-06-14,p41a,50.768028,2.770806,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,57,6
p41a_2024-06-13_2024-06-14,p41a,50.768028,2.770806,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,27,6
p41a_2024-06-18_2024-06-19,p41a,50.768028,2.770806,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,103,22
p41a_2024-06-18_2024-06-19,p41a,50.768028,2.770806,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,58,22
p41a_2024-06-19_2024-06-20,p41a,50.768028,2.770806,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,33,22
p41a_2024-06-19_2024-06-20,p41a,50.768028,2.770806,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,13,22
p41a_2024-06-20_2024-06-21,p41a,50.768028,2.770806,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,22,22
p41a_2024-06-20_2024-06-21,p41a,50.768028,2.770806,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,18,22
p41a_2024-06-23_2024-06-24,p41a,50.768028,2.770806,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,8,22
p41a_2024-06-23_2024-06-24,p41a,50.768028,2.770806,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,4,22
p41a_2024-06-24_2024-06-25,p41a,50.768028,2.770806,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,13,22
p41a_2024-06-24_2024-06-25,p41a,50.768028,2.770806,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,3,22
p41a_2024-06-25_2024-06-26,p41a,50.768028,2.770806,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,22
p41a_2024-06-26_2024-06-27,p41a,50.768028,2.770806,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,3,22
p41a_2024-06-27_2024-06-28,p41a,50.768028,2.770806,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,22
p41a_2024-07-31_2024-08-01,p41a,50.768028,2.770806,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,2,4
p41a_2024-07-31_2024-08-01,p41a,50.768028,2.770806,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,4,4
p41a_2024-08-01_2024-08-02,p41a,50.768028,2.770806,adult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,2,4
p41a_2024-08-01_2024-08-02,p41a,50.768028,2.770806,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,2,4
p41a_2024-08-01_2024-08-02,p41a,50.768028,2.770806,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,3,4
p41a_2025-03-27_2025-03-28,p41a,50.768028,2.770806,adult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,2,3
p41a_2025-04-16_2025-04-17,p41a,50.768028,2.770806,subadult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,4
p41a_2025-04-17_2025-04-18,p41a,50.768028,2.770806,subadult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,4
p41a_2025-04-28_2025-04-29,p41a,50.768028,2.770806,adult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,4
p42b_2024-08-06_2024-08-07,p42b,50.773444,2.765528,adult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,2,4
p44b_2024-07-08_2024-07-09,p44b,50.778056,2.752889,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,3,4
p44b_2024-07-09_2024-07-10,p44b,50.778056,2.752889,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,4
p54_2025-08-25_2025-08-26,p54,50.764718,2.76806,adult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,3,4
p54_2025-08-25_2025-08-26,p54,50.764718,2.76806,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,2,4
p54_2025-08-25_2025-08-26,p54,50.764718,2.76806,larvae,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,4
p54_2025-08-26_2025-08-27,p54,50.764718,2.76806,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,2,4
p54_2025-08-26_2025-08-27,p54,50.764718,2.76806,larvae,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,4
p54_2025-08-27_2025-08-28,p54,50.764718,2.76806,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,4
p54_2025-08-28_2025-08-29,p54,50.764718,2.76806,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,2,4
p5e_2025-09-22_2025-09-23,p5e,50.75563,2.850164,adult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,26,11
p5e_2025-09-22_2025-09-23,p5e,50.75563,2.850164,subadult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,143,11
p5e_2025-09-23_2025-09-24,p5e,50.75563,2.850164,adult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,11
p5e_2025-09-23_2025-09-24,p5e,50.75563,2.850164,subadult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,21,11
p5e_2025-09-24_2025-09-25,p5e,50.75563,2.850164,adult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,2,11
p5e_2025-09-24_2025-09-25,p5e,50.75563,2.850164,subadult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,6,11
p5e_2025-09-25_2025-09-26,p5e,50.75563,2.850164,adult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,11
p65_2025-09-08_2025-09-09,p65,50.760658,2.769983,adult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,2,5
p65_2025-09-08_2025-09-09,p65,50.760658,2.769983,subadult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,5
p6c_2025-08-25_2025-08-26,p6c,50.759277,2.856115,adult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,3,3
p7b_2024-08-06_2024-08-07,p7b,50.758111,2.838278,adult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,4,4
p7b_2024-08-06_2024-08-07,p7b,50.758111,2.838278,juvenile,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,4
p7b_2024-08-06_2024-08-07,p7b,50.758111,2.838278,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,87,4
p7b_2024-08-07_2024-08-08,p7b,50.758111,2.838278,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,6,4
p7b_2024-08-08_2024-08-09,p7b,50.758111,2.838278,larvae,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,4
p7b_2024-08-08_2024-08-09,p7b,50.758111,2.838278,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,3,4
p7b_2024-08-12_2024-08-13,p7b,50.758111,2.838278,larvae,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,4
p7b_2024-08-12_2024-08-13,p7b,50.758111,2.838278,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,2,4
p7b_2024-08-13_2024-08-14,p7b,50.758111,2.838278,subadult,2024,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,4
p7b_2025-08-25_2025-08-26,p7b,50.758111,2.838278,adult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,2,5
p7b_2025-08-25_2025-08-26,p7b,50.758111,2.838278,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,6,5
p7b_2025-08-25_2025-08-26,p7b,50.758111,2.838278,subadult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,22,5
p7b_2025-08-26_2025-08-27,p7b,50.758111,2.838278,juvenile,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,5
p7b_2025-08-26_2025-08-27,p7b,50.758111,2.838278,subadult,2025,Xenopus laevis,Heuvelland,West-Vlaanderen,flanders,1,5
p9c_2025-09-15_2025-09-16,p9c,50.755472,2.885806,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,wallonia,13,5
p9c_2025-09-15_2025-09-16,p9c,50.755472,2.885806,subadult,2025,Xenopus laevis,Mesen,West-Vlaanderen,wallonia,1,5
p9c_2025-09-15_2025-09-17,p9c,50.755472,2.885806,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,wallonia,4,10
p9c_2025-09-17_2025-09-18,p9c,50.755472,2.885806,adult,2025,Xenopus laevis,Mesen,West-Vlaanderen,wallonia,3,5
p9e_2024-08-06_2024-08-07,p9e,50.754028,2.890472,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,24,4
p9e_2024-08-06_2024-08-07,p9e,50.754028,2.890472,subadult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,3,4
p9e_2024-08-07_2024-08-08,p9e,50.754028,2.890472,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,11,4
p9e_2024-08-07_2024-08-08,p9e,50.754028,2.890472,subadult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p9e_2024-08-08_2024-08-09,p9e,50.754028,2.890472,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,2,4
p9e_2024-08-12_2024-08-13,p9e,50.754028,2.890472,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p9e_2024-08-13_2024-08-14,p9e,50.754028,2.890472,adult,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
p9e_2024-08-13_2024-08-14,p9e,50.754028,2.890472,larvae,2024,Xenopus laevis,Mesen,West-Vlaanderen,flanders,1,4
